"Estacion","Fecha inicial","Fecha final","DViento"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-05-14","","141.58333333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-05-13","","157.89583333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-05-12","","200.81666667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-05-11","","195.1625"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-05-10","","232.80416667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-05-09","","138.22941176"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-05-08","","199.47916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-05-07","","171.66666667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-05-06","","205.24166667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-05-05","","205.14166667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-05-04","","197.875"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-05-03","","153.54166667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-05-02","","154.01666667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-05-01","","198.2875"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-30","","185.35217391"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-29","","205.45833333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-28","","198.52916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-27","","139.3375"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-26","","189.95416667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-25","","187.64583333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-24","","168.07083333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-23","","176.07083333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-22","","201.94166667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-21","","181.80416667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-20","","169.04166667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-19","","216.19166667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-18","","177.24583333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-17","","168.49583333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-16","","204.6875"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-15","","154.9375"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-14","","177.02083333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-13","","189.45"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-12","","176.69583333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-11","","183.11666667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-10","","224.17083333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-09","","188.68636364"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-08","","163.325"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-07","","171.675"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-06","","174.5625"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-05","","195.5"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-04","","195.79166667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-03","","191.02916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-02","","176.77083333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-01","","240.24166667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-31","","221.03478261"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-30","","242.69565217"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-29","","176.27916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-28","","207.24166667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-27","","158.1875"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-26","","204.15833333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-25","","226.07916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-24","","204.9125"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-23","","201.65"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-22","","205.275"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-21","","214.41666667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-20","","189.60416667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-19","","183.59583333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-18","","223.34166667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-17","","183.275"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-16","","184.81666667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-15","","171.575"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-14","","172.28333333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-13","","169.12916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-12","","198.6875"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-11","","236.94583333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-10","","247.62916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-09","","215.00416667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-08","","209.9875"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-07","","207.2625"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-06","","201.425"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-05","","182.67916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-04","","194.72083333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-03","","179.69583333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-02","","104.52916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-01","","192.49166667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-28","","202.95652174"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-27","","187.38333333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-26","","234.68333333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-25","","244.65833333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-24","","194.725"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-23","","206.025"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-22","","230.875"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-21","","230.60833333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-20","","221.89166667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-19","","197.94166667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-18","","218.9375"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-17","","241.89166667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-16","","248.0"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-15","","186.50833333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-14","","207.79166667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-13","","160.48333333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-12","","222.16666667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-11","","168.34583333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-10","","151.0125"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-09","","158.07083333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-08","","170.825"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-07","","236.57916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-06","","268.0"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-05","","175.34166667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-04","","206.375"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-03","","194.40833333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-02","","210.13333333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-01","","182.49166667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-31","","221.54166667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-30","","184.8125"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-29","","173.1125"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-28","","212.14166667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-27","","188.325"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-26","","218.41666667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-25","","261.57916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-24","","173.3375"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-23","","215.48333333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-22","","195.26666667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-21","","217.29166667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-20","","201.20416667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-19","","218.79166667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-18","","242.88333333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-17","","235.1625"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-16","","262.55"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-15","","243.7"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-14","","192.925"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-13","","208.60416667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-12","","218.85416667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-11","","138.6625"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-10","","217.83333333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-09","","193.77916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-08","","201.87083333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-07","","187.20416667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-06","","232.6"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-05","","237.99583333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-04","","198.84583333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-03","","216.63333333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-02","","222.275"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-01","","219.40416667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-31","","200.7"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-30","","166.25416667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-29","","211.75"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-28","","188.35416667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-27","","187.79583333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-26","","190.775"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-25","","167.17916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-24","","225.7375"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-23","","237.0125"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-22","","205.77083333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-21","","231.2875"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-20","","189.59166667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-19","","212.70833333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-18","","205.52083333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-17","","169.00416667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-16","","176.55833333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-15","","222.05416667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-14","","192.00416667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-13","","210.02916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-12","","226.8375"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-11","","172.0375"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-10","","208.54166667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-09","","201.42083333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-08","","237.84583333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-07","","178.79583333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-06","","187.325"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-05","","212.79583333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-04","","187.32083333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-03","","206.37083333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-02","","217.98333333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-01","","206.79166667"
"CLUB UNIÓN","2023-09-17","","233.68121739"
"CLUB UNIÓN","2023-09-16","","214.215875"
"CLUB UNIÓN","2023-09-15","","263.49891667"
"CLUB UNIÓN","2023-09-14","","224.98995833"
"CLUB UNIÓN","2023-09-13","","220.35458333"
"CLUB UNIÓN","2023-09-12","","220.19616667"
"CLUB UNIÓN","2023-09-11","","216.07154167"
"CLUB UNIÓN","2023-09-10","","163.07617391"
"CLUB UNIÓN","2023-09-09","","168.49304167"
"CLUB UNIÓN","2023-09-08","","151.55058333"
"CLUB UNIÓN","2023-09-07","","203.891"
"CLUB UNIÓN","2023-09-06","","172.32741667"
"CLUB UNIÓN","2023-09-05","","186.57966667"
"CLUB UNIÓN","2023-09-04","","174.04620833"
"CLUB UNIÓN","2023-09-03","","176.00434783"
"CLUB UNIÓN","2023-09-02","","192.26120833"
"CLUB UNIÓN","2023-09-01","","207.22108333"
"CLUB UNIÓN","2023-08-31","","153.38825"
"CLUB UNIÓN","2023-08-30","","150.946375"
"CLUB UNIÓN","2023-08-29","","197.47283333"
"CLUB UNIÓN","2023-08-28","","183.56375"
"CLUB UNIÓN","2023-08-27","","175.29669565"
"CLUB UNIÓN","2023-08-26","","187.096"
"CLUB UNIÓN","2023-08-25","","173.554875"
"CLUB UNIÓN","2023-08-24","","160.90658333"
"CLUB UNIÓN","2023-08-23","","171.53454167"
"CLUB UNIÓN","2023-08-22","","106.223"
"CLUB UNIÓN","2023-08-21","","174.38933333"
"CLUB UNIÓN","2023-08-20","","139.37726087"
"CLUB UNIÓN","2023-08-19","","112.18525"
"CLUB UNIÓN","2023-08-18","","187.7485"
"CLUB UNIÓN","2023-08-17","","175.996125"
"CLUB UNIÓN","2023-08-16","","120.532125"
"CLUB UNIÓN","2023-08-15","","129.64204167"
"CLUB UNIÓN","2023-08-14","","185.22966667"
"CLUB UNIÓN","2023-08-13","","158.39521739"
"CLUB UNIÓN","2023-08-12","","154.55616667"
"CLUB UNIÓN","2023-08-11","","198.37075"
"CLUB UNIÓN","2023-08-10","","172.24679167"
"CLUB UNIÓN","2023-08-09","","180.903875"
"CLUB UNIÓN","2023-08-08","","213.83408333"
"CLUB UNIÓN","2023-08-07","","187.40479167"
"CLUB UNIÓN","2023-08-06","","101.68143478"
"CLUB UNIÓN","2023-08-05","","158.99266667"
"CLUB UNIÓN","2023-08-04","","143.066375"
"CLUB UNIÓN","2023-08-03","","149.12904167"
"CLUB UNIÓN","2023-08-02","","219.686625"
"CLUB UNIÓN","2023-08-01","","128.18308333"
"CLUB UNIÓN","2023-07-31","","111.186625"
"CLUB UNIÓN","2023-07-30","","156.34252174"
"CLUB UNIÓN","2023-07-29","","87.586"
"CLUB UNIÓN","2023-07-28","","152.10520833"
"CLUB UNIÓN","2023-07-27","","139.87591667"
"CLUB UNIÓN","2023-07-26","","146.75729167"
"CLUB UNIÓN","2023-07-25","","153.25275"
"CLUB UNIÓN","2023-07-24","","212.563375"
"CLUB UNIÓN","2023-07-23","","156.95921739"
"CLUB UNIÓN","2023-07-22","","131.60216667"
"CLUB UNIÓN","2023-07-21","","162.02341667"
"CLUB UNIÓN","2023-07-20","","144.23158333"
"CLUB UNIÓN","2023-07-19","","153.98979167"
"CLUB UNIÓN","2023-07-18","","181.63475"
"CLUB UNIÓN","2023-07-17","","171.937125"
"CLUB UNIÓN","2023-07-16","","213.94626087"
"CLUB UNIÓN","2023-07-15","","218.456875"
"CLUB UNIÓN","2023-07-14","","234.3453913"
"CLUB UNIÓN","2023-07-13","","236.89520833"
"CLUB UNIÓN","2023-07-12","","130.50775"
"CLUB UNIÓN","2023-07-11","","195.06554167"
"CLUB UNIÓN","2023-07-10","","175.36783333"
"CLUB UNIÓN","2023-07-09","","213.66926087"
"CLUB UNIÓN","2023-07-08","","207.439375"
"CLUB UNIÓN","2023-07-07","","176.24908696"
"CLUB UNIÓN","2023-07-06","","158.81483333"
"CLUB UNIÓN","2023-07-05","","187.03329167"
"CLUB UNIÓN","2023-07-04","","188.905125"
"CLUB UNIÓN","2023-07-03","","228.67208333"
"CLUB UNIÓN","2023-07-02","","155.57059091"
"CLUB UNIÓN","2023-07-01","","160.49670833"
"CLUB UNIÓN","2023-06-30","","184.56175"
"CLUB UNIÓN","2023-06-29","","194.92222222"
"CLUB UNIÓN","2023-06-28","","190.65445833"
"CLUB UNIÓN","2023-06-27","","193.66325"
"CLUB UNIÓN","2023-06-26","","208.57979167"
"CLUB UNIÓN","2023-06-25","","196.13769565"
"CLUB UNIÓN","2023-06-24","","167.04229167"
"CLUB UNIÓN","2023-06-23","","216.57991667"
"CLUB UNIÓN","2023-06-22","","206.011375"
"CLUB UNIÓN","2023-06-21","","148.83566667"
"CLUB UNIÓN","2023-06-20","","212.4105"
"CLUB UNIÓN","2023-06-19","","181.21558333"
"CLUB UNIÓN","2023-06-18","","168.39665217"
"CLUB UNIÓN","2023-06-17","","151.06741667"
"CLUB UNIÓN","2023-06-16","","232.90475"
"CLUB UNIÓN","2023-06-15","","205.12445833"
"CLUB UNIÓN","2023-06-14","","240.10370833"
"CLUB UNIÓN","2023-06-13","","145.46329167"
"CLUB UNIÓN","2023-06-12","","181.49395833"
"CLUB UNIÓN","2023-06-11","","184.33308696"
"CLUB UNIÓN","2023-06-10","","180.25533333"
"CLUB UNIÓN","2023-06-09","","149.23"
"CLUB UNIÓN","2023-06-08","","176.18679167"
"CLUB UNIÓN","2023-06-07","","173.25933333"
"CLUB UNIÓN","2023-06-06","","219.265"
"CLUB UNIÓN","2023-06-05","","163.23879167"
"CLUB UNIÓN","2023-06-04","","191.01291304"
"CLUB UNIÓN","2023-06-03","","218.86658333"
"CLUB UNIÓN","2023-06-02","","158.515375"
"CLUB UNIÓN","2023-06-01","","179.533625"
"CLUB UNIÓN","2023-05-31","","174.32233333"
"CLUB UNIÓN","2023-05-30","","187.78354167"
"CLUB UNIÓN","2023-05-29","","191.805375"
"CLUB UNIÓN","2023-05-28","","192.02913043"
"CLUB UNIÓN","2023-05-27","","164.4965"
"CLUB UNIÓN","2023-05-26","","168.75104167"
"CLUB UNIÓN","2023-05-25","","218.225375"
"CLUB UNIÓN","2023-05-24","","181.243375"
"CLUB UNIÓN","2023-05-23","","189.45420833"
"CLUB UNIÓN","2023-05-22","","191.32008333"
"CLUB UNIÓN","2023-05-21","","194.768"
"CLUB UNIÓN","2023-05-20","","154.2645"
"CLUB UNIÓN","2023-05-19","","232.41858333"
"CLUB UNIÓN","2023-05-18","","118.85141667"
"CLUB UNIÓN","2023-05-17","","137.262125"
"CLUB UNIÓN","2023-05-16","","147.24329167"
"CLUB UNIÓN","2023-05-15","","162.21983333"
"CLUB UNIÓN","2023-05-14","","167.69534783"
"CLUB UNIÓN","2023-05-13","","164.03916667"
"CLUB UNIÓN","2023-05-12","","145.92241667"
"CLUB UNIÓN","2023-05-11","","143.83733333"
"CLUB UNIÓN","2023-05-10","","148.20066667"
"CLUB UNIÓN","2023-05-09","","181.28620833"
"CLUB UNIÓN","2023-05-08","","126.24645833"
"CLUB UNIÓN","2023-05-07","","143.85186957"
"CLUB UNIÓN","2023-05-06","","135.850875"
"CLUB UNIÓN","2023-05-05","","196.38479167"
"CLUB UNIÓN","2023-05-04","","232.08566667"
"CLUB UNIÓN","2023-05-03","","209.70779167"
"CLUB UNIÓN","2023-05-02","","183.95245833"
"CLUB UNIÓN","2023-05-01","","249.22729167"
"CLUB UNIÓN","2023-04-30","","278.41482609"
"CLUB UNIÓN","2023-04-29","","237.119"
"CLUB UNIÓN","2023-04-28","","245.30441667"
"CLUB UNIÓN","2023-04-27","","238.65845833"
"CLUB UNIÓN","2023-04-26","","236.80941667"
"CLUB UNIÓN","2023-04-25","","268.32279167"
"CLUB UNIÓN","2023-04-24","","254.84566667"
"CLUB UNIÓN","2023-04-23","","260.53591304"
"CLUB UNIÓN","2023-04-22","","250.89158333"
"CLUB UNIÓN","2023-04-21","","208.71525"
"CLUB UNIÓN","2023-04-20","","230.129625"
"CLUB UNIÓN","2023-04-19","","239.40454167"
"CLUB UNIÓN","2023-04-18","","289.41216667"
"CLUB UNIÓN","2023-04-17","","242.43608333"
"CLUB UNIÓN","2023-04-16","","291.35313043"
"CLUB UNIÓN","2023-04-15","","237.69225"
"CLUB UNIÓN","2023-04-14","","230.307125"
"CLUB UNIÓN","2023-04-13","","216.80675"
"CLUB UNIÓN","2023-04-12","","237.83316667"
"CLUB UNIÓN","2023-04-11","","232.45725"
"CLUB UNIÓN","2023-04-10","","194.37558333"
"CLUB UNIÓN","2023-04-09","","233.04856522"
"CLUB UNIÓN","2023-04-08","","260.12045833"
"CLUB UNIÓN","2023-04-07","","282.9355"
"CLUB UNIÓN","2023-04-06","","246.826"
"CLUB UNIÓN","2023-04-05","","260.33875"
"CLUB UNIÓN","2023-04-04","","217.34679167"
"CLUB UNIÓN","2023-04-03","","221.53558333"
"CLUB UNIÓN","2023-04-02","","260.29045833"
"CLUB UNIÓN","2023-04-01","","236.97075"
"CLUB UNIÓN","2023-03-31","","242.725125"
"CLUB UNIÓN","2023-03-30","","242.24183333"
"CLUB UNIÓN","2023-03-29","","260.16870833"
"CLUB UNIÓN","2023-03-28","","232.98566667"
