"Estacion","Fecha inicial","Fecha final","SO2"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-27","","0.18333333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-26","","1.6125"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-25","","1.19166667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-24","","0.87916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-23","","1.14166667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-22","","1.08333333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-21","","0.7375"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-20","","0.90833333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-19","","0.75416667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-18","","0.95"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-17","","1.3125"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-16","","1.25416667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-15","","3.87777778"
"CLUB UNIÓN","2023-09-17","","1.02173913"
"CLUB UNIÓN","2023-09-16","","0.9125"
"CLUB UNIÓN","2023-09-15","","0.86666667"
"CLUB UNIÓN","2023-09-14","","0.7375"
"CLUB UNIÓN","2023-09-13","","1.02916667"
"CLUB UNIÓN","2023-09-12","","0.6"
"CLUB UNIÓN","2023-09-11","","0.83333333"
"CLUB UNIÓN","2023-09-10","","0.56956522"
"CLUB UNIÓN","2023-09-09","","0.4"
"CLUB UNIÓN","2023-09-08","","0.7625"
"CLUB UNIÓN","2023-09-07","","0.39583333"
"CLUB UNIÓN","2023-09-06","","0.325"
"CLUB UNIÓN","2023-09-05","","0.68333333"
"CLUB UNIÓN","2023-09-04","","0.325"
"CLUB UNIÓN","2023-09-03","","1.38695652"
"CLUB UNIÓN","2023-09-02","","0.4"
"CLUB UNIÓN","2023-09-01","","0.55"
"CLUB UNIÓN","2023-08-31","","1.12083333"
"CLUB UNIÓN","2023-08-30","","0.76666667"
"CLUB UNIÓN","2023-08-29","","2.4875"
"CLUB UNIÓN","2023-08-28","","2.34583333"
"CLUB UNIÓN","2023-08-27","","2.14347826"
"CLUB UNIÓN","2023-08-26","","0.85833333"
"CLUB UNIÓN","2023-08-25","","0.74583333"
"CLUB UNIÓN","2023-08-24","","1.2625"
"CLUB UNIÓN","2023-08-23","","1.25416667"
"CLUB UNIÓN","2023-08-22","","0.34583333"
"CLUB UNIÓN","2023-08-21","","1.45"
"CLUB UNIÓN","2023-08-20","","2.22173913"
"CLUB UNIÓN","2023-08-19","","1.54583333"
"CLUB UNIÓN","2023-08-18","","0.60416667"
"CLUB UNIÓN","2023-08-17","","1.69166667"
"CLUB UNIÓN","2023-08-16","","0.69166667"
"CLUB UNIÓN","2023-08-15","","1.17142857"
"CLUB UNIÓN","2023-08-14","","0.50833333"
"CLUB UNIÓN","2023-08-13","","1.86521739"
"CLUB UNIÓN","2023-08-12","","1.73333333"
"CLUB UNIÓN","2023-08-11","","1.95"
"CLUB UNIÓN","2023-08-10","","2.11666667"
"CLUB UNIÓN","2023-08-09","","0.70833333"
"CLUB UNIÓN","2023-08-08","","0.5875"
"CLUB UNIÓN","2023-08-07","","2.24166667"
"CLUB UNIÓN","2023-08-06","","1.65217391"
"CLUB UNIÓN","2023-08-05","","1.2375"
"CLUB UNIÓN","2023-08-04","","0.88333333"
"CLUB UNIÓN","2023-08-03","","1.72083333"
"CLUB UNIÓN","2023-08-02","","1.14782609"
"CLUB UNIÓN","2023-08-01","","0.58571429"
"CLUB UNIÓN","2023-07-31","","0.5125"
"CLUB UNIÓN","2023-07-30","","0.56956522"
"CLUB UNIÓN","2023-07-29","","1.20833333"
"CLUB UNIÓN","2023-07-28","","1.35"
"CLUB UNIÓN","2023-07-27","","0.61666667"
"CLUB UNIÓN","2023-07-26","","1.12916667"
"CLUB UNIÓN","2023-07-25","","1.30416667"
"CLUB UNIÓN","2023-07-24","","0.50833333"
"CLUB UNIÓN","2023-07-23","","1.25217391"
"CLUB UNIÓN","2023-07-22","","0.9875"
"CLUB UNIÓN","2023-07-21","","0.42083333"
"CLUB UNIÓN","2023-07-20","","0.55416667"
"CLUB UNIÓN","2023-07-19","","0.6173913"
"CLUB UNIÓN","2023-07-18","","0.3125"
"CLUB UNIÓN","2023-07-17","","0.79166667"
"CLUB UNIÓN","2023-07-16","","1.0173913"
"CLUB UNIÓN","2023-07-15","","1.19166667"
"CLUB UNIÓN","2023-07-14","","1.00869565"
"CLUB UNIÓN","2023-07-13","","2.00416667"
"CLUB UNIÓN","2023-07-12","","1.3125"
"CLUB UNIÓN","2023-07-11","","0.475"
"CLUB UNIÓN","2023-07-10","","0.78333333"
"CLUB UNIÓN","2023-07-09","","3.36956522"
"CLUB UNIÓN","2023-07-08","","0.34583333"
"CLUB UNIÓN","2023-07-07","","0.74782609"
"CLUB UNIÓN","2023-07-06","","0.57083333"
"CLUB UNIÓN","2023-07-05","","1.72608696"
"CLUB UNIÓN","2023-07-04","","1.125"
"CLUB UNIÓN","2023-07-03","","0.44166667"
"CLUB UNIÓN","2023-07-02","","3.46818182"
"CLUB UNIÓN","2023-07-01","","0.58333333"
"CLUB UNIÓN","2023-06-30","","0.63333333"
"CLUB UNIÓN","2023-06-29","","0.75555556"
"CLUB UNIÓN","2023-06-28","","0.75"
"CLUB UNIÓN","2023-06-27","","0.54166667"
"CLUB UNIÓN","2023-06-26","","0.75"
"CLUB UNIÓN","2023-06-25","","0.64347826"
"CLUB UNIÓN","2023-06-24","","0.3375"
"CLUB UNIÓN","2023-06-23","","0.38333333"
"CLUB UNIÓN","2023-06-22","","0.65833333"
"CLUB UNIÓN","2023-06-21","","0.75416667"
"CLUB UNIÓN","2023-06-20","","0.92727273"
"CLUB UNIÓN","2023-06-19","","1.15833333"
"CLUB UNIÓN","2023-06-18","","0.90434783"
"CLUB UNIÓN","2023-06-17","","0.60416667"
"CLUB UNIÓN","2023-06-16","","3.19583333"
"CLUB UNIÓN","2023-06-15","","0.8125"
"CLUB UNIÓN","2023-06-14","","1.88333333"
"CLUB UNIÓN","2023-06-13","","2.10416667"
"CLUB UNIÓN","2023-06-12","","1.20833333"
"CLUB UNIÓN","2023-06-11","","2.00434783"
"CLUB UNIÓN","2023-06-10","","1.80416667"
"CLUB UNIÓN","2023-06-09","","1.3"
"CLUB UNIÓN","2023-06-08","","0.7875"
"CLUB UNIÓN","2023-06-07","","1.4125"
"CLUB UNIÓN","2023-06-06","","0.52380952"
"CLUB UNIÓN","2023-06-05","","1.125"
"CLUB UNIÓN","2023-06-04","","1.26521739"
"CLUB UNIÓN","2023-06-03","","0.97083333"
"CLUB UNIÓN","2023-06-02","","1.05"
"CLUB UNIÓN","2023-06-01","","0.60833333"
"CLUB UNIÓN","2023-05-31","","0.82083333"
"CLUB UNIÓN","2023-05-30","","0.99166667"
"CLUB UNIÓN","2023-05-29","","1.14583333"
"CLUB UNIÓN","2023-05-28","","1.73478261"
"CLUB UNIÓN","2023-05-27","","1.57916667"
"CLUB UNIÓN","2023-05-26","","1.37916667"
"CLUB UNIÓN","2023-05-25","","1.17916667"
"CLUB UNIÓN","2023-05-24","","1.03478261"
"CLUB UNIÓN","2023-05-23","","0.67777778"
"CLUB UNIÓN","2023-05-22","","0.55"
"CLUB UNIÓN","2023-05-21","","0.7173913"
"CLUB UNIÓN","2023-05-20","","0.475"
"CLUB UNIÓN","2023-05-19","","1.05"
"CLUB UNIÓN","2023-05-18","","1.0625"
"CLUB UNIÓN","2023-05-17","","0.5"
"CLUB UNIÓN","2023-05-16","","0.95833333"
"CLUB UNIÓN","2023-05-15","","0.47916667"
"CLUB UNIÓN","2023-05-14","","0.76956522"
"CLUB UNIÓN","2023-05-13","","1.25833333"
"CLUB UNIÓN","2023-05-12","","0.78333333"
"CLUB UNIÓN","2023-05-11","","1.12916667"
"CLUB UNIÓN","2023-05-10","","0.97916667"
"CLUB UNIÓN","2023-05-09","","0.625"
"CLUB UNIÓN","2023-05-08","","0.42083333"
"CLUB UNIÓN","2023-05-07","","0.4826087"
"CLUB UNIÓN","2023-05-06","","0.95416667"
"CLUB UNIÓN","2023-05-05","","1.42083333"
"CLUB UNIÓN","2023-05-04","","2.425"
"CLUB UNIÓN","2023-05-03","","2.38333333"
"CLUB UNIÓN","2023-05-02","","1.63333333"
"CLUB UNIÓN","2023-05-01","","1.4"
"CLUB UNIÓN","2023-04-30","","0.99130435"
"CLUB UNIÓN","2023-04-29","","2.25416667"
"CLUB UNIÓN","2023-04-28","","1.26666667"
"CLUB UNIÓN","2023-04-27","","1.50833333"
"CLUB UNIÓN","2023-04-26","","0.92083333"
"CLUB UNIÓN","2023-04-23","","1.5"
"CLUB UNIÓN","2023-04-22","","2.07916667"
"CLUB UNIÓN","2023-04-21","","1.69166667"
"CLUB UNIÓN","2023-04-20","","1.5375"
"CLUB UNIÓN","2023-04-19","","0.35833333"
"CLUB UNIÓN","2023-04-18","","1.53333333"
"CLUB UNIÓN","2023-04-17","","0.54583333"
"CLUB UNIÓN","2023-04-16","","0.57826087"
"CLUB UNIÓN","2023-04-15","","1.05416667"
"CLUB UNIÓN","2023-04-14","","1.67083333"
"CLUB UNIÓN","2023-04-13","","0.3875"
"CLUB UNIÓN","2023-04-12","","1.44583333"
"CLUB UNIÓN","2023-04-11","","0.69583333"
"CLUB UNIÓN","2023-04-10","","0.6"
"CLUB UNIÓN","2023-04-09","","1.1"
"CLUB UNIÓN","2023-04-08","","0.61666667"
"CLUB UNIÓN","2023-04-07","","1.55833333"
"CLUB UNIÓN","2023-04-06","","1.44166667"
"CLUB UNIÓN","2023-04-05","","0.75"
"CLUB UNIÓN","2023-04-04","","1.19583333"
"CLUB UNIÓN","2023-04-03","","0.62916667"
"CLUB UNIÓN","2023-04-02","","1.0875"
"CLUB UNIÓN","2023-04-01","","1.32083333"
"CLUB UNIÓN","2023-03-31","","0.49166667"
"CLUB UNIÓN","2023-03-30","","1.55"
"CLUB UNIÓN","2023-03-29","","1.80416667"
"CLUB UNIÓN","2023-03-28","","2.3"
"CLUB UNIÓN","2023-03-27","","0.8375"
"CLUB UNIÓN","2023-03-26","","1.03333333"
"CLUB UNIÓN","2023-03-25","","0.81666667"
"CLUB UNIÓN","2023-03-24","","1.44583333"
"CLUB UNIÓN","2023-03-23","","1.20416667"
"CLUB UNIÓN","2023-03-22","","0.84166667"
"CLUB UNIÓN","2023-03-21","","1.2125"
"CLUB UNIÓN","2023-03-20","","0.85833333"
"CLUB UNIÓN","2023-03-19","","1.3875"
"CLUB UNIÓN","2023-03-18","","1.14166667"
"CLUB UNIÓN","2023-03-17","","0.94166667"
"CLUB UNIÓN","2023-03-16","","0.7875"
"CLUB UNIÓN","2023-03-15","","0.55416667"
"CLUB UNIÓN","2023-03-14","","2.17083333"
"CLUB UNIÓN","2023-03-13","","0.40416667"
"CLUB UNIÓN","2023-03-12","","1.67916667"
"CLUB UNIÓN","2023-03-11","","1.16666667"
"CLUB UNIÓN","2023-03-10","","1.15833333"
"CLUB UNIÓN","2023-03-09","","0.99166667"
"CLUB UNIÓN","2023-03-08","","0.89166667"
"CLUB UNIÓN","2023-03-07","","0.525"
"CLUB UNIÓN","2023-03-06","","0.39230769"
"CLUB UNIÓN","2023-03-05","","1.80434783"
"CLUB UNIÓN","2023-03-04","","1.07083333"
"CLUB UNIÓN","2023-03-03","","1.1"
"CLUB UNIÓN","2023-03-02","","1.6875"
"CLUB UNIÓN","2023-03-01","","1.50909091"
"CLUB UNIÓN","2023-02-28","","1.475"
"CLUB UNIÓN","2023-02-27","","1.94166667"
"CLUB UNIÓN","2023-02-26","","1.45294118"
"CLUB UNIÓN","2023-02-25","","0.8875"
"CLUB UNIÓN","2023-02-24","","1.14166667"
"CLUB UNIÓN","2023-02-23","","1.17083333"
"CLUB UNIÓN","2023-02-22","","0.9875"
"CLUB UNIÓN","2023-02-21","","1.39166667"
"CLUB UNIÓN","2023-02-20","","2.6"
"CLUB UNIÓN","2023-02-19","","1.02173913"
"CLUB UNIÓN","2023-02-18","","2.2875"
"CLUB UNIÓN","2023-02-17","","2.21666667"
"CLUB UNIÓN","2023-02-16","","1.13333333"
"CLUB UNIÓN","2023-02-15","","0.6625"
"CLUB UNIÓN","2023-02-14","","1.31363636"
"CLUB UNIÓN","2023-02-13","","0.55"
"CLUB UNIÓN","2023-02-12","","1.35416667"
"CLUB UNIÓN","2023-02-11","","3.41666667"
"CLUB UNIÓN","2023-02-10","","1.71111111"
"CLUB UNIÓN","2023-02-09","","3.19583333"
"CLUB UNIÓN","2023-02-08","","1.2"
"CLUB UNIÓN","2023-02-07","","1.6625"
"CLUB UNIÓN","2023-02-06","","0.6875"
"CLUB UNIÓN","2023-02-05","","1.125"
"CLUB UNIÓN","2023-02-04","","2.07083333"
"CLUB UNIÓN","2023-02-03","","1.5375"
"CLUB UNIÓN","2023-02-02","","1.24166667"
"CLUB UNIÓN","2023-02-01","","1.73333333"
"CLUB UNIÓN","2023-01-31","","1.44166667"
"CLUB UNIÓN","2023-01-30","","1.60416667"
"CLUB UNIÓN","2023-01-29","","1.58333333"
"CLUB UNIÓN","2023-01-28","","1.7"
"CLUB UNIÓN","2023-01-27","","2.29166667"
"CLUB UNIÓN","2023-01-26","","1.05454545"
"CLUB UNIÓN","2023-01-25","","1.27916667"
"CLUB UNIÓN","2023-01-24","","1.67916667"
"CLUB UNIÓN","2023-01-23","","1.00833333"
"CLUB UNIÓN","2023-01-22","","1.2125"
"CLUB UNIÓN","2023-01-21","","0.83333333"
"CLUB UNIÓN","2023-01-20","","1.3375"
"CLUB UNIÓN","2023-01-19","","1.92916667"
"CLUB UNIÓN","2023-01-18","","0.85"
"CLUB UNIÓN","2023-01-17","","1.8875"
"CLUB UNIÓN","2023-01-16","","0.61304348"
"CLUB UNIÓN","2023-01-15","","1.16666667"
"CLUB UNIÓN","2023-01-14","","1.22083333"
"CLUB UNIÓN","2023-01-13","","0.34166667"
"CLUB UNIÓN","2023-01-12","","1.1125"
"CLUB UNIÓN","2023-01-11","","0.925"
"CLUB UNIÓN","2023-01-10","","0.825"
"CLUB UNIÓN","2023-01-09","","1.55217391"
"CLUB UNIÓN","2023-01-08","","1.22608696"
"CLUB UNIÓN","2023-01-07","","1.3125"
"CLUB UNIÓN","2023-01-06","","1.725"
"CLUB UNIÓN","2023-01-05","","1.11666667"
"CLUB UNIÓN","2023-01-04","","0.75833333"
"CLUB UNIÓN","2023-01-03","","1.7375"
"CLUB UNIÓN","2023-01-02","","0.32916667"
"CLUB UNIÓN","2023-01-01","","2.12173913"
"CLUB UNIÓN","2022-12-31","","0.41304348"
"CLUB UNIÓN","2022-12-30","","1.4375"
"CLUB UNIÓN","2022-12-29","","0.95"
"CLUB UNIÓN","2022-12-28","","1.025"
"CLUB UNIÓN","2022-12-27","","2.20416667"
"CLUB UNIÓN","2022-12-26","","1.25"
"CLUB UNIÓN","2022-12-25","","1.48333333"
"CLUB UNIÓN","2022-12-24","","1.875"
"CLUB UNIÓN","2022-12-23","","1.05555556"
"CLUB UNIÓN","2022-12-22","","1.41666667"
"CLUB UNIÓN","2022-12-21","","1.32105263"
"CLUB UNIÓN","2022-12-20","","1.97083333"
"CLUB UNIÓN","2022-12-19","","0.64166667"
"CLUB UNIÓN","2022-12-18","","0.7"
"CLUB UNIÓN","2022-12-17","","0.575"
"CLUB UNIÓN","2022-12-16","","1.5375"
"CLUB UNIÓN","2022-12-15","","2.29565217"
"CLUB UNIÓN","2022-12-14","","1.32"
"CLUB UNIÓN","2022-12-13","","1.75"
"CLUB UNIÓN","2022-12-12","","1.30833333"
"CLUB UNIÓN","2022-12-11","","0.91666667"
"CLUB UNIÓN","2022-12-10","","2.4"
"CLUB UNIÓN","2022-12-09","","1.3"
"CLUB UNIÓN","2022-12-08","","1.93333333"
"CLUB UNIÓN","2022-12-07","","1.14583333"
"CLUB UNIÓN","2022-12-06","","1.5"
"CLUB UNIÓN","2022-12-05","","0.65416667"
"CLUB UNIÓN","2022-12-04","","1.37083333"
"CLUB UNIÓN","2022-12-03","","1.27916667"
"CLUB UNIÓN","2022-12-02","","0.94583333"
"CLUB UNIÓN","2022-12-01","","2.08695652"
"CLUB UNIÓN","2022-11-30","","0.57142857"
"CLUB UNIÓN","2022-11-29","","1.44166667"
"CLUB UNIÓN","2022-11-25","","1.34"
"CLUB UNIÓN","2022-11-24","","0.51666667"
"CLUB UNIÓN","2022-11-23","","0.82916667"
"CLUB UNIÓN","2022-11-22","","1.04583333"
"CLUB UNIÓN","2022-11-21","","1.21666667"
"CLUB UNIÓN","2022-11-20","","0.80588235"
"CLUB UNIÓN","2022-11-19","","1.22083333"
"CLUB UNIÓN","2022-11-18","","0.72083333"
"CLUB UNIÓN","2022-11-17","","1.54444444"
"CLUB UNIÓN","2022-11-16","","1.50416667"
"CLUB UNIÓN","2022-11-15","","1.78333333"
"CLUB UNIÓN","2022-11-14","","1.95416667"
"CLUB UNIÓN","2022-11-13","","2.4125"
"CLUB UNIÓN","2022-11-12","","1.825"
"CLUB UNIÓN","2022-11-11","","1.54583333"
"CLUB UNIÓN","2022-11-10","","2.0625"
"CLUB UNIÓN","2022-11-09","","1.90833333"
"CLUB UNIÓN","2022-11-08","","1.63333333"
"CLUB UNIÓN","2022-11-07","","2.02916667"
"CLUB UNIÓN","2022-11-06","","1.47083333"
"CLUB UNIÓN","2022-11-05","","2.1625"
"CLUB UNIÓN","2022-11-04","","2.62083333"
"CLUB UNIÓN","2022-11-03","","1.75"
"CLUB UNIÓN","2022-11-02","","1.17916667"
"CLUB UNIÓN","2022-10-25","","1.51666667"
"CLUB UNIÓN","2022-10-24","","0.725"
"CLUB UNIÓN","2022-10-23","","0.76666667"
"CLUB UNIÓN","2022-10-22","","1.4"
"CLUB UNIÓN","2022-10-21","","1.575"
"CLUB UNIÓN","2022-10-20","","1.15416667"
"CLUB UNIÓN","2022-10-19","","1.94166667"
"CLUB UNIÓN","2022-10-18","","1.25"
"CLUB UNIÓN","2022-10-17","","1.6"
"CLUB UNIÓN","2022-10-16","","1.925"
"CLUB UNIÓN","2022-10-15","","1.275"
"CLUB UNIÓN","2022-10-14","","2.0625"
"CLUB UNIÓN","2022-10-13","","1.81818182"
"CLUB UNIÓN","2022-10-12","","1.175"
"CLUB UNIÓN","2022-10-11","","1.55454545"
"CLUB UNIÓN","2022-10-10","","2.19166667"
"CLUB UNIÓN","2022-10-09","","0.86521739"
"CLUB UNIÓN","2022-10-08","","1.74166667"
"CLUB UNIÓN","2022-10-07","","1.2625"
"CLUB UNIÓN","2022-10-06","","1.5625"
"CLUB UNIÓN","2022-10-05","","1.75416667"
"CLUB UNIÓN","2022-10-04","","1.24583333"
"CLUB UNIÓN","2022-10-03","","0.90416667"
"CLUB UNIÓN","2022-10-02","","0.57826087"
"CLUB UNIÓN","2022-10-01","","1.37916667"
"CLUB UNIÓN","2022-09-30","","1.82916667"
"CLUB UNIÓN","2022-09-29","","1.62"
"CLUB UNIÓN","2022-09-28","","3.56666667"
"CLUB UNIÓN","2022-09-27","","1.11666667"
"CLUB UNIÓN","2022-09-26","","1.40833333"
"CLUB UNIÓN","2022-09-25","","1.84834783"
"CLUB UNIÓN","2022-09-24","","1.67066667"
"CLUB UNIÓN","2022-09-23","","1.83608333"
"CLUB UNIÓN","2022-09-22","","1.65204167"
"CLUB UNIÓN","2022-09-21","","1.67075"
"CLUB UNIÓN","2022-09-20","","1.35508333"
"CLUB UNIÓN","2022-09-19","","0.61608333"
"CLUB UNIÓN","2022-09-18","","2.25334783"
"CLUB UNIÓN","2022-09-17","","1.51325"
"CLUB UNIÓN","2022-09-16","","1.36016667"
"CLUB UNIÓN","2022-09-15","","1.78558333"
"CLUB UNIÓN","2022-09-14","","0.70173333"
"CLUB UNIÓN","2022-09-13","","1.36808333"
"CLUB UNIÓN","2022-09-12","","1.40795238"
"CLUB UNIÓN","2022-09-11","","2.1113913"
"CLUB UNIÓN","2022-09-10","","1.82925"
"CLUB UNIÓN","2022-09-09","","2.13045833"
"CLUB UNIÓN","2022-09-08","","1.36433333"
"CLUB UNIÓN","2022-09-07","","1.929875"
"CLUB UNIÓN","2022-09-06","","1.96441667"
"CLUB UNIÓN","2022-09-05","","1.49666667"
"CLUB UNIÓN","2022-09-04","","0.95826087"
"CLUB UNIÓN","2022-09-03","","1.531"
"CLUB UNIÓN","2022-09-02","","1.55714286"
"CLUB UNIÓN","2022-09-01","","0.89166667"
"CLUB UNIÓN","2022-08-31","","1.10416667"
"CLUB UNIÓN","2022-08-30","","1.69583333"
"CLUB UNIÓN","2022-08-29","","0.47916667"
"CLUB UNIÓN","2022-08-28","","1.19583333"
"CLUB UNIÓN","2022-08-27","","1.5125"
"CLUB UNIÓN","2022-08-26","","2.85"
"CLUB UNIÓN","2022-08-25","","1.79583333"
"CLUB UNIÓN","2022-08-24","","2.25833333"
"CLUB UNIÓN","2022-08-23","","1.39583333"
"CLUB UNIÓN","2022-08-22","","1.10416667"
"CLUB UNIÓN","2022-08-21","","1.18333333"
"CLUB UNIÓN","2022-08-20","","0.58333333"
"CLUB UNIÓN","2022-08-19","","2.42916667"
"CLUB UNIÓN","2022-08-18","","2.04166667"
"CLUB UNIÓN","2022-08-17","","1.56666667"
"CLUB UNIÓN","2022-08-16","","0.3375"
"CLUB UNIÓN","2022-08-15","","0.4875"
"CLUB UNIÓN","2022-08-14","","1.52916667"
"CLUB UNIÓN","2022-08-13","","1.42083333"
"CLUB UNIÓN","2022-08-12","","1.09583333"
"CLUB UNIÓN","2022-08-11","","0.45217391"
"CLUB UNIÓN","2022-08-10","","1.04545455"
"CLUB UNIÓN","2022-08-09","","0.875"
"CLUB UNIÓN","2022-08-08","","0.68333333"
"CLUB UNIÓN","2022-08-07","","1.0375"
"CLUB UNIÓN","2022-08-06","","0.37916667"
"CLUB UNIÓN","2022-08-05","","1.25833333"
"CLUB UNIÓN","2022-08-04","","1.56956522"
"CLUB UNIÓN","2022-08-03","","1.19230769"
"CLUB UNIÓN","2022-08-02","","1.14583333"
"CLUB UNIÓN","2022-08-01","","0.5375"
"CLUB UNIÓN","2022-07-31","","1.39583333"
"CLUB UNIÓN","2022-07-30","","1.25"
"CLUB UNIÓN","2022-07-29","","0.72083333"
"CLUB UNIÓN","2022-07-28","","0.90416667"
"CLUB UNIÓN","2022-07-27","","0.62608696"
"CLUB UNIÓN","2022-07-26","","0.81538462"
"CLUB UNIÓN","2022-07-25","","0.4875"
"CLUB UNIÓN","2022-07-24","","1.425"
"CLUB UNIÓN","2022-07-23","","0.59166667"
"CLUB UNIÓN","2022-07-22","","0.96666667"
"CLUB UNIÓN","2022-07-21","","0.57916667"
"CLUB UNIÓN","2022-07-20","","0.84166667"
"CLUB UNIÓN","2022-07-19","","0.36666667"
"CLUB UNIÓN","2022-07-18","","0.475"
"CLUB UNIÓN","2022-07-17","","0.93333333"
"CLUB UNIÓN","2022-07-16","","1.24583333"
"CLUB UNIÓN","2022-07-15","","1.39166667"
"CLUB UNIÓN","2022-07-14","","0.8375"
"CLUB UNIÓN","2022-07-13","","0.8125"
"CLUB UNIÓN","2022-07-12","","1.67916667"
"CLUB UNIÓN","2022-07-11","","0.5125"
"CLUB UNIÓN","2022-07-10","","1.43333333"
"CLUB UNIÓN","2022-07-09","","1.27083333"
"CLUB UNIÓN","2022-07-08","","1.5"
"CLUB UNIÓN","2022-07-07","","1.2875"
"CLUB UNIÓN","2022-07-06","","0.42916667"
"CLUB UNIÓN","2022-07-05","","0.6375"
"CLUB UNIÓN","2022-07-04","","0.55"
"CLUB UNIÓN","2022-07-03","","0.75909091"
"CLUB UNIÓN","2022-07-02","","1.0"
"CLUB UNIÓN","2022-07-01","","0.72608696"
"CLUB UNIÓN","2022-06-30","","1.16086957"
"CLUB UNIÓN","2022-06-29","","0.87272727"
"CLUB UNIÓN","2022-06-28","","0.80416667"
"CLUB UNIÓN","2022-06-27","","0.40833333"
"CLUB UNIÓN","2022-06-26","","0.61666667"
"CLUB UNIÓN","2022-06-25","","0.36666667"
"CLUB UNIÓN","2022-06-24","","0.4125"
"CLUB UNIÓN","2022-06-23","","0.36666667"
"CLUB UNIÓN","2022-06-22","","0.8"
"CLUB UNIÓN","2022-06-21","","1.36666667"
"CLUB UNIÓN","2022-06-20","","0.96666667"
"CLUB UNIÓN","2022-06-19","","0.3875"
"CLUB UNIÓN","2022-06-18","","0.74583333"
"CLUB UNIÓN","2022-06-17","","0.54583333"
"CLUB UNIÓN","2022-06-16","","0.87916667"
"CLUB UNIÓN","2022-06-15","","0.87083333"
"CLUB UNIÓN","2022-06-14","","0.85"
"CLUB UNIÓN","2022-06-13","","0.78181818"
"CLUB UNIÓN","2022-06-12","","0.70833333"
"CLUB UNIÓN","2022-06-11","","1.1875"
"CLUB UNIÓN","2022-06-10","","0.44166667"
"CLUB UNIÓN","2022-06-09","","1.15"
"CLUB UNIÓN","2022-06-08","","1.91666667"
"CLUB UNIÓN","2022-06-07","","1.82916667"
"CLUB UNIÓN","2022-06-06","","0.50833333"
"CLUB UNIÓN","2022-06-05","","1.21666667"
"CLUB UNIÓN","2022-06-04","","0.9375"
"CLUB UNIÓN","2022-06-03","","0.51052632"
"CLUB UNIÓN","2022-05-31","","0.275"
"CLUB UNIÓN","2022-05-30","","0.4"
"CLUB UNIÓN","2022-05-29","","0.7"
"CLUB UNIÓN","2022-05-28","","0.7625"
"CLUB UNIÓN","2022-05-27","","0.52307692"
"CLUB UNIÓN","2022-05-26","","0.46"
"CLUB UNIÓN","2022-05-25","","0.69545455"
"CLUB UNIÓN","2022-05-24","","0.425"
"CLUB UNIÓN","2022-05-23","","1.07083333"
"CLUB UNIÓN","2022-05-22","","0.2375"
"CLUB UNIÓN","2022-05-21","","0.3"
"CLUB UNIÓN","2022-05-20","","0.56666667"
"CLUB UNIÓN","2022-05-19","","0.86666667"
"CLUB UNIÓN","2022-05-18","","1.96"
"CLUB UNIÓN","2022-05-17","","0.65416667"
"CLUB UNIÓN","2022-05-16","","0.80416667"
"CLUB UNIÓN","2022-05-15","","1.41666667"
"CLUB UNIÓN","2022-05-14","","1.32083333"
"CLUB UNIÓN","2022-05-13","","0.7875"
"CLUB UNIÓN","2022-05-12","","1.39583333"
"CLUB UNIÓN","2022-05-11","","0.71428571"
"CLUB UNIÓN","2022-05-10","","1.6"
"CLUB UNIÓN","2022-05-09","","1.85833333"
"CLUB UNIÓN","2022-05-08","","0.65294118"
"CLUB UNIÓN","2022-05-07","","0.69166667"
"CLUB UNIÓN","2022-05-06","","1.45416667"
"CLUB UNIÓN","2022-05-05","","2.93888889"
"CLUB UNIÓN","2022-05-04","","1.97083333"
"CLUB UNIÓN","2022-05-03","","1.04166667"
"CLUB UNIÓN","2022-05-02","","0.90416667"
"CLUB UNIÓN","2022-05-01","","0.13333333"
"CLUB UNIÓN","2022-04-30","","1.20434783"
"CLUB UNIÓN","2022-04-29","","0.7375"
"CLUB UNIÓN","2022-04-28","","1.125"
"CLUB UNIÓN","2022-04-27","","1.62916667"
"CLUB UNIÓN","2022-04-26","","0.76666667"
"CLUB UNIÓN","2022-04-25","","0.60909091"
"CLUB UNIÓN","2022-04-24","","0.51428571"
"CLUB UNIÓN","2022-04-23","","0.82083333"
