"Estacion","Fecha inicial","Fecha final","NO2"
"CLUB UNIÓN","2023-06-30","","52.16333333"
"CLUB UNIÓN","2023-06-29","","51.81744444"
"CLUB UNIÓN","2023-06-28","","52.77383333"
"CLUB UNIÓN","2023-06-27","","44.39416667"
"CLUB UNIÓN","2023-06-26","","55.93225"
"CLUB UNIÓN","2023-06-25","","39.78526087"
"CLUB UNIÓN","2023-06-24","","52.56220833"
"CLUB UNIÓN","2023-06-23","","47.020375"
"CLUB UNIÓN","2023-06-22","","49.73204167"
"CLUB UNIÓN","2023-06-21","","50.276125"
"CLUB UNIÓN","2023-06-20","","39.04495"
"CLUB UNIÓN","2023-06-19","","20.93479167"
"CLUB UNIÓN","2023-06-18","","20.66065217"
"CLUB UNIÓN","2023-06-17","","30.48841667"
"CLUB UNIÓN","2023-06-16","","34.34804167"
"CLUB UNIÓN","2023-06-15","","28.11408333"
"CLUB UNIÓN","2023-06-14","","29.83379167"
"CLUB UNIÓN","2023-06-13","","33.61745833"
"CLUB UNIÓN","2023-06-12","","21.61754167"
"CLUB UNIÓN","2023-06-11","","19.88021739"
"CLUB UNIÓN","2023-06-10","","25.18608333"
"CLUB UNIÓN","2023-06-09","","27.36608333"
"CLUB UNIÓN","2023-06-08","","33.84679167"
"CLUB UNIÓN","2023-06-07","","30.27008333"
"CLUB UNIÓN","2023-06-06","","26.83743478"
"CLUB UNIÓN","2023-06-05","","25.09529167"
"CLUB UNIÓN","2023-06-04","","21.35434783"
"CLUB UNIÓN","2023-06-03","","26.80283333"
"CLUB UNIÓN","2023-06-02","","30.42325"
"CLUB UNIÓN","2023-06-01","","21.92695833"
"CLUB UNIÓN","2023-05-31","","24.743375"
"CLUB UNIÓN","2023-05-30","","23.55804167"
"CLUB UNIÓN","2023-05-29","","21.79858333"
"CLUB UNIÓN","2023-05-28","","20.29330435"
"CLUB UNIÓN","2023-05-27","","24.532"
"CLUB UNIÓN","2023-05-26","","25.82108333"
"CLUB UNIÓN","2023-05-25","","23.06458333"
"CLUB UNIÓN","2023-05-24","","23.83975"
"CLUB UNIÓN","2023-05-23","","24.87921739"
"CLUB UNIÓN","2023-05-22","","16.01941667"
"CLUB UNIÓN","2023-05-21","","15.52465217"
"CLUB UNIÓN","2023-05-20","","25.05179167"
"CLUB UNIÓN","2023-05-19","","25.96279167"
"CLUB UNIÓN","2023-05-18","","23.59229167"
"CLUB UNIÓN","2023-05-17","","17.79745833"
"CLUB UNIÓN","2023-05-16","","20.694625"
"CLUB UNIÓN","2023-05-15","","21.32004167"
"CLUB UNIÓN","2023-05-14","","19.36191304"
"CLUB UNIÓN","2023-05-13","","28.27920833"
"CLUB UNIÓN","2023-05-12","","27.80170833"
"CLUB UNIÓN","2023-05-11","","26.19116667"
"CLUB UNIÓN","2023-05-10","","25.37491667"
"CLUB UNIÓN","2023-05-09","","30.82075"
"CLUB UNIÓN","2023-05-08","","30.402375"
"CLUB UNIÓN","2023-05-07","","23.76369565"
"CLUB UNIÓN","2023-05-06","","29.8365"
"CLUB UNIÓN","2023-05-05","","32.56033333"
"CLUB UNIÓN","2023-05-04","","33.38429167"
"CLUB UNIÓN","2023-05-03","","33.733875"
"CLUB UNIÓN","2023-05-02","","27.94558333"
"CLUB UNIÓN","2023-05-01","","15.46133333"
"CLUB UNIÓN","2023-04-30","","21.896"
"CLUB UNIÓN","2023-04-28","","27.02447826"
"CLUB UNIÓN","2023-04-27","","26.15677273"
"CLUB UNIÓN","2023-04-26","","24.26508333"
"CLUB UNIÓN","2023-04-25","","25.87188889"
"CLUB UNIÓN","2023-04-22","","28.9204"
"CLUB UNIÓN","2023-04-21","","30.28291667"
"CLUB UNIÓN","2023-04-20","","33.65270833"
"CLUB UNIÓN","2023-04-19","","30.81458333"
"CLUB UNIÓN","2023-04-18","","24.72008333"
"CLUB UNIÓN","2023-04-17","","25.592625"
"CLUB UNIÓN","2023-04-16","","20.69995652"
"CLUB UNIÓN","2023-04-15","","29.91575"
"CLUB UNIÓN","2023-04-14","","31.91195238"
"CLUB UNIÓN","2023-04-13","","46.72920833"
"CLUB UNIÓN","2023-04-12","","32.72616667"
"CLUB UNIÓN","2023-04-11","","29.57833333"
"CLUB UNIÓN","2023-04-10","","28.41889474"
"CLUB UNIÓN","2023-04-09","","20.94630435"
"CLUB UNIÓN","2023-04-08","","20.31991667"
"CLUB UNIÓN","2023-04-07","","13.3055"
"CLUB UNIÓN","2023-04-06","","23.80416667"
"CLUB UNIÓN","2023-04-05","","30.2665"
"CLUB UNIÓN","2023-04-04","","32.82925"
"CLUB UNIÓN","2023-04-03","","29.640375"
"CLUB UNIÓN","2023-04-02","","29.997375"
"CLUB UNIÓN","2023-04-01","","32.47241667"
"CLUB UNIÓN","2023-03-31","","38.13058333"
"CLUB UNIÓN","2023-03-30","","37.15875"
"CLUB UNIÓN","2023-03-29","","37.86216667"
"CLUB UNIÓN","2023-03-28","","32.90183333"
"CLUB UNIÓN","2023-03-27","","34.02858333"
"CLUB UNIÓN","2023-03-26","","32.00195833"
"CLUB UNIÓN","2023-03-25","","38.107"
"CLUB UNIÓN","2023-03-24","","36.03979167"
"CLUB UNIÓN","2023-03-23","","34.17479167"
"CLUB UNIÓN","2023-03-22","","33.38141667"
"CLUB UNIÓN","2023-03-21","","28.63154167"
"CLUB UNIÓN","2023-03-20","","21.49829167"
"CLUB UNIÓN","2023-03-19","","18.52070833"
"CLUB UNIÓN","2023-03-18","","23.3095"
"CLUB UNIÓN","2023-03-17","","28.500375"
"CLUB UNIÓN","2023-03-16","","31.33458333"
"CLUB UNIÓN","2023-03-15","","30.32195833"
"CLUB UNIÓN","2023-03-14","","33.29425"
"CLUB UNIÓN","2023-03-13","","35.82041667"
"CLUB UNIÓN","2023-03-12","","36.65679167"
"CLUB UNIÓN","2023-03-11","","46.65466667"
"CLUB UNIÓN","2023-03-10","","35.92379167"
"CLUB UNIÓN","2023-03-09","","34.91979167"
"CLUB UNIÓN","2023-03-08","","30.51491667"
"CLUB UNIÓN","2023-03-07","","45.48244444"
"CLUB UNIÓN","2023-02-26","","47.5182"
"CLUB UNIÓN","2023-02-25","","61.68325"
"CLUB UNIÓN","2023-02-24","","61.64633333"
"CLUB UNIÓN","2023-02-23","","38.339625"
"CLUB UNIÓN","2023-02-22","","40.45054167"
"CLUB UNIÓN","2023-02-21","","35.32004167"
"CLUB UNIÓN","2023-02-20","","29.99958333"
"CLUB UNIÓN","2023-02-19","","27.99230435"
"CLUB UNIÓN","2023-02-18","","44.30745833"
"CLUB UNIÓN","2023-02-17","","50.52566667"
"CLUB UNIÓN","2023-02-16","","42.35675"
"CLUB UNIÓN","2023-02-15","","35.22283333"
"CLUB UNIÓN","2023-02-14","","34.84795455"
"CLUB UNIÓN","2023-02-13","","29.39558333"
"CLUB UNIÓN","2023-02-12","","26.3225"
"CLUB UNIÓN","2023-02-11","","52.81745833"
"CLUB UNIÓN","2023-02-10","","40.76858333"
"CLUB UNIÓN","2023-02-09","","36.9385"
"CLUB UNIÓN","2023-02-08","","29.493625"
"CLUB UNIÓN","2023-02-07","","31.10020833"
"CLUB UNIÓN","2023-02-06","","35.38333333"
"CLUB UNIÓN","2023-02-05","","23.983125"
"CLUB UNIÓN","2023-02-04","","29.2185"
"CLUB UNIÓN","2023-02-03","","35.46345833"
"CLUB UNIÓN","2023-02-02","","35.48883333"
"CLUB UNIÓN","2023-02-01","","32.624"
"CLUB UNIÓN","2023-01-31","","33.133"
"CLUB UNIÓN","2023-01-30","","37.54095833"
"CLUB UNIÓN","2023-01-29","","37.88525"
"CLUB UNIÓN","2023-01-28","","48.65291667"
"CLUB UNIÓN","2023-01-27","","41.33054167"
"CLUB UNIÓN","2023-01-26","","42.91240909"
"CLUB UNIÓN","2023-01-25","","37.59258333"
"CLUB UNIÓN","2023-01-24","","32.67225"
"CLUB UNIÓN","2023-01-23","","32.191125"
"CLUB UNIÓN","2023-01-22","","26.40020833"
"CLUB UNIÓN","2023-01-21","","29.37070833"
"CLUB UNIÓN","2023-01-20","","27.87283333"
"CLUB UNIÓN","2023-01-19","","28.42495833"
"CLUB UNIÓN","2023-01-18","","29.91825"
"CLUB UNIÓN","2023-01-17","","24.78941667"
"CLUB UNIÓN","2023-01-16","","19.46486957"
"CLUB UNIÓN","2023-01-15","","17.00479167"
"CLUB UNIÓN","2023-01-14","","21.13916667"
"CLUB UNIÓN","2023-01-13","","24.55175"
"CLUB UNIÓN","2023-01-12","","23.612375"
"CLUB UNIÓN","2023-01-11","","22.82491667"
"CLUB UNIÓN","2023-01-10","","17.87733333"
"CLUB UNIÓN","2023-01-09","","11.19713043"
"CLUB UNIÓN","2023-01-08","","14.19678261"
"CLUB UNIÓN","2023-01-07","","19.63270833"
"CLUB UNIÓN","2023-01-06","","23.04675"
"CLUB UNIÓN","2023-01-05","","22.58258333"
"CLUB UNIÓN","2023-01-04","","20.61491667"
"CLUB UNIÓN","2023-01-03","","18.49304167"
"CLUB UNIÓN","2023-01-02","","22.44391667"
"CLUB UNIÓN","2023-01-01","","11.4623913"
"CLUB UNIÓN","2022-12-31","","21.42208696"
"CLUB UNIÓN","2022-12-30","","25.98454167"
"CLUB UNIÓN","2022-12-29","","25.456125"
"CLUB UNIÓN","2022-12-28","","17.037"
"CLUB UNIÓN","2022-12-27","","24.7305"
"CLUB UNIÓN","2022-12-26","","26.69818182"
"CLUB UNIÓN","2022-12-25","","17.6095"
"CLUB UNIÓN","2022-12-24","","24.02408333"
"CLUB UNIÓN","2022-12-23","","31.60891667"
"CLUB UNIÓN","2022-12-22","","31.19483333"
"CLUB UNIÓN","2022-12-21","","28.68720833"
"CLUB UNIÓN","2022-12-20","","27.83866667"
"CLUB UNIÓN","2022-12-19","","25.66620833"
"CLUB UNIÓN","2022-12-18","","19.58634783"
"CLUB UNIÓN","2022-12-17","","27.83683333"
"CLUB UNIÓN","2022-12-16","","31.892125"
"CLUB UNIÓN","2022-12-15","","28.14133333"
"CLUB UNIÓN","2022-12-14","","25.56529167"
"CLUB UNIÓN","2022-12-13","","21.58584211"
"CLUB UNIÓN","2022-12-12","","25.615"
"CLUB UNIÓN","2022-12-11","","22.55058333"
"CLUB UNIÓN","2022-12-10","","29.79383333"
"CLUB UNIÓN","2022-12-09","","30.46804167"
"CLUB UNIÓN","2022-12-08","","19.65066667"
"CLUB UNIÓN","2022-12-07","","22.90275"
"CLUB UNIÓN","2022-12-06","","25.22216667"
"CLUB UNIÓN","2022-12-05","","19.48979167"
"CLUB UNIÓN","2022-12-04","","18.23029167"
"CLUB UNIÓN","2022-12-03","","22.84020833"
"CLUB UNIÓN","2022-12-02","","28.11429167"
"CLUB UNIÓN","2022-12-01","","24.01183333"
"CLUB UNIÓN","2022-11-30","","20.07245455"
"CLUB UNIÓN","2022-11-29","","22.58070588"
"CLUB UNIÓN","2022-11-20","","45.28063636"
"CLUB UNIÓN","2022-11-19","","47.9952381"
"CLUB UNIÓN","2022-11-18","","28.42895833"
"CLUB UNIÓN","2022-11-17","","29.00668182"
"CLUB UNIÓN","2022-11-16","","27.13804167"
"CLUB UNIÓN","2022-11-15","","26.25091667"
"CLUB UNIÓN","2022-11-14","","16.70083333"
"CLUB UNIÓN","2022-11-13","","17.62791667"
"CLUB UNIÓN","2022-11-12","","24.60283333"
"CLUB UNIÓN","2022-11-11","","30.52495833"
"CLUB UNIÓN","2022-11-10","","30.88266667"
"CLUB UNIÓN","2022-11-09","","25.956875"
"CLUB UNIÓN","2022-11-08","","26.28808333"
"CLUB UNIÓN","2022-11-07","","16.609125"
"CLUB UNIÓN","2022-11-06","","16.88204167"
"CLUB UNIÓN","2022-11-05","","24.76229167"
"CLUB UNIÓN","2022-11-04","","28.34883333"
"CLUB UNIÓN","2022-11-03","","36.34458333"
"CLUB UNIÓN","2022-11-02","","39.09179167"
"CLUB UNIÓN","2022-11-01","","38.25914286"
"CLUB UNIÓN","2022-10-25","","21.15783333"
"CLUB UNIÓN","2022-10-24","","27.37958333"
"CLUB UNIÓN","2022-10-23","","26.31716667"
"CLUB UNIÓN","2022-10-22","","31.30629167"
"CLUB UNIÓN","2022-10-21","","31.692875"
"CLUB UNIÓN","2022-10-20","","28.448375"
"CLUB UNIÓN","2022-10-19","","30.58895833"
"CLUB UNIÓN","2022-10-18","","28.00735"
"CLUB UNIÓN","2022-10-17","","22.7865"
"CLUB UNIÓN","2022-10-16","","23.16408333"
"CLUB UNIÓN","2022-10-15","","31.324375"
"CLUB UNIÓN","2022-10-14","","31.14666667"
"CLUB UNIÓN","2022-10-13","","38.76981818"
"CLUB UNIÓN","2022-10-11","","38.69411111"
"CLUB UNIÓN","2022-10-10","","33.77779167"
"CLUB UNIÓN","2022-10-09","","33.0143913"
"CLUB UNIÓN","2022-10-08","","33.777625"
"CLUB UNIÓN","2022-10-07","","35.361"
"CLUB UNIÓN","2022-10-06","","35.97466667"
"CLUB UNIÓN","2022-10-05","","36.15729167"
"CLUB UNIÓN","2022-10-04","","35.78929167"
"CLUB UNIÓN","2022-10-03","","40.03229167"
"CLUB UNIÓN","2022-10-02","","33.76095652"
"CLUB UNIÓN","2022-10-01","","39.43379167"
"CLUB UNIÓN","2022-09-30","","42.55170833"
"CLUB UNIÓN","2022-09-29","","36.881125"
"CLUB UNIÓN","2022-09-28","","42.31708333"
"CLUB UNIÓN","2022-09-27","","41.66966667"
"CLUB UNIÓN","2022-09-26","","42.00366667"
"CLUB UNIÓN","2022-09-25","","36.73826087"
"CLUB UNIÓN","2022-09-24","","42.56504167"
"CLUB UNIÓN","2022-09-23","","38.80665"
"CLUB UNIÓN","2022-09-22","","40.16329167"
"CLUB UNIÓN","2022-09-21","","38.77970833"
"CLUB UNIÓN","2022-09-20","","41.794875"
"CLUB UNIÓN","2022-09-19","","34.612875"
"CLUB UNIÓN","2022-09-18","","32.21565217"
"CLUB UNIÓN","2022-09-17","","35.9465"
"CLUB UNIÓN","2022-09-16","","34.79"
"CLUB UNIÓN","2022-09-15","","34.63958333"
"CLUB UNIÓN","2022-09-14","","34.11628571"
"CLUB UNIÓN","2022-04-07","","21.16428571"
"CLUB UNIÓN","2022-04-06","","18.36666667"
"CLUB UNIÓN","2022-04-05","","15.90833333"
"CLUB UNIÓN","2022-04-04","","15.3375"
"CLUB UNIÓN","2022-04-03","","14.29166667"
"CLUB UNIÓN","2022-04-02","","16.31666667"
"CLUB UNIÓN","2022-04-01","","14.4125"
"CLUB UNIÓN","2022-03-31","","17.12608696"
"CLUB UNIÓN","2022-03-30","","16.875"
"CLUB UNIÓN","2022-03-29","","17.17083333"
"CLUB UNIÓN","2022-03-28","","19.23333333"
"CLUB UNIÓN","2022-03-27","","14.94583333"
"CLUB UNIÓN","2022-03-26","","17.17083333"
"CLUB UNIÓN","2022-03-25","","18.77916667"
"CLUB UNIÓN","2022-03-24","","18.34736842"
"CLUB UNIÓN","2022-03-23","","19.89166667"
"CLUB UNIÓN","2022-03-22","","18.56666667"
"CLUB UNIÓN","2022-03-21","","14.22083333"
"CLUB UNIÓN","2022-03-20","","16.26666667"
"CLUB UNIÓN","2022-03-19","","19.29583333"
"CLUB UNIÓN","2022-03-18","","22.825"
"CLUB UNIÓN","2022-03-17","","20.19166667"
"CLUB UNIÓN","2022-03-16","","18.5875"
"CLUB UNIÓN","2022-03-15","","17.40833333"
"CLUB UNIÓN","2022-03-14","","20.0"
"CLUB UNIÓN","2022-03-13","","13.65416667"
"CLUB UNIÓN","2022-03-12","","20.1125"
"CLUB UNIÓN","2022-03-11","","20.05416667"
"CLUB UNIÓN","2022-03-10","","20.91363636"
"CLUB UNIÓN","2022-03-09","","18.4125"
"CLUB UNIÓN","2022-03-08","","17.0875"
"CLUB UNIÓN","2022-03-07","","15.63333333"
"CLUB UNIÓN","2022-03-06","","13.91666667"
"CLUB UNIÓN","2022-03-05","","16.025"
"CLUB UNIÓN","2022-03-04","","18.38333333"
"CLUB UNIÓN","2022-03-03","","15.86666667"
"CLUB UNIÓN","2022-03-02","","15.76666667"
"CLUB UNIÓN","2022-03-01","","17.0"
"CLUB UNIÓN","2022-02-28","","17.4173913"
"CLUB UNIÓN","2022-02-27","","17.15"
"CLUB UNIÓN","2022-02-26","","18.95416667"
"CLUB UNIÓN","2022-02-25","","18.90833333"
"CLUB UNIÓN","2022-02-24","","18.62083333"
"CLUB UNIÓN","2022-02-23","","18.53333333"
"CLUB UNIÓN","2022-02-22","","19.725"
"CLUB UNIÓN","2022-02-21","","17.2375"
"CLUB UNIÓN","2022-02-20","","13.22083333"
"CLUB UNIÓN","2022-02-19","","16.55"
"CLUB UNIÓN","2022-02-18","","18.25833333"
"CLUB UNIÓN","2022-02-17","","19.04583333"
"CLUB UNIÓN","2022-02-16","","17.72916667"
"CLUB UNIÓN","2022-02-15","","18.17916667"
"CLUB UNIÓN","2022-02-14","","18.03333333"
"CLUB UNIÓN","2022-02-13","","13.95416667"
"CLUB UNIÓN","2022-02-12","","19.37083333"
"CLUB UNIÓN","2022-02-11","","18.9"
"CLUB UNIÓN","2022-02-10","","16.19166667"
"CLUB UNIÓN","2022-02-09","","17.525"
"CLUB UNIÓN","2022-02-08","","16.9875"
"CLUB UNIÓN","2022-02-07","","16.00416667"
"CLUB UNIÓN","2022-02-06","","13.32083333"
"CLUB UNIÓN","2022-02-05","","16.8375"
"CLUB UNIÓN","2022-02-04","","18.7625"
"CLUB UNIÓN","2022-02-03","","18.24583333"
"CLUB UNIÓN","2022-02-02","","18.70416667"
"CLUB UNIÓN","2022-02-01","","16.1125"
"CLUB UNIÓN","2022-01-31","","15.0875"
"CLUB UNIÓN","2022-01-30","","12.20833333"
"CLUB UNIÓN","2022-01-29","","13.39166667"
"CLUB UNIÓN","2022-01-28","","16.52083333"
"CLUB UNIÓN","2022-01-27","","15.175"
"CLUB UNIÓN","2022-01-26","","13.025"
"CLUB UNIÓN","2022-01-25","","14.1375"
"CLUB UNIÓN","2022-01-24","","13.54583333"
"CLUB UNIÓN","2022-01-23","","11.875"
"CLUB UNIÓN","2022-01-22","","10.95"
"CLUB UNIÓN","2022-01-21","","12.09166667"
"CLUB UNIÓN","2022-01-20","","12.52083333"
"CLUB UNIÓN","2022-01-19","","11.33333333"
"CLUB UNIÓN","2022-01-18","","10.25833333"
"CLUB UNIÓN","2022-01-17","","10.4125"
"CLUB UNIÓN","2022-01-16","","9.27083333"
"CLUB UNIÓN","2022-01-15","","10.9"
"CLUB UNIÓN","2022-01-14","","11.4625"
"CLUB UNIÓN","2022-01-13","","14.72916667"
"CLUB UNIÓN","2022-01-12","","14.0"
"CLUB UNIÓN","2022-01-11","","12.7875"
"CLUB UNIÓN","2022-01-10","","11.51666667"
"CLUB UNIÓN","2022-01-09","","13.0875"
"CLUB UNIÓN","2022-01-08","","16.74583333"
"CLUB UNIÓN","2022-01-07","","18.25833333"
"CLUB UNIÓN","2022-01-06","","15.9875"
"CLUB UNIÓN","2022-01-05","","16.39166667"
"CLUB UNIÓN","2022-01-04","","14.54583333"
"CLUB UNIÓN","2022-01-03","","13.64166667"
"CLUB UNIÓN","2022-01-02","","9.56666667"
"CLUB UNIÓN","2022-01-01","","10.00416667"
"CLUB UNIÓN","2021-12-31","","12.5875"
"CLUB UNIÓN","2021-12-30","","14.62916667"
"CLUB UNIÓN","2021-12-29","","13.6"
"CLUB UNIÓN","2021-12-28","","13.45"
"CLUB UNIÓN","2021-12-27","","13.96666667"
"CLUB UNIÓN","2021-12-26","","10.19166667"
"CLUB UNIÓN","2021-12-25","","10.04583333"
"CLUB UNIÓN","2021-12-24","","12.32916667"
"CLUB UNIÓN","2021-12-23","","12.97916667"
"CLUB UNIÓN","2021-12-22","","10.96666667"
"CLUB UNIÓN","2021-12-21","","9.2125"
"CLUB UNIÓN","2021-12-20","","10.07083333"
"CLUB UNIÓN","2021-12-19","","11.12083333"
"CLUB UNIÓN","2021-12-18","","12.8875"
"CLUB UNIÓN","2021-12-17","","15.4"
"CLUB UNIÓN","2021-12-16","","16.13333333"
"CLUB UNIÓN","2021-12-15","","17.10833333"
"CLUB UNIÓN","2021-12-14","","17.52916667"
"CLUB UNIÓN","2021-12-13","","14.3125"
"CLUB UNIÓN","2021-12-12","","11.13333333"
"CLUB UNIÓN","2021-12-11","","12.99583333"
"CLUB UNIÓN","2021-12-10","","14.1875"
"CLUB UNIÓN","2021-12-09","","16.0"
"CLUB UNIÓN","2021-12-08","","13.95"
"CLUB UNIÓN","2021-12-07","","16.39166667"
"CLUB UNIÓN","2021-12-06","","14.8"
"CLUB UNIÓN","2021-12-05","","13.09583333"
"CLUB UNIÓN","2021-12-04","","16.14166667"
"CLUB UNIÓN","2021-12-03","","17.175"
"CLUB UNIÓN","2021-12-02","","16.25416667"
"CLUB UNIÓN","2021-12-01","","13.14583333"
