"Estacion","Fecha inicial","Fecha final","PM2.5"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-11","","13.5125"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-10","","9.71666667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-09","","10.15416667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-08","","8.54583333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-07","","8.25833333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-06","","11.09166667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-05","","8.37916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-04","","6.02916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-03","","11.70416667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-02","","12.82916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-01","","10.1875"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-31","","11.78695652"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-30","","10.70833333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-29","","12.6375"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-28","","13.6375"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-27","","20.42916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-26","","22.70416667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-25","","24.675"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-24","","18.96666667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-23","","23.12083333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-22","","22.2"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-21","","21.90416667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-20","","27.94583333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-19","","27.375"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-18","","28.3625"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-17","","18.93333333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-16","","14.34583333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-15","","8.22916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-14","","11.65"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-13","","13.91666667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-12","","24.87083333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-11","","22.2375"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-10","","19.07916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-09","","12.5625"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-08","","8.62916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-07","","6.85416667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-06","","8.87916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-05","","8.98333333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-04","","9.7"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-03","","8.85833333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-02","","9.02083333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-01","","7.1375"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-28","","9.53478261"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-27","","18.37916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-26","","25.35"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-25","","28.16666667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-24","","27.1625"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-23","","20.9"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-22","","18.45833333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-21","","14.575"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-20","","14.0375"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-19","","16.4"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-18","","24.46666667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-17","","20.27083333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-16","","17.4625"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-15","","15.9625"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-14","","14.3"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-13","","15.4125"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-12","","16.3125"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-11","","13.4"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-10","","9.74166667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-09","","10.78333333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-08","","12.17916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-07","","11.525"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-06","","16.1"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-05","","18.39583333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-04","","21.02916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-03","","19.4625"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-02","","15.60833333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-01","","13.69166667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-31","","12.53333333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-30","","13.1625"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-29","","14.00416667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-28","","16.00416667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-27","","16.425"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-26","","14.92916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-25","","14.9125"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-24","","16.32916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-23","","14.51666667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-22","","15.60416667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-21","","16.525"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-20","","15.64583333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-19","","15.2625"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-18","","16.21666667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-17","","16.01666667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-16","","13.03333333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-15","","12.65416667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-14","","10.49583333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-13","","11.97916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-12","","13.68333333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-11","","14.55833333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-10","","15.00833333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-09","","18.45416667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-08","","19.53333333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-07","","23.11666667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-06","","15.875"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-05","","14.64583333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-04","","13.8125"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-03","","12.75833333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-02","","11.69166667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-01","","15.53333333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-31","","18.3875"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-30","","11.4375"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-29","","9.9"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-28","","9.2625"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-27","","9.02916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-26","","9.2375"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-25","","12.10416667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-24","","16.325"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-23","","10.5625"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-22","","10.21666667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-21","","9.14166667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-20","","10.525"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-19","","11.8625"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-18","","12.10833333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-17","","12.36666667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-16","","13.65416667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-15","","13.7875"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-14","","11.9875"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-13","","9.61666667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-12","","10.13333333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-11","","12.0875"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-10","","13.47916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-09","","12.48571429"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-07","","17.77391304"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-06","","12.31666667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-05","","11.45833333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-04","","12.72083333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-03","","11.30416667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-02","","9.925"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-01","","6.0375"
"CLUB UNIÓN","2023-09-17","","10.47826087"
"CLUB UNIÓN","2023-09-16","","11.45833333"
"CLUB UNIÓN","2023-09-15","","10.85833333"
"CLUB UNIÓN","2023-09-14","","10.53333333"
"CLUB UNIÓN","2023-09-13","","9.65416667"
"CLUB UNIÓN","2023-09-12","","7.65833333"
"CLUB UNIÓN","2023-09-11","","7.31666667"
"CLUB UNIÓN","2023-09-10","","8.89565217"
"CLUB UNIÓN","2023-09-09","","12.5"
"CLUB UNIÓN","2023-09-08","","13.49166667"
"CLUB UNIÓN","2023-09-07","","11.13333333"
"CLUB UNIÓN","2023-09-06","","10.475"
"CLUB UNIÓN","2023-09-05","","8.84583333"
"CLUB UNIÓN","2023-09-04","","7.80833333"
"CLUB UNIÓN","2023-09-03","","11.2"
"CLUB UNIÓN","2023-09-02","","14.125"
"CLUB UNIÓN","2023-09-01","","14.3"
"CLUB UNIÓN","2023-08-31","","13.4125"
"CLUB UNIÓN","2023-08-30","","11.81666667"
"CLUB UNIÓN","2023-08-29","","12.92083333"
"CLUB UNIÓN","2023-08-28","","11.17916667"
"CLUB UNIÓN","2023-08-27","","10.87826087"
"CLUB UNIÓN","2023-08-26","","9.8625"
"CLUB UNIÓN","2023-08-25","","9.49166667"
"CLUB UNIÓN","2023-08-24","","7.22083333"
"CLUB UNIÓN","2023-08-23","","4.49583333"
"CLUB UNIÓN","2023-08-22","","4.92916667"
"CLUB UNIÓN","2023-08-21","","7.375"
"CLUB UNIÓN","2023-08-20","","8.91304348"
"CLUB UNIÓN","2023-08-19","","11.8375"
"CLUB UNIÓN","2023-08-18","","8.50416667"
"CLUB UNIÓN","2023-08-17","","7.7375"
"CLUB UNIÓN","2023-08-16","","8.17083333"
"CLUB UNIÓN","2023-08-15","","10.84166667"
"CLUB UNIÓN","2023-08-14","","11.05"
"CLUB UNIÓN","2023-08-13","","8.76086957"
"CLUB UNIÓN","2023-08-12","","9.77916667"
"CLUB UNIÓN","2023-08-11","","10.60833333"
"CLUB UNIÓN","2023-08-10","","10.61666667"
"CLUB UNIÓN","2023-08-09","","11.28333333"
"CLUB UNIÓN","2023-08-08","","10.3375"
"CLUB UNIÓN","2023-08-07","","8.63333333"
"CLUB UNIÓN","2023-08-06","","12.98695652"
"CLUB UNIÓN","2023-08-05","","12.33333333"
"CLUB UNIÓN","2023-08-04","","13.49166667"
"CLUB UNIÓN","2023-08-03","","10.28333333"
"CLUB UNIÓN","2023-08-02","","11.74583333"
"CLUB UNIÓN","2023-08-01","","8.625"
"CLUB UNIÓN","2023-07-31","","5.6625"
"CLUB UNIÓN","2023-07-30","","9.23043478"
"CLUB UNIÓN","2023-07-29","","8.16666667"
"CLUB UNIÓN","2023-07-28","","8.95"
"CLUB UNIÓN","2023-07-27","","6.59166667"
"CLUB UNIÓN","2023-07-26","","8.92916667"
"CLUB UNIÓN","2023-07-25","","11.42916667"
"CLUB UNIÓN","2023-07-24","","9.65833333"
"CLUB UNIÓN","2023-07-23","","8.46521739"
"CLUB UNIÓN","2023-07-22","","11.47916667"
"CLUB UNIÓN","2023-07-21","","11.76666667"
"CLUB UNIÓN","2023-07-20","","11.60833333"
"CLUB UNIÓN","2023-07-19","","8.51666667"
"CLUB UNIÓN","2023-07-18","","9.99583333"
"CLUB UNIÓN","2023-07-17","","8.70833333"
"CLUB UNIÓN","2023-07-16","","11.35217391"
"CLUB UNIÓN","2023-07-15","","9.45416667"
"CLUB UNIÓN","2023-07-14","","13.66956522"
"CLUB UNIÓN","2023-07-13","","7.77083333"
"CLUB UNIÓN","2023-07-12","","7.6875"
"CLUB UNIÓN","2023-07-11","","9.12083333"
"CLUB UNIÓN","2023-07-10","","8.00833333"
"CLUB UNIÓN","2023-07-09","","6.74782609"
"CLUB UNIÓN","2023-07-08","","8.69583333"
"CLUB UNIÓN","2023-07-07","","7.29565217"
"CLUB UNIÓN","2023-07-06","","9.825"
"CLUB UNIÓN","2023-07-05","","9.49166667"
"CLUB UNIÓN","2023-07-04","","7.55"
"CLUB UNIÓN","2023-07-03","","6.92916667"
"CLUB UNIÓN","2023-07-02","","6.90909091"
"CLUB UNIÓN","2023-07-01","","9.71666667"
"CLUB UNIÓN","2023-06-30","","7.42916667"
"CLUB UNIÓN","2023-06-29","","7.77407407"
"CLUB UNIÓN","2023-06-28","","7.04583333"
"CLUB UNIÓN","2023-06-27","","7.92916667"
"CLUB UNIÓN","2023-06-26","","6.91666667"
"CLUB UNIÓN","2023-06-25","","7.8826087"
"CLUB UNIÓN","2023-06-24","","5.69166667"
"CLUB UNIÓN","2023-06-23","","8.44166667"
"CLUB UNIÓN","2023-06-22","","10.35"
"CLUB UNIÓN","2023-06-21","","10.89166667"
"CLUB UNIÓN","2023-06-20","","9.92083333"
"CLUB UNIÓN","2023-06-19","","6.675"
"CLUB UNIÓN","2023-06-18","","6.30869565"
"CLUB UNIÓN","2023-06-17","","8.95"
"CLUB UNIÓN","2023-06-16","","10.75"
"CLUB UNIÓN","2023-06-15","","7.18333333"
"CLUB UNIÓN","2023-06-14","","10.13333333"
"CLUB UNIÓN","2023-06-13","","8.1375"
"CLUB UNIÓN","2023-06-12","","7.55416667"
"CLUB UNIÓN","2023-06-11","","7.21304348"
"CLUB UNIÓN","2023-06-10","","7.12083333"
"CLUB UNIÓN","2023-06-09","","9.725"
"CLUB UNIÓN","2023-06-08","","7.3375"
"CLUB UNIÓN","2023-06-07","","8.91666667"
"CLUB UNIÓN","2023-06-06","","6.9125"
"CLUB UNIÓN","2023-06-05","","6.92083333"
"CLUB UNIÓN","2023-06-04","","7.64782609"
"CLUB UNIÓN","2023-06-03","","8.975"
"CLUB UNIÓN","2023-06-02","","9.6875"
"CLUB UNIÓN","2023-06-01","","10.44583333"
"CLUB UNIÓN","2023-05-31","","5.8125"
"CLUB UNIÓN","2023-05-30","","5.5625"
"CLUB UNIÓN","2023-05-29","","6.07916667"
"CLUB UNIÓN","2023-05-28","","7.31304348"
"CLUB UNIÓN","2023-05-27","","6.1"
"CLUB UNIÓN","2023-05-26","","6.89166667"
"CLUB UNIÓN","2023-05-25","","7.22916667"
"CLUB UNIÓN","2023-05-24","","7.11666667"
"CLUB UNIÓN","2023-05-23","","7.97916667"
"CLUB UNIÓN","2023-05-22","","4.4625"
"CLUB UNIÓN","2023-05-21","","9.02608696"
"CLUB UNIÓN","2023-05-20","","11.25833333"
"CLUB UNIÓN","2023-05-19","","8.81666667"
"CLUB UNIÓN","2023-05-18","","5.92916667"
"CLUB UNIÓN","2023-05-17","","7.88333333"
"CLUB UNIÓN","2023-05-16","","7.69583333"
"CLUB UNIÓN","2023-05-15","","7.29583333"
"CLUB UNIÓN","2023-05-14","","8.07391304"
"CLUB UNIÓN","2023-05-13","","8.2875"
"CLUB UNIÓN","2023-05-12","","10.51666667"
"CLUB UNIÓN","2023-05-11","","7.94583333"
"CLUB UNIÓN","2023-05-10","","9.65"
"CLUB UNIÓN","2023-05-09","","20.47916667"
"CLUB UNIÓN","2023-05-08","","17.96666667"
"CLUB UNIÓN","2023-05-07","","21.29130435"
"CLUB UNIÓN","2023-05-06","","19.35"
"CLUB UNIÓN","2023-05-05","","16.09166667"
"CLUB UNIÓN","2023-05-04","","12.675"
"CLUB UNIÓN","2023-05-03","","9.85"
"CLUB UNIÓN","2023-05-02","","7.27916667"
"CLUB UNIÓN","2023-05-01","","5.85833333"
"CLUB UNIÓN","2023-04-30","","6.7"
"CLUB UNIÓN","2023-04-29","","8.69166667"
"CLUB UNIÓN","2023-04-28","","9.8125"
"CLUB UNIÓN","2023-04-27","","8.49583333"
"CLUB UNIÓN","2023-04-26","","8.25833333"
"CLUB UNIÓN","2023-04-25","","15.05833333"
"CLUB UNIÓN","2023-04-24","","12.60833333"
"CLUB UNIÓN","2023-04-23","","9.76956522"
"CLUB UNIÓN","2023-04-22","","11.08333333"
"CLUB UNIÓN","2023-04-21","","13.125"
"CLUB UNIÓN","2023-04-20","","14.11666667"
"CLUB UNIÓN","2023-04-19","","10.83333333"
"CLUB UNIÓN","2023-04-18","","8.64166667"
"CLUB UNIÓN","2023-04-17","","7.025"
"CLUB UNIÓN","2023-04-16","","10.92608696"
"CLUB UNIÓN","2023-04-15","","18.24583333"
"CLUB UNIÓN","2023-04-14","","16.03333333"
"CLUB UNIÓN","2023-04-13","","14.5375"
"CLUB UNIÓN","2023-04-12","","11.07083333"
"CLUB UNIÓN","2023-04-11","","12.3875"
"CLUB UNIÓN","2023-04-10","","11.92105263"
"CLUB UNIÓN","2023-04-09","","11.25652174"
"CLUB UNIÓN","2023-04-08","","9.40833333"
"CLUB UNIÓN","2023-04-07","","8.13333333"
"CLUB UNIÓN","2023-04-06","","16.875"
"CLUB UNIÓN","2023-04-05","","15.275"
"CLUB UNIÓN","2023-04-04","","14.90416667"
"CLUB UNIÓN","2023-04-03","","11.77083333"
"CLUB UNIÓN","2023-04-02","","15.60416667"
"CLUB UNIÓN","2023-04-01","","18.75416667"
"CLUB UNIÓN","2023-03-31","","21.47916667"
"CLUB UNIÓN","2023-03-30","","24.425"
"CLUB UNIÓN","2023-03-29","","27.6375"
"CLUB UNIÓN","2023-03-28","","16.64166667"
"CLUB UNIÓN","2023-03-27","","20.5375"
"CLUB UNIÓN","2023-03-26","","28.80833333"
"CLUB UNIÓN","2023-03-25","","27.74583333"
"CLUB UNIÓN","2023-03-24","","38.09583333"
"CLUB UNIÓN","2023-03-23","","40.24583333"
"CLUB UNIÓN","2023-03-22","","34.7"
"CLUB UNIÓN","2023-03-21","","23.32916667"
"CLUB UNIÓN","2023-03-20","","19.4"
"CLUB UNIÓN","2023-03-19","","16.8625"
"CLUB UNIÓN","2023-03-18","","14.5875"
"CLUB UNIÓN","2023-03-17","","11.18333333"
"CLUB UNIÓN","2023-03-16","","9.9"
"CLUB UNIÓN","2023-03-15","","10.09166667"
"CLUB UNIÓN","2023-03-14","","9.32916667"
"CLUB UNIÓN","2023-03-13","","10.9875"
"CLUB UNIÓN","2023-03-12","","12.37916667"
"CLUB UNIÓN","2023-03-11","","15.7125"
"CLUB UNIÓN","2023-03-10","","12.59166667"
"CLUB UNIÓN","2023-03-09","","10.87083333"
"CLUB UNIÓN","2023-03-08","","12.64583333"
"CLUB UNIÓN","2023-03-07","","9.48333333"
"CLUB UNIÓN","2023-03-06","","13.8125"
"CLUB UNIÓN","2023-03-05","","20.6"
"CLUB UNIÓN","2023-03-04","","32.01666667"
"CLUB UNIÓN","2023-03-03","","22.62083333"
"CLUB UNIÓN","2023-03-02","","27.21666667"
"CLUB UNIÓN","2023-03-01","","18.78181818"
"CLUB UNIÓN","2023-02-28","","19.3"
"CLUB UNIÓN","2023-02-27","","18.6125"
"CLUB UNIÓN","2023-02-26","","26.90434783"
"CLUB UNIÓN","2023-02-25","","25.4125"
"CLUB UNIÓN","2023-02-24","","24.71666667"
"CLUB UNIÓN","2023-02-23","","19.25416667"
"CLUB UNIÓN","2023-02-22","","17.75833333"
"CLUB UNIÓN","2023-02-21","","19.98333333"
"CLUB UNIÓN","2023-02-20","","16.92916667"
"CLUB UNIÓN","2023-02-19","","13.36956522"
"CLUB UNIÓN","2023-02-18","","8.96666667"
"CLUB UNIÓN","2023-02-17","","17.97083333"
"CLUB UNIÓN","2023-02-16","","15.84166667"
"CLUB UNIÓN","2023-02-15","","10.94166667"
"CLUB UNIÓN","2023-02-14","","16.19090909"
"CLUB UNIÓN","2023-02-13","","14.25833333"
"CLUB UNIÓN","2023-02-12","","17.3875"
"CLUB UNIÓN","2023-02-11","","18.23333333"
"CLUB UNIÓN","2023-02-10","","27.02916667"
"CLUB UNIÓN","2023-02-09","","14.34166667"
"CLUB UNIÓN","2023-02-08","","15.63333333"
"CLUB UNIÓN","2023-02-07","","19.45416667"
"CLUB UNIÓN","2023-02-06","","22.75"
"CLUB UNIÓN","2023-02-05","","23.77083333"
"CLUB UNIÓN","2023-02-04","","23.45"
"CLUB UNIÓN","2023-02-03","","20.8"
"CLUB UNIÓN","2023-02-02","","20.75833333"
"CLUB UNIÓN","2023-02-01","","18.54583333"
"CLUB UNIÓN","2023-01-31","","16.75416667"
"CLUB UNIÓN","2023-01-30","","16.4875"
"CLUB UNIÓN","2023-01-29","","16.90833333"
"CLUB UNIÓN","2023-01-28","","18.15833333"
"CLUB UNIÓN","2023-01-27","","16.28333333"
"CLUB UNIÓN","2023-01-26","","13.27083333"
"CLUB UNIÓN","2023-01-25","","14.25"
"CLUB UNIÓN","2023-01-24","","16.20416667"
"CLUB UNIÓN","2023-01-23","","17.22916667"
"CLUB UNIÓN","2023-01-22","","15.14166667"
"CLUB UNIÓN","2023-01-21","","14.27916667"
"CLUB UNIÓN","2023-01-20","","12.99166667"
"CLUB UNIÓN","2023-01-19","","12.85416667"
"CLUB UNIÓN","2023-01-18","","13.025"
"CLUB UNIÓN","2023-01-17","","11.07083333"
"CLUB UNIÓN","2023-01-16","","7.76956522"
"CLUB UNIÓN","2023-01-15","","9.76666667"
"CLUB UNIÓN","2023-01-14","","8.44583333"
