"Estacion","Fecha inicial","Fecha final","CO"
"CLUB UNIÓN","2022-05-29","","821.21666667"
"CLUB UNIÓN","2022-05-28","","1077.79583333"
"CLUB UNIÓN","2022-05-27","","1007.45"
"CLUB UNIÓN","2022-05-26","","1079.34583333"
"CLUB UNIÓN","2022-05-25","","925.93333333"
"CLUB UNIÓN","2022-05-24","","645.20416667"
"CLUB UNIÓN","2022-05-23","","713.38333333"
"CLUB UNIÓN","2022-05-22","","718.0875"
"CLUB UNIÓN","2022-05-21","","703.11666667"
"CLUB UNIÓN","2022-05-20","","699.62916667"
"CLUB UNIÓN","2022-05-19","","857.5125"
"CLUB UNIÓN","2022-05-18","","958.9173913"
"CLUB UNIÓN","2022-05-17","","732.57916667"
"CLUB UNIÓN","2022-05-16","","745.425"
"CLUB UNIÓN","2022-05-15","","817.50833333"
"CLUB UNIÓN","2022-05-14","","659.30833333"
"CLUB UNIÓN","2022-05-13","","833.24583333"
"CLUB UNIÓN","2022-05-12","","751.70416667"
"CLUB UNIÓN","2022-05-11","","679.60833333"
"CLUB UNIÓN","2022-05-10","","687.00833333"
"CLUB UNIÓN","2022-05-09","","905.5875"
"CLUB UNIÓN","2022-05-08","","732.95416667"
"CLUB UNIÓN","2022-05-07","","1458.1625"
"CLUB UNIÓN","2022-05-06","","876.93333333"
"CLUB UNIÓN","2022-05-05","","1456.75555556"
