"Estacion","Fecha inicial","Fecha final","TAire10"
"HOSPITAL DEL NORTE","2022-09-19","","22.35416667"
"HOSPITAL DEL NORTE","2022-09-18","","23.31708696"
"HOSPITAL DEL NORTE","2022-09-17","","23.107625"
"HOSPITAL DEL NORTE","2022-09-16","","23.47620833"
"HOSPITAL DEL NORTE","2022-09-15","","24.46175"
"HOSPITAL DEL NORTE","2022-09-14","","23.49666667"
"HOSPITAL DEL NORTE","2022-09-13","","22.478375"
"HOSPITAL DEL NORTE","2022-09-12","","23.509625"
"HOSPITAL DEL NORTE","2022-09-11","","24.17469565"
"HOSPITAL DEL NORTE","2022-09-10","","24.38625"
"HOSPITAL DEL NORTE","2022-09-09","","24.61791667"
"HOSPITAL DEL NORTE","2022-09-08","","24.05079167"
"HOSPITAL DEL NORTE","2022-09-07","","24.386125"
"HOSPITAL DEL NORTE","2022-09-06","","24.1505"
"HOSPITAL DEL NORTE","2022-09-05","","23.34941667"
"HOSPITAL DEL NORTE","2022-09-04","","22.98273913"
"HOSPITAL DEL NORTE","2022-09-03","","24.042125"
"HOSPITAL DEL NORTE","2022-09-02","","23.847625"
"HOSPITAL DEL NORTE","2022-09-01","","23.591625"
"HOSPITAL DEL NORTE","2022-08-31","","24.523125"
"HOSPITAL DEL NORTE","2022-08-30","","24.48704167"
"HOSPITAL DEL NORTE","2022-08-29","","22.86354167"
"HOSPITAL DEL NORTE","2022-08-28","","23.53830435"
"HOSPITAL DEL NORTE","2022-08-27","","24.00129167"
"HOSPITAL DEL NORTE","2022-08-26","","23.36483333"
"HOSPITAL DEL NORTE","2022-08-25","","23.75466667"
"HOSPITAL DEL NORTE","2022-08-24","","24.31666667"
"HOSPITAL DEL NORTE","2022-08-23","","24.06666667"
"HOSPITAL DEL NORTE","2022-08-22","","23.08333333"
"HOSPITAL DEL NORTE","2022-08-21","","22.525"
"HOSPITAL DEL NORTE","2022-08-20","","24.1625"
"HOSPITAL DEL NORTE","2022-08-19","","25.4625"
"HOSPITAL DEL NORTE","2022-08-18","","24.89583333"
"HOSPITAL DEL NORTE","2022-08-17","","24.01666667"
"HOSPITAL DEL NORTE","2022-08-16","","22.30416667"
"HOSPITAL DEL NORTE","2022-08-15","","23.37916667"
"HOSPITAL DEL NORTE","2022-08-14","","22.99166667"
"HOSPITAL DEL NORTE","2022-08-13","","22.75"
"HOSPITAL DEL NORTE","2022-08-12","","23.71666667"
"HOSPITAL DEL NORTE","2022-08-11","","24.0125"
"HOSPITAL DEL NORTE","2022-08-10","","23.27083333"
"HOSPITAL DEL NORTE","2022-08-09","","24.75"
"HOSPITAL DEL NORTE","2022-08-08","","25.22083333"
"HOSPITAL DEL NORTE","2022-08-07","","24.13333333"
"HOSPITAL DEL NORTE","2022-08-06","","23.13333333"
"HOSPITAL DEL NORTE","2022-08-05","","23.8125"
"HOSPITAL DEL NORTE","2022-08-04","","23.84166667"
"HOSPITAL DEL NORTE","2022-08-03","","22.64166667"
"HOSPITAL DEL NORTE","2022-08-02","","23.41666667"
"HOSPITAL DEL NORTE","2022-08-01","","23.92083333"
"HOSPITAL DEL NORTE","2022-07-31","","24.14347826"
"HOSPITAL DEL NORTE","2022-07-30","","25.15"
"HOSPITAL DEL NORTE","2022-07-29","","24.00833333"
"HOSPITAL DEL NORTE","2022-07-28","","25.69285714"
"HOSPITAL DEL NORTE","2022-07-27","","23.79473684"
"HOSPITAL DEL NORTE","2022-07-26","","22.77916667"
"HOSPITAL DEL NORTE","2022-07-25","","23.675"
"HOSPITAL DEL NORTE","2022-07-24","","24.12916667"
"HOSPITAL DEL NORTE","2022-07-23","","23.99583333"
"HOSPITAL DEL NORTE","2022-07-22","","23.81666667"
"HOSPITAL DEL NORTE","2022-07-21","","23.975"
"HOSPITAL DEL NORTE","2022-07-20","","24.35416667"
"HOSPITAL DEL NORTE","2022-07-19","","24.525"
"HOSPITAL DEL NORTE","2022-07-18","","23.70833333"
"HOSPITAL DEL NORTE","2022-07-17","","24.65833333"
"HOSPITAL DEL NORTE","2022-07-16","","24.59583333"
"HOSPITAL DEL NORTE","2022-07-15","","24.72916667"
"HOSPITAL DEL NORTE","2022-07-14","","24.5875"
"HOSPITAL DEL NORTE","2022-07-13","","24.3"
"HOSPITAL DEL NORTE","2022-07-12","","23.7875"
"HOSPITAL DEL NORTE","2022-07-11","","22.54166667"
"HOSPITAL DEL NORTE","2022-07-10","","24.67916667"
"HOSPITAL DEL NORTE","2022-07-09","","24.78333333"
"HOSPITAL DEL NORTE","2022-07-08","","23.60416667"
"HOSPITAL DEL NORTE","2022-07-07","","24.33333333"
"HOSPITAL DEL NORTE","2022-07-06","","23.05"
"HOSPITAL DEL NORTE","2022-07-05","","24.075"
"HOSPITAL DEL NORTE","2022-07-04","","24.175"
"HOSPITAL DEL NORTE","2022-07-03","","24.62916667"
"HOSPITAL DEL NORTE","2022-07-02","","24.3"
"HOSPITAL DEL NORTE","2022-07-01","","23.45416667"
"HOSPITAL DEL NORTE","2022-06-30","","23.92608696"
"HOSPITAL DEL NORTE","2022-06-29","","22.35"
"HOSPITAL DEL NORTE","2022-06-28","","23.04583333"
"HOSPITAL DEL NORTE","2022-06-27","","22.75"
"HOSPITAL DEL NORTE","2022-06-26","","22.9375"
"HOSPITAL DEL NORTE","2022-06-25","","22.85"
"HOSPITAL DEL NORTE","2022-06-24","","23.38333333"
"HOSPITAL DEL NORTE","2022-06-23","","24.36666667"
"HOSPITAL DEL NORTE","2022-06-22","","24.375"
"HOSPITAL DEL NORTE","2022-06-21","","23.02083333"
"HOSPITAL DEL NORTE","2022-06-20","","22.50416667"
"HOSPITAL DEL NORTE","2022-06-19","","22.15"
"HOSPITAL DEL NORTE","2022-06-18","","22.98333333"
"HOSPITAL DEL NORTE","2022-06-17","","22.3375"
"HOSPITAL DEL NORTE","2022-06-16","","23.47916667"
"HOSPITAL DEL NORTE","2022-06-15","","22.38333333"
"HOSPITAL DEL NORTE","2022-06-14","","22.45416667"
"HOSPITAL DEL NORTE","2022-06-13","","23.075"
"HOSPITAL DEL NORTE","2022-06-12","","23.7"
"HOSPITAL DEL NORTE","2022-06-11","","23.65416667"
"HOSPITAL DEL NORTE","2022-06-10","","23.55416667"
"HOSPITAL DEL NORTE","2022-06-09","","23.22083333"
"HOSPITAL DEL NORTE","2022-06-08","","23.1625"
"HOSPITAL DEL NORTE","2022-06-07","","22.78333333"
"HOSPITAL DEL NORTE","2022-06-06","","23.7125"
"HOSPITAL DEL NORTE","2022-06-05","","22.61666667"
"HOSPITAL DEL NORTE","2022-06-04","","22.58333333"
"HOSPITAL DEL NORTE","2022-06-03","","22.74583333"
"HOSPITAL DEL NORTE","2022-06-02","","23.47083333"
"HOSPITAL DEL NORTE","2022-06-01","","24.77916667"
"HOSPITAL DEL NORTE","2022-05-31","","23.64347826"
"HOSPITAL DEL NORTE","2022-05-30","","24.12083333"
"HOSPITAL DEL NORTE","2022-05-29","","23.92083333"
"HOSPITAL DEL NORTE","2022-05-28","","24.16666667"
"HOSPITAL DEL NORTE","2022-05-27","","23.925"
"HOSPITAL DEL NORTE","2022-05-26","","23.62083333"
"HOSPITAL DEL NORTE","2022-05-25","","23.43333333"
"HOSPITAL DEL NORTE","2022-05-24","","24.1625"
"HOSPITAL DEL NORTE","2022-05-23","","25.2875"
"HOSPITAL DEL NORTE","2022-05-22","","25.3875"
"HOSPITAL DEL NORTE","2022-05-21","","24.47083333"
"HOSPITAL DEL NORTE","2022-05-20","","24.08333333"
"HOSPITAL DEL NORTE","2022-05-19","","23.66666667"
"HOSPITAL DEL NORTE","2022-05-18","","22.75"
"HOSPITAL DEL NORTE","2022-05-17","","24.37916667"
"HOSPITAL DEL NORTE","2022-05-16","","25.21666667"
"HOSPITAL DEL NORTE","2022-05-15","","25.07083333"
"HOSPITAL DEL NORTE","2022-05-14","","24.37083333"
"HOSPITAL DEL NORTE","2022-05-13","","24.80833333"
"HOSPITAL DEL NORTE","2022-05-12","","23.97083333"
"HOSPITAL DEL NORTE","2022-05-11","","23.3625"
"HOSPITAL DEL NORTE","2022-05-10","","24.05"
"HOSPITAL DEL NORTE","2022-05-09","","24.8375"
"HOSPITAL DEL NORTE","2022-05-08","","24.17083333"
"HOSPITAL DEL NORTE","2022-05-07","","22.34166667"
"HOSPITAL DEL NORTE","2022-05-06","","22.09166667"
"HOSPITAL DEL NORTE","2022-05-05","","23.45"
"HOSPITAL DEL NORTE","2022-05-04","","26.09583333"
"HOSPITAL DEL NORTE","2022-05-03","","25.375"
"HOSPITAL DEL NORTE","2022-05-02","","24.32083333"
"HOSPITAL DEL NORTE","2022-05-01","","24.44583333"
"HOSPITAL DEL NORTE","2022-04-30","","23.9173913"
"HOSPITAL DEL NORTE","2022-04-29","","23.58333333"
"HOSPITAL DEL NORTE","2022-04-28","","22.76666667"
"HOSPITAL DEL NORTE","2022-04-27","","24.425"
"HOSPITAL DEL NORTE","2022-04-26","","23.375"
"HOSPITAL DEL NORTE","2022-04-25","","21.72083333"
"HOSPITAL DEL NORTE","2022-04-24","","24.23333333"
"HOSPITAL DEL NORTE","2022-04-23","","23.325"
"HOSPITAL DEL NORTE","2022-04-22","","22.0375"
"HOSPITAL DEL NORTE","2022-04-21","","22.375"
"HOSPITAL DEL NORTE","2022-04-20","","22.4875"
"HOSPITAL DEL NORTE","2022-04-19","","21.72083333"
"HOSPITAL DEL NORTE","2022-04-18","","23.59583333"
"HOSPITAL DEL NORTE","2022-04-17","","22.75"
"HOSPITAL DEL NORTE","2022-04-16","","24.37916667"
"HOSPITAL DEL NORTE","2022-04-15","","25.35416667"
"HOSPITAL DEL NORTE","2022-04-14","","25.37083333"
"HOSPITAL DEL NORTE","2022-04-13","","25.66666667"
"HOSPITAL DEL NORTE","2022-04-12","","25.50833333"
"HOSPITAL DEL NORTE","2022-04-11","","25.20833333"
"HOSPITAL DEL NORTE","2022-04-10","","24.67916667"
"HOSPITAL DEL NORTE","2022-04-09","","24.6875"
"HOSPITAL DEL NORTE","2022-04-08","","23.71666667"
"HOSPITAL DEL NORTE","2022-04-07","","22.62083333"
"HOSPITAL DEL NORTE","2022-04-06","","24.84166667"
"HOSPITAL DEL NORTE","2022-04-05","","24.22083333"
"HOSPITAL DEL NORTE","2022-04-04","","23.4375"
"HOSPITAL DEL NORTE","2022-04-03","","24.79166667"
"HOSPITAL DEL NORTE","2022-04-02","","24.79583333"
"HOSPITAL DEL NORTE","2022-04-01","","23.95416667"
"HOSPITAL DEL NORTE","2022-03-31","","24.76521739"
"HOSPITAL DEL NORTE","2022-03-30","","23.92083333"
"HOSPITAL DEL NORTE","2022-03-29","","24.64583333"
"HOSPITAL DEL NORTE","2022-03-28","","24.15416667"
"HOSPITAL DEL NORTE","2022-03-27","","23.70833333"
"HOSPITAL DEL NORTE","2022-03-26","","23.0625"
"HOSPITAL DEL NORTE","2022-03-25","","25.04583333"
"HOSPITAL DEL NORTE","2022-03-24","","24.89166667"
"HOSPITAL DEL NORTE","2022-03-23","","25.89166667"
"HOSPITAL DEL NORTE","2022-03-22","","25.22916667"
"HOSPITAL DEL NORTE","2022-03-21","","24.31666667"
"HOSPITAL DEL NORTE","2022-03-20","","24.85833333"
"HOSPITAL DEL NORTE","2022-03-19","","25.48333333"
"HOSPITAL DEL NORTE","2022-03-18","","24.5375"
"HOSPITAL DEL NORTE","2022-03-17","","24.1125"
"HOSPITAL DEL NORTE","2022-03-16","","24.46666667"
"HOSPITAL DEL NORTE","2022-03-15","","23.22083333"
"HOSPITAL DEL NORTE","2022-03-14","","23.46666667"
"HOSPITAL DEL NORTE","2022-03-13","","23.42916667"
"HOSPITAL DEL NORTE","2022-03-12","","23.94166667"
"HOSPITAL DEL NORTE","2022-03-11","","23.89166667"
"HOSPITAL DEL NORTE","2022-03-10","","23.20416667"
"HOSPITAL DEL NORTE","2022-03-09","","24.02916667"
"HOSPITAL DEL NORTE","2022-03-08","","23.69583333"
"HOSPITAL DEL NORTE","2022-03-07","","22.97083333"
"HOSPITAL DEL NORTE","2022-03-06","","22.72916667"
"HOSPITAL DEL NORTE","2022-03-05","","23.8875"
"HOSPITAL DEL NORTE","2022-03-04","","23.475"
"HOSPITAL DEL NORTE","2022-03-03","","23.5"
"HOSPITAL DEL NORTE","2022-03-02","","22.8875"
"HOSPITAL DEL NORTE","2022-03-01","","24.0"
"HOSPITAL DEL NORTE","2022-02-28","","22.36521739"
"HOSPITAL DEL NORTE","2022-02-27","","22.64583333"
"HOSPITAL DEL NORTE","2022-02-26","","24.79166667"
"HOSPITAL DEL NORTE","2022-02-25","","25.24583333"
"HOSPITAL DEL NORTE","2022-02-24","","25.10833333"
"HOSPITAL DEL NORTE","2022-02-23","","25.18333333"
"HOSPITAL DEL NORTE","2022-02-22","","24.2875"
"HOSPITAL DEL NORTE","2022-02-21","","24.2375"
"HOSPITAL DEL NORTE","2022-02-20","","23.5125"
"HOSPITAL DEL NORTE","2022-02-19","","23.25416667"
"HOSPITAL DEL NORTE","2022-02-18","","24.89583333"
"HOSPITAL DEL NORTE","2022-02-17","","25.12916667"
"HOSPITAL DEL NORTE","2022-02-16","","24.99583333"
"HOSPITAL DEL NORTE","2022-02-15","","23.91666667"
"HOSPITAL DEL NORTE","2022-02-14","","22.97083333"
"HOSPITAL DEL NORTE","2022-02-13","","24.80833333"
"HOSPITAL DEL NORTE","2022-02-12","","24.77083333"
"HOSPITAL DEL NORTE","2022-02-11","","24.02083333"
"HOSPITAL DEL NORTE","2022-02-10","","23.55"
"HOSPITAL DEL NORTE","2022-02-09","","22.02916667"
"HOSPITAL DEL NORTE","2022-02-08","","22.55416667"
"HOSPITAL DEL NORTE","2022-02-07","","22.42083333"
"HOSPITAL DEL NORTE","2022-02-06","","23.5125"
"HOSPITAL DEL NORTE","2022-02-05","","23.7125"
"HOSPITAL DEL NORTE","2022-02-04","","24.34583333"
"HOSPITAL DEL NORTE","2022-02-03","","25.37083333"
"HOSPITAL DEL NORTE","2022-02-02","","24.48333333"
"HOSPITAL DEL NORTE","2022-02-01","","23.3"
"HOSPITAL DEL NORTE","2022-01-31","","23.2875"
"HOSPITAL DEL NORTE","2022-01-30","","23.025"
"HOSPITAL DEL NORTE","2022-01-29","","23.3375"
"HOSPITAL DEL NORTE","2022-01-28","","24.49166667"
"HOSPITAL DEL NORTE","2022-01-27","","24.35833333"
"HOSPITAL DEL NORTE","2022-01-26","","24.43333333"
"HOSPITAL DEL NORTE","2022-01-25","","24.92916667"
"HOSPITAL DEL NORTE","2022-01-24","","25.32083333"
"HOSPITAL DEL NORTE","2022-01-23","","24.825"
"HOSPITAL DEL NORTE","2022-01-22","","25.04166667"
"HOSPITAL DEL NORTE","2022-01-21","","25.25"
"HOSPITAL DEL NORTE","2022-01-20","","25.55833333"
"HOSPITAL DEL NORTE","2022-01-19","","24.44583333"
"HOSPITAL DEL NORTE","2022-01-18","","23.87083333"
"HOSPITAL DEL NORTE","2022-01-17","","23.91666667"
"HOSPITAL DEL NORTE","2022-01-16","","23.85"
"HOSPITAL DEL NORTE","2022-01-15","","23.55416667"
"HOSPITAL DEL NORTE","2022-01-14","","21.9625"
"HOSPITAL DEL NORTE","2022-01-13","","23.43333333"
"HOSPITAL DEL NORTE","2022-01-12","","23.25833333"
"HOSPITAL DEL NORTE","2022-01-11","","22.96666667"
"HOSPITAL DEL NORTE","2022-01-10","","23.79166667"
"HOSPITAL DEL NORTE","2022-01-09","","23.66666667"
"HOSPITAL DEL NORTE","2022-01-08","","23.35"
"HOSPITAL DEL NORTE","2022-01-07","","22.66666667"
"HOSPITAL DEL NORTE","2022-01-06","","23.97916667"
"HOSPITAL DEL NORTE","2022-01-05","","23.79583333"
"HOSPITAL DEL NORTE","2022-01-04","","24.30416667"
"HOSPITAL DEL NORTE","2022-01-03","","24.57916667"
"HOSPITAL DEL NORTE","2022-01-02","","24.48333333"
"HOSPITAL DEL NORTE","2022-01-01","","24.30416667"
"HOSPITAL DEL NORTE","2021-12-31","","24.175"
"HOSPITAL DEL NORTE","2021-12-30","","23.65416667"
"HOSPITAL DEL NORTE","2021-12-29","","23.79166667"
"HOSPITAL DEL NORTE","2021-12-28","","24.35833333"
"HOSPITAL DEL NORTE","2021-12-27","","23.4125"
"HOSPITAL DEL NORTE","2021-12-26","","24.74583333"
"HOSPITAL DEL NORTE","2021-12-25","","24.45"
"HOSPITAL DEL NORTE","2021-12-24","","23.70416667"
"HOSPITAL DEL NORTE","2021-12-23","","21.92083333"
"HOSPITAL DEL NORTE","2021-12-22","","22.59166667"
"HOSPITAL DEL NORTE","2021-12-21","","22.97083333"
"HOSPITAL DEL NORTE","2021-12-20","","23.99583333"
"HOSPITAL DEL NORTE","2021-12-19","","24.76666667"
"HOSPITAL DEL NORTE","2021-12-18","","23.81666667"
"HOSPITAL DEL NORTE","2021-12-17","","24.65"
"HOSPITAL DEL NORTE","2021-12-16","","24.45416667"
"HOSPITAL DEL NORTE","2021-12-15","","24.17083333"
"HOSPITAL DEL NORTE","2021-12-14","","23.36666667"
"HOSPITAL DEL NORTE","2021-12-13","","22.9375"
"HOSPITAL DEL NORTE","2021-12-12","","24.125"
"HOSPITAL DEL NORTE","2021-12-11","","24.54583333"
"HOSPITAL DEL NORTE","2021-12-10","","24.975"
"HOSPITAL DEL NORTE","2021-12-09","","24.97916667"
"HOSPITAL DEL NORTE","2021-12-08","","24.825"
"HOSPITAL DEL NORTE","2021-12-07","","24.92916667"
"HOSPITAL DEL NORTE","2021-12-06","","24.7875"
"HOSPITAL DEL NORTE","2021-12-05","","24.7"
"HOSPITAL DEL NORTE","2021-12-04","","24.3375"
"HOSPITAL DEL NORTE","2021-12-03","","24.43333333"
"HOSPITAL DEL NORTE","2021-12-02","","23.4625"
"HOSPITAL DEL NORTE","2021-12-01","","23.42916667"
