"Estacion","Fecha inicial","Fecha final","VViento"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-05-14","","1.58333333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-05-13","","1.55"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-05-12","","1.82916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-05-11","","2.00416667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-05-10","","1.78333333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-05-09","","1.81176471"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-05-08","","1.6875"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-05-07","","1.28333333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-05-06","","1.46666667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-05-05","","1.63333333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-05-04","","1.8625"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-05-03","","1.92916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-05-02","","1.5125"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-05-01","","1.75"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-30","","1.62173913"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-29","","1.57916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-28","","1.36666667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-27","","2.11666667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-26","","2.00416667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-25","","1.675"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-24","","1.475"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-23","","1.57916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-22","","1.77083333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-21","","1.64583333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-20","","1.46666667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-19","","1.63333333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-18","","1.47083333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-17","","1.37083333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-16","","1.54166667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-15","","1.55"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-14","","1.7625"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-13","","1.88333333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-12","","1.55"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-11","","2.025"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-10","","1.87083333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-09","","2.01818182"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-08","","1.60416667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-07","","1.17916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-06","","1.83333333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-05","","2.24166667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-04","","2.00416667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-03","","1.85833333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-02","","1.925"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-04-01","","2.08333333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-31","","2.01304348"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-30","","1.74347826"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-29","","1.65416667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-28","","1.74166667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-27","","1.35416667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-26","","1.86666667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-25","","2.3375"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-24","","1.82916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-23","","2.01666667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-22","","2.04583333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-21","","2.01666667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-20","","1.95416667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-19","","1.94583333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-18","","1.85416667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-17","","1.85"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-16","","1.64166667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-15","","1.61666667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-14","","1.93333333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-13","","1.68333333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-12","","1.50833333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-11","","1.8875"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-10","","1.75"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-09","","1.82916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-08","","1.8375"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-07","","1.23333333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-06","","1.43333333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-05","","1.87916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-04","","1.34583333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-03","","1.70833333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-02","","1.6375"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-03-01","","1.725"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-28","","1.66086957"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-27","","1.5875"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-26","","2.24583333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-25","","2.0375"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-24","","1.87083333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-23","","2.23333333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-22","","1.9875"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-21","","1.86666667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-20","","1.9875"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-19","","2.02916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-18","","2.2125"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-17","","1.8375"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-16","","2.02083333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-15","","1.92916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-14","","1.95416667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-13","","1.9875"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-12","","1.85833333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-11","","1.90833333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-10","","1.55833333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-09","","1.59583333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-08","","1.31666667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-07","","1.89583333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-06","","1.9625"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-05","","1.9125"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-04","","1.95833333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-03","","1.91666667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-02","","1.87083333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-02-01","","1.9"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-31","","1.94583333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-30","","2.05833333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-29","","1.89583333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-28","","1.975"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-27","","2.09166667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-26","","1.9375"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-25","","2.0625"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-24","","2.09583333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-23","","2.06666667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-22","","2.09583333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-21","","1.94166667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-20","","1.75833333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-19","","1.91666667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-18","","2.1625"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-17","","2.06666667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-16","","1.90833333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-15","","1.92916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-14","","1.8125"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-13","","1.8625"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-12","","2.02083333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-11","","1.7875"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-10","","1.80416667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-09","","1.95"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-08","","1.50833333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-07","","1.39583333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-06","","1.84583333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-05","","1.7375"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-04","","1.84166667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-03","","1.875"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-02","","1.8125"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2022-01-01","","1.8125"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-31","","1.7375"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-30","","1.58333333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-29","","1.69583333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-28","","1.825"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-27","","1.26666667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-26","","1.625"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-25","","1.90833333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-24","","1.7875"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-23","","1.625"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-22","","1.77083333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-21","","2.0"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-20","","1.8875"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-19","","1.99583333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-18","","1.86666667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-17","","2.0375"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-16","","1.83333333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-15","","1.69583333"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-14","","1.875"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-13","","2.19166667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-12","","2.04166667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-11","","1.95"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-10","","1.92916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-09","","2.02916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-08","","1.57916667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-07","","1.70416667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-06","","1.79166667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-05","","1.8375"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-04","","1.91666667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-03","","1.8125"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-02","","1.71666667"
"CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA","2021-12-01","","1.80416667"
"CLUB UNIÓN","2023-09-17","","1.30156522"
"CLUB UNIÓN","2023-09-16","","1.45204167"
"CLUB UNIÓN","2023-09-15","","1.39158333"
"CLUB UNIÓN","2023-09-14","","1.34733333"
"CLUB UNIÓN","2023-09-13","","1.41708333"
"CLUB UNIÓN","2023-09-12","","1.29729167"
"CLUB UNIÓN","2023-09-11","","1.22895833"
"CLUB UNIÓN","2023-09-10","","0.92286957"
"CLUB UNIÓN","2023-09-09","","1.10179167"
"CLUB UNIÓN","2023-09-08","","0.96820833"
"CLUB UNIÓN","2023-09-07","","1.12033333"
"CLUB UNIÓN","2023-09-06","","1.08004167"
"CLUB UNIÓN","2023-09-05","","0.98379167"
"CLUB UNIÓN","2023-09-04","","1.11420833"
"CLUB UNIÓN","2023-09-03","","1.15291304"
"CLUB UNIÓN","2023-09-02","","1.24445833"
"CLUB UNIÓN","2023-09-01","","0.96508333"
"CLUB UNIÓN","2023-08-31","","1.11729167"
"CLUB UNIÓN","2023-08-30","","1.18866667"
"CLUB UNIÓN","2023-08-29","","0.94654167"
"CLUB UNIÓN","2023-08-28","","1.094625"
"CLUB UNIÓN","2023-08-27","","1.24152174"
"CLUB UNIÓN","2023-08-26","","0.993875"
"CLUB UNIÓN","2023-08-25","","0.94629167"
"CLUB UNIÓN","2023-08-24","","1.11575"
"CLUB UNIÓN","2023-08-23","","0.92129167"
"CLUB UNIÓN","2023-08-22","","1.25945833"
"CLUB UNIÓN","2023-08-21","","1.31516667"
"CLUB UNIÓN","2023-08-20","","1.19473913"
"CLUB UNIÓN","2023-08-19","","1.34354167"
"CLUB UNIÓN","2023-08-18","","1.17675"
"CLUB UNIÓN","2023-08-17","","1.04333333"
"CLUB UNIÓN","2023-08-16","","1.06395833"
"CLUB UNIÓN","2023-08-15","","1.16154167"
"CLUB UNIÓN","2023-08-14","","0.831125"
"CLUB UNIÓN","2023-08-13","","0.893"
"CLUB UNIÓN","2023-08-12","","0.95325"
"CLUB UNIÓN","2023-08-11","","0.8765"
"CLUB UNIÓN","2023-08-10","","1.07195833"
"CLUB UNIÓN","2023-08-09","","1.089875"
"CLUB UNIÓN","2023-08-08","","0.85879167"
"CLUB UNIÓN","2023-08-07","","0.814875"
"CLUB UNIÓN","2023-08-06","","1.08586957"
"CLUB UNIÓN","2023-08-05","","0.85241667"
"CLUB UNIÓN","2023-08-04","","0.60620833"
"CLUB UNIÓN","2023-08-03","","0.98458333"
"CLUB UNIÓN","2023-08-02","","1.04791667"
"CLUB UNIÓN","2023-08-01","","0.89104167"
"CLUB UNIÓN","2023-07-31","","1.01804167"
"CLUB UNIÓN","2023-07-30","","0.79843478"
"CLUB UNIÓN","2023-07-29","","0.97883333"
"CLUB UNIÓN","2023-07-28","","0.49975"
"CLUB UNIÓN","2023-07-27","","0.75379167"
"CLUB UNIÓN","2023-07-26","","1.18441667"
"CLUB UNIÓN","2023-07-25","","0.85595833"
"CLUB UNIÓN","2023-07-24","","0.73275"
"CLUB UNIÓN","2023-07-23","","0.48969565"
"CLUB UNIÓN","2023-07-22","","0.70825"
"CLUB UNIÓN","2023-07-21","","0.79233333"
"CLUB UNIÓN","2023-07-20","","0.78433333"
"CLUB UNIÓN","2023-07-19","","0.66395833"
"CLUB UNIÓN","2023-07-18","","0.94258333"
"CLUB UNIÓN","2023-07-17","","1.35816667"
"CLUB UNIÓN","2023-07-16","","1.3473913"
"CLUB UNIÓN","2023-07-15","","1.312375"
"CLUB UNIÓN","2023-07-14","","0.92365217"
"CLUB UNIÓN","2023-07-13","","1.30620833"
"CLUB UNIÓN","2023-07-12","","1.50025"
"CLUB UNIÓN","2023-07-11","","0.93695833"
"CLUB UNIÓN","2023-07-10","","1.14725"
"CLUB UNIÓN","2023-07-09","","1.10452174"
"CLUB UNIÓN","2023-07-08","","0.99675"
"CLUB UNIÓN","2023-07-07","","1.79"
"CLUB UNIÓN","2023-07-06","","1.33529167"
"CLUB UNIÓN","2023-07-05","","1.339"
"CLUB UNIÓN","2023-07-04","","1.48275"
"CLUB UNIÓN","2023-07-03","","1.353625"
"CLUB UNIÓN","2023-07-02","","1.35240909"
"CLUB UNIÓN","2023-07-01","","1.3035"
"CLUB UNIÓN","2023-06-30","","1.31425"
"CLUB UNIÓN","2023-06-29","","1.27896296"
"CLUB UNIÓN","2023-06-28","","1.29525"
"CLUB UNIÓN","2023-06-27","","1.28575"
"CLUB UNIÓN","2023-06-26","","1.0525"
"CLUB UNIÓN","2023-06-25","","1.43134783"
"CLUB UNIÓN","2023-06-24","","1.53833333"
"CLUB UNIÓN","2023-06-23","","1.35641667"
"CLUB UNIÓN","2023-06-22","","1.37866667"
"CLUB UNIÓN","2023-06-21","","1.335"
"CLUB UNIÓN","2023-06-20","","1.04604167"
"CLUB UNIÓN","2023-06-19","","1.020875"
"CLUB UNIÓN","2023-06-18","","1.19421739"
"CLUB UNIÓN","2023-06-17","","1.134875"
"CLUB UNIÓN","2023-06-16","","1.18304167"
"CLUB UNIÓN","2023-06-15","","1.35508333"
"CLUB UNIÓN","2023-06-14","","1.27120833"
"CLUB UNIÓN","2023-06-13","","1.31304167"
"CLUB UNIÓN","2023-06-12","","1.11066667"
"CLUB UNIÓN","2023-06-11","","1.32413043"
"CLUB UNIÓN","2023-06-10","","1.3575"
"CLUB UNIÓN","2023-06-09","","1.28225"
"CLUB UNIÓN","2023-06-08","","1.19658333"
"CLUB UNIÓN","2023-06-07","","1.30708333"
"CLUB UNIÓN","2023-06-06","","1.08841667"
"CLUB UNIÓN","2023-06-05","","1.41758333"
"CLUB UNIÓN","2023-06-04","","1.43934783"
"CLUB UNIÓN","2023-06-03","","1.27758333"
"CLUB UNIÓN","2023-06-02","","1.16"
"CLUB UNIÓN","2023-06-01","","1.43420833"
"CLUB UNIÓN","2023-05-31","","1.42225"
"CLUB UNIÓN","2023-05-30","","1.411375"
"CLUB UNIÓN","2023-05-29","","1.50483333"
"CLUB UNIÓN","2023-05-28","","1.12982609"
"CLUB UNIÓN","2023-05-27","","1.47279167"
"CLUB UNIÓN","2023-05-26","","1.63075"
"CLUB UNIÓN","2023-05-25","","1.45475"
"CLUB UNIÓN","2023-05-24","","1.42208333"
"CLUB UNIÓN","2023-05-23","","1.35508333"
"CLUB UNIÓN","2023-05-22","","1.44095833"
"CLUB UNIÓN","2023-05-21","","1.51652174"
"CLUB UNIÓN","2023-05-20","","1.49754167"
"CLUB UNIÓN","2023-05-19","","1.68191667"
"CLUB UNIÓN","2023-05-18","","1.65720833"
"CLUB UNIÓN","2023-05-17","","1.760625"
"CLUB UNIÓN","2023-05-16","","1.39416667"
"CLUB UNIÓN","2023-05-15","","1.30341667"
"CLUB UNIÓN","2023-05-14","","1.34095652"
"CLUB UNIÓN","2023-05-13","","1.52366667"
"CLUB UNIÓN","2023-05-12","","1.4275"
"CLUB UNIÓN","2023-05-11","","1.32866667"
"CLUB UNIÓN","2023-05-10","","1.407125"
"CLUB UNIÓN","2023-05-09","","1.23729167"
"CLUB UNIÓN","2023-05-08","","1.4515"
"CLUB UNIÓN","2023-05-07","","1.42891304"
"CLUB UNIÓN","2023-05-06","","1.412125"
"CLUB UNIÓN","2023-05-05","","1.28358333"
"CLUB UNIÓN","2023-05-04","","1.30495833"
"CLUB UNIÓN","2023-05-03","","1.253625"
"CLUB UNIÓN","2023-05-02","","1.24879167"
"CLUB UNIÓN","2023-05-01","","1.175375"
"CLUB UNIÓN","2023-04-30","","1.28934783"
"CLUB UNIÓN","2023-04-29","","1.294375"
"CLUB UNIÓN","2023-04-28","","1.48408333"
"CLUB UNIÓN","2023-04-27","","1.51120833"
"CLUB UNIÓN","2023-04-26","","1.426375"
"CLUB UNIÓN","2023-04-25","","1.37195833"
"CLUB UNIÓN","2023-04-24","","1.42695833"
"CLUB UNIÓN","2023-04-23","","1.2926087"
"CLUB UNIÓN","2023-04-22","","1.16541667"
"CLUB UNIÓN","2023-04-21","","1.34845833"
"CLUB UNIÓN","2023-04-20","","1.27995833"
"CLUB UNIÓN","2023-04-19","","1.37133333"
"CLUB UNIÓN","2023-04-18","","1.42833333"
"CLUB UNIÓN","2023-04-17","","1.3535"
"CLUB UNIÓN","2023-04-16","","1.49769565"
"CLUB UNIÓN","2023-04-15","","1.52745833"
"CLUB UNIÓN","2023-04-14","","1.42304167"
"CLUB UNIÓN","2023-04-13","","1.10695833"
"CLUB UNIÓN","2023-04-12","","1.33579167"
"CLUB UNIÓN","2023-04-11","","1.531875"
"CLUB UNIÓN","2023-04-10","","1.35952632"
"CLUB UNIÓN","2023-04-09","","1.23743478"
"CLUB UNIÓN","2023-04-08","","1.381125"
"CLUB UNIÓN","2023-04-07","","1.47970833"
"CLUB UNIÓN","2023-04-06","","1.36666667"
"CLUB UNIÓN","2023-04-05","","1.3805"
"CLUB UNIÓN","2023-04-04","","1.21070833"
"CLUB UNIÓN","2023-04-03","","1.28941667"
"CLUB UNIÓN","2023-04-02","","1.30408333"
"CLUB UNIÓN","2023-04-01","","1.333875"
"CLUB UNIÓN","2023-03-31","","1.293125"
"CLUB UNIÓN","2023-03-30","","1.46858333"
"CLUB UNIÓN","2023-03-29","","1.33529167"
"CLUB UNIÓN","2023-03-28","","1.430625"
