Estacion,Fecha inicial,Año,Mes,Día,NO,VViento,O3,DViento,PLiquida,HAire10,CO,NO2,P,PM2.5,SO2,PM10,TAire10,RGlobal
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-08-21,2023,8,21,4.87808333,2.25233333,31.69583333,169.738375,1.55829167,78.14391667,1029.080292,16.994625,675.3860417,6.40416667,0.67916667,14.84583333,24.38583333,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-08-20,2023,8,20,5.06421739,1.73482609,28.99565217,165.1733478,0,80.93026087,1186.898435,22.25691304,675.5862174,9.75652174,0.66086957,18.37391304,24.08395652,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-08-19,2023,8,19,9.27770833,2.11891667,30.32083333,169.6135417,0,73.164625,1276.900417,24.915125,675.7942917,10.29583333,0.99583333,21.5375,24.96983333,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-08-18,2023,8,18,9.84833333,2.086875,24.25416667,158.0022083,0,76.61966667,1249.730417,24.24258333,676.7198333,7.92083333,0.95833333,18.92083333,24.268125,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-08-17,2023,8,17,9.88894444,2.01516667,35.66363636,157.8023333,0.00833333,74.04195833,1286.440261,24.5775,677.1417083,7.21666667,0.72173913,17.7375,24.859375,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-08-16,2023,8,16,14.53441667,1.50245833,,194.0645833,0.075,82.8635,1345.873167,22.10570833,677.3036667,9.27916667,0.89583333,20.85833333,23.14083333,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-08-15,2023,8,15,10.44320833,1.952,,166.7487083,0.06666667,77.80979167,1282.767958,24.96920833,677.0571667,10.27083333,0.8,22.19166667,23.45666667,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-08-14,2023,8,14,12.67791667,2.02345833,,134.5659583,0.00833333,74.10329167,1295.916833,25.47716667,677.2402083,9.25416667,1.02916667,20.1125,24.12975,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-08-13,2023,8,13,11.29656522,1.88530435,,134.7604783,0.07826087,75.65313043,1171.734217,20.87352174,676.9735217,8.07391304,0.66956522,16.76086957,23.76882609,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-08-12,2023,8,12,10.76516667,1.72483333,,205.87275,0.25,75.66829167,1331.343417,25.88554167,677.2799583,10.38333333,0.67916667,22.53333333,24.52629167,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-08-11,2023,8,11,11.75125,1.99816667,,193.475,0.00833333,73.943625,1263.818208,24.94808333,677.4115417,9.17916667,0.65416667,20.325,24.80558333,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-08-10,2023,8,10,10.085,1.79766667,,202.796375,0,73.80616667,1226.703708,25.71908333,678.099375,9.8375,0.8625,22.54166667,24.330625,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-08-09,2023,8,9,9.15679167,2.00625,,134.8093333,0,74.00891667,1248.46725,24.677375,678.3817917,10.77916667,0.5125,24.39583333,25.08466667,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-08-08,2023,8,8,16.63954167,1.972625,,156.1622083,0.01666667,72.60804167,1329.071875,24.584125,678.66675,9.5375,0.75833333,20.70416667,25.66654167,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-08-07,2023,8,7,4.629625,1.53966667,,154.912375,0.01666667,75.82375,1033.896792,20.18470833,678.7953333,8.5125,0.47083333,16.76666667,24.517875,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-08-06,2023,8,6,6.82686957,2.25856522,,139.0694783,0.00869565,68.3946087,1064.693696,21.31521739,677.5333913,10.4173913,0.83913043,20.73043478,26.29504348,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-08-05,2023,8,5,8.65666667,2.00691667,,164.7892083,0,68.71529167,1173.479792,25.13620833,677.5021667,11.47916667,0.8875,25.61666667,25.698375,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-08-04,2023,8,4,19.694875,1.5455,,190.96825,0,72.257875,1488.659208,32.38404167,677.8858333,12.70416667,0.94782609,30.3625,24.82608333,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-08-03,2023,8,3,7.77304348,1.69954167,,142.721375,0.01666667,74.51333333,1190.084217,25.37469565,678.5934167,9.7,0.4,19.89583333,24.35433333,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-08-02,2023,8,2,13.86816667,2.19616667,,164.0470833,0,72.897,1184.1365,23.88854167,679.1145,9.52916667,1.07916667,19.20833333,25.14254167,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-08-01,2023,8,1,18.14195833,1.57504167,,154.1265417,0.03333333,77.89883333,1346.610792,24.97745833,679.1548333,8.5,0.42916667,19.84166667,24.15691667,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-07-31,2023,7,31,17.39433333,1.45320833,,205.3588333,0.01666667,82.41904167,1402.257375,22.660125,678.5211667,6.275,1.05,18.4875,23.40783333,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-07-30,2023,7,30,8.87056522,1.94156522,,186.2244783,0.55647826,75.00934783,1079.277087,22.27047826,677.6623044,7.5,0.55217391,15.62608696,24.97926087,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-07-29,2023,7,29,17.81366667,1.933625,,140.9487083,0.01666667,71.20675,1254.64375,23.523375,677.7710417,7.73333333,1.3,19.40416667,25.479625,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-07-28,2023,7,28,25.09645833,1.43116667,,142.6739167,0.15833333,78.46170833,1435.546792,26.96575,678.1222083,8.99583333,1.28333333,23.675,23.66404167,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-07-27,2023,7,27,11.90216667,1.88970833,,121.0627083,0.76666667,81.795375,1250.58475,26.22970833,677.72375,7.025,1.0875,18.4,23.63308333,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-07-26,2023,7,26,10.57254167,1.73254167,,161.7585833,0,80.20245833,1153.034,26.36608333,677.562125,9.91666667,0.8375,18.24583333,24.16466667,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-07-25,2023,7,25,9.51108333,2.14358333,,155.0736667,0.05833333,77.3645,1063.268958,22.23916667,677.7062083,10.26666667,0.7125,19.55416667,24.49608333,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-07-24,2023,7,24,10.672625,2.23420833,,179.6244583,0.03333333,74.02904167,1171.372542,25.513875,678.2085417,9.70416667,1.25833333,21.925,25.59741667,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-07-23,2023,7,23,8.22669565,1.8893913,,189.5906087,0,70.8196087,991.7428696,22.83713043,678.3747391,8.43478261,0.86956522,18.53043478,25.47421739,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-07-22,2023,7,22,9.97404167,1.730375,,233.344,0,73.02733333,1097.626583,26.977375,677.5370417,10.3875,1.10833333,25.10416667,25.12679167,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-07-21,2023,7,21,13.98663636,1.85095833,6.91111111,184.8355,0.49995833,69.002,1283.859083,28.55204545,676.8774167,11.65833333,0.5375,31.39583333,26.07279167,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-07-20,2023,7,20,10.71375,1.962875,39.09130435,169.9865417,0,68.17120833,927.9120833,22.56991667,677.2370417,9.79583333,1.025,21.06666667,26.29245833,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-07-19,2023,7,19,16.1565,1.76241667,23.65,179.9259167,0,71.053375,1075.459542,23.01458333,678.358875,8.74583333,0.95833333,23.0875,24.79933333,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-07-18,2023,7,18,15.30516667,1.95233333,27.80833333,202.1330833,0.00833333,74.21575,1165.920333,23.71620833,678.4484167,9.2,0.87083333,21.5375,24.98758333,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-07-17,2023,7,17,14.58754167,1.86579167,24.225,235.04,0,75.39241667,1089.907375,20.63675,677.4394167,8.3875,0.62916667,19.67083333,24.94408333,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-07-16,2023,7,16,10.52513043,1.79804348,27.23478261,181.8556087,0.00869565,76.33304348,975.3288261,19.92313043,676.9132609,8.09130435,0.46521739,15.70869565,24.36191304,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-07-15,2023,7,15,12.67408333,1.98683333,39.12631579,243.2385833,0.025,75.538,969.329,21.473375,676.8180417,7.8125,0.97916667,18.14583333,24.39204167,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-07-14,2023,7,14,16.57356522,1.28482609,24.14782609,195.4786087,0.2173913,79.72352174,1246.08913,27.51234783,676.5618696,12.26956522,0.84347826,28.4173913,23.32669565,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-07-13,2023,7,13,19.03308333,2.12225,35.3375,215.202625,0,69.95108333,1027.720375,23.925375,675.908375,8.42083333,1.375,20.63333333,25.3935,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-07-12,2023,7,12,15.63970833,1.76779167,30.25416667,176.1915417,0,71.762875,1027.02075,24.072125,676.9579167,6.92083333,1.35833333,19.22916667,24.30904167,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-07-11,2023,7,11,18.63729167,1.43566667,24.4173913,148.6500417,0.075,75.29166667,1117.333667,24.19633333,677.604,7.3125,0.71666667,19.2125,23.30129167,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-07-10,2023,7,10,15.13475,1.613125,25.3,159.7228333,0,74.15516667,1114.359542,26.23720833,677.2333333,8.3875,0.925,21.0125,24.32870833,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-07-09,2023,7,9,10.49730435,1.86508696,27.62608696,231.7813044,0,74.63869565,834.5993478,17.561,677.8762609,6.48695652,1.13478261,14.05652174,24.72143478,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-07-08,2023,7,8,16.94129167,1.20058333,21.39583333,187.6080417,0.025,80.87041667,1119.115042,25.87933333,678.0705417,9.40416667,0.56666667,21.11666667,23.24695833,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-07-07,2023,7,7,12.83552174,2.07882609,19.30909091,225.5156957,0.00869565,77.657,994.1723478,20.43204348,677.5166087,8.47826087,0.81304348,18.72608696,24.08878261,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-07-06,2023,7,6,14.12331818,1.89241667,16.93181818,223.8066667,0.05,79.875375,1102.695409,23.83366667,677.4576667,8.875,1.55238095,21.14583333,24.033625,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-07-05,2023,7,5,17.62475,1.417625,18.29583333,166.7655833,0.1,79.991,1098.007292,21.56191667,678.2412083,8.15416667,0.76666667,21.6,23.52470833,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-07-04,2023,7,4,11.36858333,1.9665,18.05833333,239.1101667,0.00833333,79.339875,971.5954167,20.26370833,678.463,7.46666667,0.62083333,17.36666667,24.30108333,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-07-03,2023,7,3,10.60570833,1.65654167,32.47647059,236.8155,0,77.07741667,795.65175,17.89145833,678.2529167,5.98333333,1.34583333,14.24583333,24.055875,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-07-02,2023,7,2,8.20290909,1.83877273,25.23333333,215.6956364,0.01818182,80.86927273,785.5938636,17.11745455,677.6245909,5.28636364,0.78636364,12.51363636,23.60145455,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-07-01,2023,7,1,13.44125,2.0715,26.69583333,255.1221667,0.06666667,78.70879167,977.06275,22.27066667,677.131375,7.77916667,1.07083333,17.85833333,24.846625,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-06-30,2023,6,30,13.569375,1.75195833,24.64166667,187.3524583,0.00833333,76.142375,957.7259167,22.493375,677.0973333,6.81666667,0.67083333,19.375,25.1725,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-06-29,2023,6,29,11.40981481,1.79655556,24.44074074,197.0061111,0.71107407,77.69681481,777.9603333,19.97340741,676.8884074,7.16296296,0.81851852,17.04444444,24.45985185,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-06-28,2023,6,28,14.97675,1.687625,22.87916667,217.632875,0.03333333,77.72829167,880.1981667,23.34229167,677.3103333,8.19166667,0.58333333,20.59166667,24.20583333,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-06-27,2023,6,27,10.87516667,1.71891667,21.94583333,230.1188333,0.03333333,81.07304167,634.561375,18.38995833,677.7394167,6.47083333,0.64166667,15.60416667,24.13033333,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-06-26,2023,6,26,12.1555,1.24045833,21.68333333,231.8282917,0.23333333,86.14204167,856.30625,21.51083333,678.481625,6.04166667,0.65833333,16.75,22.40358333,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-06-25,2023,6,25,11.68265217,1.62752174,22.76521739,229.1173913,0.33913043,81.46421739,734.8035217,18.10269565,677.6858261,5.81304348,0.56086957,15.26521739,23.13195652,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-06-24,2023,6,24,7.85583333,1.98891667,24.24166667,200.8134583,1.799875,85.663,734.8243333,18.98941667,677.6218333,5.99583333,0.975,13.99583333,22.96041667,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-06-23,2023,6,23,18.2184,2.0539,23.18421053,222.4438,0.02,80.1541,976.06555,22.71465,677.55125,9.03,1.175,20.255,24.2769,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-06-22,2023,6,22,15.14941176,2.04205556,26.41111111,267.344,1.67766667,73.55444444,802.4425294,25.30264706,676.7988889,10.25,0.3125,23.96111111,25.3415,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-06-21,2023,6,21,15.20916667,1.9605,29.3125,232.0969167,0,68.21291667,816.9141667,25.56729167,676.1879583,10.03333333,0.7125,23.31666667,25.71925,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-06-20,2023,6,20,16.79904167,1.9175,30.19545455,195.9665833,0.00833333,69.61591667,864.684125,23.75954167,676.434375,8.4375,0.70833333,21.1,25.93466667,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-06-19,2023,6,19,10.70016667,1.83425,30.51428571,263.4292917,0,72.00041667,626.0114167,17.43395833,677.149625,6.7,0.77916667,15.14166667,25.6295,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-06-18,2023,6,18,16.85686957,1.82156522,25.64736842,244.9032609,0.00869565,76.78626087,790.3931304,18.95586957,677.7211304,6.70434783,0.6,15.12608696,24.09082609,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-06-17,2023,6,17,19.16470833,1.42545833,19.97,216.627625,0.03333333,81.56129167,961.090875,22.89933333,677.92975,7.5625,0.52083333,17.8125,22.98866667,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-06-16,2023,6,16,13.43029167,1.72941667,22.63333333,214.2695,0.15,76.61254167,808.5485833,26.22916667,677.442625,8.00416667,0.5875,19.01666667,24.012875,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-06-15,2023,6,15,12.32758333,1.72720833,22.14090909,192.8595833,1.23329167,77.864375,811.2137917,22.77545833,676.9193333,8.03333333,0.58333333,19.7375,24.12545833,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-06-14,2023,6,14,13.42754167,2.04595833,27.56666667,249.9025833,0.05833333,74.880875,835.9358333,27.397125,676.9065833,9.75416667,0.46666667,21.54166667,24.49641667,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-06-13,2023,6,13,10.99983333,2.000875,26.5875,205.9310417,0,68.63991667,749.1800833,23.32341667,676.7060833,8.1375,0.79583333,19.8875,25.13920833,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-06-12,2023,6,12,9.48025,1.68329167,21.82916667,194.6138333,0.00833333,74.95720833,630.2215,18.03816667,677.4442917,9.67916667,0.90833333,20.94166667,23.833125,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-06-11,2023,6,11,11.35947826,1.54308696,21.985,184.1210435,0.26082609,79.72282609,683.3006522,18.62521739,678.4097826,7.3173913,0.44782609,18.1826087,24.14908696,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-06-10,2023,6,10,11.438,1.9425,22.06363636,208.0767917,0.00833333,79.50095833,726.2600833,20.90133333,678.5683333,6.59166667,0.67083333,18.00833333,23.67091667,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-06-09,2023,6,9,12.32870833,1.679125,19.43333333,231.0541667,0.01666667,83.87195833,718.4668333,20.276375,678.86925,7.65,0.32083333,22.69166667,23.49933333,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-06-08,2023,6,8,15.80908696,1.79820833,18.65,237.6772083,0.75833333,84.037625,1005.698417,26.39356522,678.8730417,8.04166667,0.32272727,23.85416667,22.563,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-06-07,2023,6,7,18.39066667,1.63954167,22.44583333,224.627,0,78.72541667,849.0110417,23.724875,677.9087917,8.57916667,0.48333333,26.17083333,23.98766667,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-06-06,2023,6,6,17.89245833,1.64004167,20.95833333,208.3726667,0,80.49895833,908.3805833,22.39395833,678.154,7.80833333,1.19166667,25.75833333,23.4085,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-06-05,2023,6,5,13.82,1.58408333,23.69583333,195.0250417,0,85.02720833,831.8284583,23.42283333,678.506125,7.52083333,0.8125,19.3375,22.750375,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-06-04,2023,6,4,7.61095652,1.85386957,3.9,224.1473913,0,82.50982609,647.3337391,16.55752174,677.6649565,7.42608696,0.40869565,18.37391304,23.39986957,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-06-03,2023,6,3,9.788625,1.88145833,3.9,222.1042917,,73.035875,656.248625,23.29029167,676.619875,9.01666667,0.5625,24.51666667,25.0335,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-06-02,2023,6,2,15.45441667,1.41666667,17.42083333,182.9236667,,82.15458333,773.1354583,22.34375,677.654,8.31666667,0.94583333,23.8875,23.10783333,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-06-01,2023,6,1,15.53725,1.68816667,12.8125,223.184375,,85.50291667,816.6846667,24.052125,678.4884583,7.2125,0.35833333,19.24583333,22.278375,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-05-31,2023,5,31,13.54020833,1.71466667,21.80416667,170.1687917,,78.01091667,648.101375,19.36479167,677.7873333,6.4125,0.625,18.49583333,24.15341667,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-05-30,2023,5,30,11.74620833,1.9295,17.77083333,201.70025,,82.71775,578.2264167,20.12804167,677.9839583,6.25416667,0.55416667,16.00416667,23.16041667,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-05-29,2023,5,29,14.27941667,1.71908333,20.55833333,190.2984167,,78.62916667,832.494125,14.97554167,677.672375,6.0375,0.4,15.8875,23.73820833,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-05-28,2023,5,28,13.0046087,1.68352174,3.9,210.3198696,,80.58495652,587.2166522,16.43717391,678.2095217,5.82173913,0.66086957,14.68695652,23.33578261,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-05-27,2023,5,27,14.03854167,1.774125,20.09583333,222.7482917,,82.06933333,690.9299583,23.29029167,678.506875,5.875,0.5875,14.50416667,22.959,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-05-26,2023,5,26,7.99916667,2.0125,17.75833333,203.5427083,,79.062625,536.7199167,22.34375,677.9809583,6.35,0.5875,14.71666667,23.58791667,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-05-25,2023,5,25,12.87336364,1.79816667,18.80833333,251.0997917,,81.227375,786.7853044,23.14959091,676.5715,9.17916667,0.36363636,22.11666667,23.65241667,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-05-24,2023,5,24,8.96841667,2.103375,20.87916667,164.6002083,,77.308,653.4767917,19.36479167,676.6663333,6.17083333,0.51666667,15.34166667,24.01616667,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-05-23,2023,5,23,13.45195833,1.73816667,23.3375,176.2385833,,81.15766667,853.8410833,20.12804167,677.7791667,7.44166667,0.64583333,19.94583333,23.75925,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-05-22,2023,5,22,7.042,1.725625,20.60416667,162.4460833,,87.65420833,533.3044167,14.97554167,677.5552917,5.05416667,0.82083333,11.97083333,22.35083333,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-05-21,2023,5,21,6.0453913,1.6896087,21.21304348,197.9016522,,84.70652174,529.3851304,17.50626087,677.0713478,9.08695652,1.04347826,16.89130435,23.75017391,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-05-20,2023,5,20,8.83175,1.83404167,25.51666667,190.9553333,,80.31958333,743.426,21.868875,676.7384167,11.4,1.2125,23.54583333,24.98633333,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-05-19,2023,5,19,7.44866667,2.13279167,30.39583333,177.4695833,,76.09741667,569.3659583,19.92275,676.76725,8.625,1.07916667,18.55416667,25.331625,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-05-18,2023,5,18,8.70970833,1.86845833,30.8,205.2800417,,71.67366667,638.3664583,20.00879167,677.077625,6.225,1.53333333,16.34166667,25.75845833,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-05-17,2023,5,17,9.280875,1.63708333,24.3,172.17925,,80.014375,739.2462917,19.76675,678.1659583,7.52916667,1.2625,17.11666667,24.95458333,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-05-16,2023,5,16,15.19266667,1.85783333,22.62916667,196.6694583,,81.7775,802.1796667,19.01533333,678.886625,8.05416667,1.06666667,19.27916667,23.50583333,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-05-15,2023,5,15,13.34845833,1.57945833,19.29583333,186.5680417,,83.68941667,761.1514583,17.039375,679.288,6.425,0.90833333,16.41666667,23.50395833,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-05-14,2023,5,14,10.44456522,1.57804348,27.57391304,202.0545652,,81.91534783,599.1834783,17.75695652,677.9379565,8.43043478,0.60869565,16.97391304,23.90482609,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-05-13,2023,5,13,11.34308333,1.669125,33.58333333,151.9572917,,76.53770833,615.2255833,20.43620833,676.7619167,8.4625,1.13333333,19.20416667,24.71104167,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-05-12,2023,5,12,12.13116667,1.57145833,22.475,159.27375,,80.30720833,782.0075833,22.70333333,677.1364167,9.05833333,0.57916667,20.85416667,23.90325,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-05-11,2023,5,11,9.71980952,1.97741667,26.6875,135.780875,,77.46995833,722.8276667,20.07542857,677.4003333,7.49583333,1.64782609,18.8625,24.56858333,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-05-10,2023,5,10,10.726,1.74054167,22.02916667,209.1077083,,84.87420833,701.5337083,22.64841667,677.8405417,11.775,3.26666667,22.72083333,23.79516667,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-05-09,2023,5,9,13.66320833,1.78541667,32.90833333,196.4681667,,76.39154167,737.7289583,24.645625,677.12725,17.525,4.925,31.50416667,25.20154167,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-05-08,2023,5,8,11.18125,2.07758333,36.4375,198.7964167,,71.497625,687.2635417,27.60616667,676.6112917,17.50833333,3.90833333,34.7,25.379,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-05-07,2023,5,7,10.134,1.55091304,25.1,213.8000435,,81.67913043,580.300087,21.59652174,678.1134783,10.80869565,2.7,21.09130435,24.13582609,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-05-06,2023,5,6,6.41570833,1.8635,39.125,192.5790833,,71.5315,516.6840833,26.00845833,676.9445833,19.2375,,32.50416667,25.01745833,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-05-05,2023,5,5,11.44,1.84108333,39.25833333,207.002,,65.04925,588.5212083,30.71625,676.552875,15.7375,,31.075,25.71104167,
CENTRO CULTURAL DANIEL MANTILLA ORBEGOZO - PIEDECUESTA,2023-05-04,2023,5,4,22.92829167,2.01916667,38.94583333,169.8974167,,65.3315,732.2884583,27.87233333,676.274875,13.73333333,,28.74583333,25.28408333,
