Station,Date,Year,Month,Day,NO,VWind,O3,DWind,PLiquid,HAir10,CO,NO2,P,PM2.5,SO2,RGlobal,TAir10,PM10
CLUB UNIÓN,2023-04-07,2023,4,7,2.82504167,1.47970833,31.1875,282.9355,0,80.32270833,942.7785,13.3055,679.7100417,8.13333333,1.55833333,,22.506625,11.92916667
CLUB UNIÓN,2023-04-06,2023,4,6,8.266375,1.36666667,24.12916667,246.826,0,74.83095833,1207.230875,23.80416667,678.4896667,16.875,1.44166667,,24.09883333,25.43333333
CLUB UNIÓN,2023-04-05,2023,4,5,8.94633333,1.3805,22.20833333,260.33875,0,71.23283333,1319.284958,30.2665,678.1409167,15.275,0.75,,24.67420833,23.32083333
CLUB UNIÓN,2023-04-04,2023,4,4,11.08279167,1.21070833,22.20416667,217.3467917,0,72.45775,1387.059583,32.82925,678.0059167,14.90416667,1.19583333,,25.04033333,24.74166667
CLUB UNIÓN,2023-04-03,2023,4,3,9.86745833,1.28941667,25.1,221.5355833,0,72.24104167,1284.977958,29.640375,678.4003333,11.77083333,0.62916667,,24.98958333,19.52083333
CLUB UNIÓN,2023-04-02,2023,4,2,8.23645833,1.30408333,22.67083333,260.2904583,0,75.30354167,1305.028667,29.997375,679.374,15.60416667,1.0875,,23.9975,22.48333333
CLUB UNIÓN,2023-04-01,2023,4,1,9.55658333,1.333875,24.0625,236.97075,0.04166667,76.74545833,1416.324667,32.47241667,679.765875,18.75416667,1.32083333,,23.76020833,26.25833333
CLUB UNIÓN,2023-03-31,2023,3,31,11.98116667,1.293125,23.40833333,242.725125,0,73.467,1504.309458,38.13058333,679.5533333,21.47916667,0.49166667,,24.89120833,32.10416667
CLUB UNIÓN,2023-03-30,2023,3,30,13.19695833,1.46858333,23.8125,242.2418333,0,74.836375,1449.306417,37.15875,679.3317083,24.425,1.55,,24.20716667,34.27916667
CLUB UNIÓN,2023-03-29,2023,3,29,11.51729167,1.33529167,23.36666667,260.1687083,0,76.31604167,1457.830458,37.86216667,679.242,27.6375,1.80416667,,23.50120833,36.525
CLUB UNIÓN,2023-03-28,2023,3,28,10.45491667,1.430625,30.02083333,232.9856667,0.01666667,72.96379167,1285.0255,32.90183333,679.4349167,16.64166667,2.3,,23.66366667,23.48333333
CLUB UNIÓN,2023-03-27,2023,3,27,9.737875,1.38266667,27.1125,242.8901667,0.97491667,72.78708333,1351.413042,34.02858333,679.6201667,20.5375,0.8375,,24.27254167,30.18333333
CLUB UNIÓN,2023-03-26,2023,3,26,7.553375,1.2915,29.17083333,247.33475,0,73.84595833,1252.33275,32.00195833,679.5127083,28.80833333,1.03333333,,24.38854167,38.775
CLUB UNIÓN,2023-03-25,2023,3,25,10.59216667,1.35420833,34.55416667,239.9416667,0.025,74.03170833,1339.815667,38.107,679.7424583,27.74583333,0.81666667,,23.94183333,37.7
CLUB UNIÓN,2023-03-24,2023,3,24,9.43383333,1.32095833,34.93333333,243.2963333,0,73.72441667,1347.905083,36.03979167,679.5005833,38.09583333,1.44583333,,24.33979167,49.56666667
CLUB UNIÓN,2023-03-23,2023,3,23,8.095875,1.31875,35.325,258.209,0.46666667,73.08845833,1255.689625,34.17479167,679.6960417,40.24583333,1.20416667,,24.207875,50.85416667
CLUB UNIÓN,2023-03-22,2023,3,22,9.75308333,1.461125,32.61666667,251.267375,0,75.33716667,1250.000958,33.38141667,679.46925,34.7,0.84166667,,23.87604167,44.87083333
CLUB UNIÓN,2023-03-21,2023,3,21,8.37541667,1.47658333,30.42916667,218.258125,0.00833333,77.85204167,1091.038917,28.63154167,679.9945,23.32916667,1.2125,,23.59691667,31.52916667
CLUB UNIÓN,2023-03-20,2023,3,20,6.90379167,1.30729167,29.52916667,246.3972083,0.00833333,71.60925,921.26,21.49829167,680.8710417,19.4,0.85833333,,24.507125,27.73333333
CLUB UNIÓN,2023-03-19,2023,3,19,4.97583333,1.42945833,27.4,258.128125,0.01666667,77.40520833,863.80775,18.52070833,680.7713333,16.8625,1.3875,,23.6795,22.97916667
CLUB UNIÓN,2023-03-18,2023,3,18,9.50204167,1.61008333,22.95,292.694625,0.00833333,77.570875,952.5037083,23.3095,680.5477917,14.5875,1.14166667,,23.74116667,24.36666667
CLUB UNIÓN,2023-03-17,2023,3,17,11.71341667,1.51241667,16.40416667,278.091375,0.01666667,81.69754167,1075.708917,28.500375,680.5190417,11.18333333,0.94166667,,22.44420833,18.67083333
CLUB UNIÓN,2023-03-16,2023,3,16,13.20079167,1.367125,13.93333333,231.539875,0.01666667,85.12033333,1111.171542,31.33458333,680.9346667,9.9,0.7875,,21.687625,16.79166667
CLUB UNIÓN,2023-03-15,2023,3,15,11.91670833,1.459,16.80833333,253.8800833,0.48329167,82.07520833,1063.870417,30.32195833,680.6957917,10.09166667,0.55416667,,22.40270833,16.6125
CLUB UNIÓN,2023-03-14,2023,3,14,19.13170833,1.268375,16.05833333,270.43425,0.175,81.31616667,1209.80375,33.29425,681.0314167,9.32916667,2.17083333,,22.66841667,17.59583333
CLUB UNIÓN,2023-03-13,2023,3,13,16.757875,1.165375,9.02916667,189.8284167,0,89.54320833,1256.456167,35.82041667,681.7101667,10.9875,0.40416667,,20.86166667,17.62916667
CLUB UNIÓN,2023-03-12,2023,3,12,11.900625,0.83741667,14.6875,225.193875,0,87.34941667,1061.462125,36.65679167,681.412875,12.37916667,1.67916667,,21.13366667,17.3625
CLUB UNIÓN,2023-03-11,2023,3,11,17.33975,0.747625,11.58333333,221.394625,0,91.31391667,1284.63525,46.65466667,681.1444583,15.7125,1.16666667,,19.83241667,21.07916667
CLUB UNIÓN,2023-03-10,2023,3,10,19.643125,1.33008333,16.07083333,208.171375,0,74.71241667,1145.227792,35.92379167,680.557375,12.59166667,1.15833333,,22.74345833,22.875
CLUB UNIÓN,2023-03-09,2023,3,9,16.7065,1.03579167,10.68333333,241.7435833,0,89.35079167,1072.980292,34.91979167,681.1559167,10.87083333,0.99166667,,20.249875,18.51666667
CLUB UNIÓN,2023-03-08,2023,3,8,15.39766667,1.48654167,14.75416667,235.2145,0,82.101875,988.1034583,30.51491667,680.2455833,12.64583333,0.89166667,,22.06233333,22.47916667
CLUB UNIÓN,2023-03-07,2023,3,7,20.58066667,1.400625,15.3625,186.3422917,0.00833333,79.62595833,1144.586417,45.48244444,679.4868333,9.48333333,0.525,,22.88170833,17.0875
CLUB UNIÓN,2023-03-06,2023,3,6,,1.40991667,16.84166667,229.8612917,0,77.461625,900.864125,,679.342125,13.8125,0.39230769,,24.25708333,21.44166667
CLUB UNIÓN,2023-03-05,2023,3,5,,1.35104348,22.67391304,268.6967391,0,77.97782609,849.8778696,,679.204087,20.6,1.80434783,94.2695,24.40778261,27.7826087
CLUB UNIÓN,2023-03-04,2023,3,4,,1.28775,24,214.4340833,0,81.32354167,1172.571083,,678.5695,32.01666667,1.07083333,61.33808333,23.82483333,41.35833333
CLUB UNIÓN,2023-03-03,2023,3,3,,1.4805,31.925,249.632625,0,68.70891667,1014.814958,,677.5026667,22.62083333,1.1,143.5615,26.12675,33.2125
CLUB UNIÓN,2023-03-02,2023,3,2,,1.29054167,27.48333333,220.745625,0,71.51116667,1003.729875,,678.2642083,27.21666667,1.6875,119.01975,25.29079167,38.70416667
CLUB UNIÓN,2023-03-01,2023,3,1,,1.28309091,26.67727273,240.1828636,0,73.63740909,1143.944045,,679.7233636,18.78181818,1.50909091,138.7184546,24.49554545,26.64090909
CLUB UNIÓN,2023-02-28,2023,2,28,,1.50075,35.70416667,231.8168333,0,67.44929167,865.735,,679.674375,19.3,1.475,173.3190417,25.643125,29.02083333
CLUB UNIÓN,2023-02-27,2023,2,27,,1.64916667,40.75,247.4422083,0,66.98775,780.8674583,,679.7167917,18.6125,1.94166667,177.5745417,25.41266667,30.27916667
CLUB UNIÓN,2023-02-26,2023,2,26,8.9903,1.28704348,40.30434783,244.9414783,0,66.83717391,823.842,47.5182,679.6176957,26.90434783,1.45294118,182.8723044,24.9293913,37.97391304
CLUB UNIÓN,2023-02-25,2023,2,25,16.57408333,1.24658333,37.47083333,218.8932917,0.00833333,62.846875,971.139875,61.68325,679.9506667,25.4125,0.8875,175.7697917,24.89545833,37.75
CLUB UNIÓN,2023-02-24,2023,2,24,13.44214286,1.23641667,30.08333333,211.291625,0.01666667,66.01829167,1069.222375,61.64633333,680.6185833,24.71666667,1.14166667,155.771375,24.54366667,36.44583333
CLUB UNIÓN,2023-02-23,2023,2,23,14.67466667,1.19891667,30.56666667,221.5363333,0,69.69591667,947.1620417,38.339625,680.9956667,19.25416667,1.17083333,175.4032917,23.6525,28.55416667
CLUB UNIÓN,2023-02-22,2023,2,22,15.91733333,1.21745833,16.25,205.4495417,0,78.28645833,1024.790125,40.45054167,681.31725,17.75833333,0.9875,60.50425,21.72525,28.09583333
CLUB UNIÓN,2023-02-21,2023,2,21,11.21429167,1.47329167,29.24583333,192.8567917,0,72.86366667,933.442,35.32004167,679.5649583,19.98333333,1.39166667,136.14875,23.62270833,29.4875
CLUB UNIÓN,2023-02-20,2023,2,20,6.097875,1.46691667,37.34166667,261.7035417,0,67.67095833,707.5034583,29.99958333,679.034875,16.92916667,2.6,165.042125,24.97166667,28.0875
CLUB UNIÓN,2023-02-19,2023,2,19,7.28730435,1.34078261,30.60869565,204.7656957,0,65.9536087,615.3426957,27.99230435,678.9765652,13.36956522,1.02173913,178.9646087,24.91613043,21.37826087
CLUB UNIÓN,2023-02-18,2023,2,18,9.33120833,1.54354167,22.6,201.7218333,0,66.46283333,671.2106667,44.30745833,679.113375,8.96666667,2.2875,163.2100833,24.26266667,16.0625
CLUB UNIÓN,2023-02-17,2023,2,17,18.62766667,1.440625,16.41666667,215.9836667,0,77.3885,1137.272917,50.52566667,678.3448333,17.97083333,2.21666667,128.679375,23.93079167,26.24583333
CLUB UNIÓN,2023-02-16,2023,2,16,27.76933333,1.1565,10.74583333,181.6056667,0,80.33466667,988.3802632,42.35675,678.984125,15.84166667,1.13333333,72.239875,23.20304167,25.225
CLUB UNIÓN,2023-02-15,2023,2,15,16.09658333,1.34554167,11.97916667,254.9018333,1.766625,84.02504167,847.3732941,35.22283333,679.2762917,10.94166667,0.6625,102.5837917,23.07291667,16.34583333
CLUB UNIÓN,2023-02-14,2023,2,14,14.78195455,1.27259091,19.33636364,248.6414091,0,73.02154545,1138.088636,34.84795455,678.9793182,16.19090909,1.31363636,120.1428636,24.69172727,26.57272727
CLUB UNIÓN,2023-02-13,2023,2,13,8.69479167,1.48845833,19.58333333,199.8505833,0.24166667,76.1305,1005.339625,29.39558333,678.48525,14.25833333,0.55,139.424125,24.08975,20.89583333
CLUB UNIÓN,2023-02-12,2023,2,12,8.2545,1.40441667,27.64166667,274.573625,0,70.14920833,925.6436667,26.3225,677.85875,17.3875,1.35416667,150.5260833,24.97420833,26.65833333
CLUB UNIÓN,2023-02-11,2023,2,11,8.27004167,1.450125,25.03333333,262.3707083,0,70.38004167,1061.379417,52.81745833,678.2109167,18.23333333,3.41666667,133.5304583,24.88541667,29.5625
CLUB UNIÓN,2023-02-10,2023,2,10,13.62266667,1.33091667,25.6625,246.0699583,0,69.72604167,1325.234583,40.76858333,678.4774583,27.02916667,1.71111111,134.84625,24.85208333,40.69166667
CLUB UNIÓN,2023-02-09,2023,2,9,15.55383333,1.29,20.9375,234.9885417,0,69.367875,1141.589875,36.9385,679.1144167,14.34166667,3.19583333,111.3919167,23.81775,27.64166667
CLUB UNIÓN,2023-02-08,2023,2,8,11.100625,1.46116667,16.4625,236.2774167,0,67.83766667,1018.223917,29.493625,678.791375,15.63333333,1.2,154.4083333,24.746125,28.85416667
CLUB UNIÓN,2023-02-07,2023,2,7,13.83575,1.43445833,23.87083333,213.2199167,0,68.77920833,1122.955,31.10020833,678.9796667,19.45416667,1.6625,136.1309583,24.89025,32.325
CLUB UNIÓN,2023-02-06,2023,2,6,14.23629167,1.216,23.24166667,226.9854167,0,69.67070833,1228.62775,35.38333333,679.3394583,22.75,0.6875,109.9580833,24.44383333,35.50416667
CLUB UNIÓN,2023-02-05,2023,2,5,6.59220833,1.187,32.29583333,215.945375,0,68.60066667,842.750875,23.983125,679.9352083,23.77083333,1.125,149.50975,24.50745833,34.80416667
CLUB UNIÓN,2023-02-04,2023,2,4,9.01333333,1.42979167,34.95416667,243.345,0,69.07229167,961.8136667,29.2185,680.6962083,23.45,2.07083333,143.9755,24.24208333,37.3625
CLUB UNIÓN,2023-02-03,2023,2,3,11.70025,1.40183333,30.90416667,232.1605,0,64.26279167,1059.8325,35.46345833,679.7833333,20.8,1.5375,168.5614583,24.34983333,34.6
CLUB UNIÓN,2023-02-02,2023,2,2,13.38754167,1.33325,29.22083333,205.1959583,0,66.19791667,1067.388958,35.48883333,679.5482083,20.75833333,1.24166667,173.102125,23.69425,33.975
CLUB UNIÓN,2023-02-01,2023,2,1,13.872375,1.28341667,28.69166667,220.6218333,0,65.72808333,1000.979125,32.624,679.690375,18.54583333,1.73333333,168.8678333,24.008125,33.05
CLUB UNIÓN,2023-01-31,2023,1,31,8.71723529,1.37916667,20.65416667,245.572125,0.01666667,66.19916667,1024.560417,33.133,679.6814583,16.75416667,1.44166667,132.8052083,24.20429167,31.5
CLUB UNIÓN,2023-01-30,2023,1,30,13.78158333,1.25920833,28.92916667,220.9511667,0,66.06645833,875.1095833,37.54095833,679.397125,16.4875,1.60416667,175.1899583,24.42566667,29.74166667
CLUB UNIÓN,2023-01-29,2023,1,29,11.9745,1.24395833,25.99583333,225.476,0,64.49304167,856.6045417,37.88525,678.75175,16.90833333,1.58333333,176.7363333,24.027375,27.52083333
CLUB UNIÓN,2023-01-28,2023,1,28,13.71395833,1.14520833,24.37916667,196.4971667,0,64.56366667,1018.442083,48.65291667,678.96725,18.15833333,1.7,176.9731667,23.57295833,32.45
CLUB UNIÓN,2023-01-27,2023,1,27,14.444375,1.37704167,25.79583333,232.3670417,0,64.86395833,887.590875,41.33054167,679.08825,16.28333333,2.29166667,177.2382083,23.95279167,29.6125
CLUB UNIÓN,2023-01-26,2023,1,26,17.32727273,1.22258333,17.1952381,218.145,0.13329167,65.57075,1430.016696,42.91240909,678.899,13.27083333,1.05454545,179.07325,23.49841667,26.225
CLUB UNIÓN,2023-01-25,2023,1,25,18.35154167,1.08770833,19.2,211.2192083,0,68.9135,1881.647583,37.59258333,679.0457083,14.25,1.27916667,141.64325,23.754375,26.5625
CLUB UNIÓN,2023-01-24,2023,1,24,14.98975,1.1875,19.5875,239.9807083,0,73.15316667,1764.624542,32.67225,679.5044583,16.20416667,1.67916667,115.7414167,23.51633333,26.98333333
CLUB UNIÓN,2023-01-23,2023,1,23,10.133375,1.101,20.89166667,221.2110417,0,71.64270833,1698.422875,32.191125,679.7305417,17.22916667,1.00833333,141.860875,23.760875,28.02083333
CLUB UNIÓN,2023-01-22,2023,1,22,11.42720833,1.23658333,20.1,174.859875,0,74.16733333,1413.4595,26.40020833,678.96975,15.14166667,1.2125,104.5059583,22.99004167,23.6625
CLUB UNIÓN,2023-01-21,2023,1,21,13.71395833,1.30179167,24.66666667,236.6177917,0,71.74770833,1583.846083,29.37070833,679.2972917,14.27916667,0.83333333,170.14325,23.593875,24.125
CLUB UNIÓN,2023-01-20,2023,1,20,14.444375,1.41945833,20.95,269.1815417,0.00833333,71.67770833,1485.876875,27.87283333,680.1915833,12.99166667,1.3375,146.3601667,23.52395833,22.31666667
CLUB UNIÓN,2023-01-19,2023,1,19,16.40229167,1.45220833,17.90833333,235.0754167,0,74.62141667,1474.77975,28.42495833,680.2989583,12.85416667,1.92916667,144.2404583,23.38333333,23.8125
CLUB UNIÓN,2023-01-18,2023,1,18,18.35154167,1.374375,16.525,216.34325,0,75.55141667,1527.718875,29.91825,679.8588333,13.025,0.85,140.2563333,23.47470833,23.38333333
CLUB UNIÓN,2023-01-17,2023,1,17,14.98975,1.39375,21.2625,249.3851667,0,74.70491667,1359.723958,24.78941667,679.437125,11.07083333,1.8875,152.9967083,23.78441667,20.2375
CLUB UNIÓN,2023-01-16,2023,1,16,10.41513043,1.75708696,18.07826087,259.2908261,0,75.36126087,1146.153174,19.46486957,680.0783478,7.76956522,0.61304348,143.1589565,23.28856522,14.10434783
CLUB UNIÓN,2023-01-15,2023,1,15,7.48154167,1.71375,18.85,248.8980833,0,77.86720833,1073.523083,17.00479167,680.5716667,9.76666667,1.16666667,125.2775,23.383125,16.04166667
CLUB UNIÓN,2023-01-14,2023,1,14,15.82379167,1.36291667,17.40833333,251.5312917,0.22495833,78.412,1304.686375,21.13916667,680.4345833,8.44583333,1.22083333,141.92425,23.10879167,15.225
CLUB UNIÓN,2023-01-13,2023,1,13,17.53329167,1.32420833,13.24166667,263.7218333,0.05,76.77758333,1407.003958,24.55175,680.0465,9.5875,0.34166667,126.2977083,23.62325,18.4125
CLUB UNIÓN,2023-01-12,2023,1,12,18.50083333,1.56020833,13.9875,214.157,0,77.98729167,1332.453042,23.612375,680.5489583,6.25833333,1.1125,125.0986667,22.92529167,12.85416667
CLUB UNIÓN,2023-01-11,2023,1,11,18.734,1.19733333,16.325,200.8249583,0.84166667,78.98675,1362.429667,22.82491667,680.9086667,4.45,0.925,97.22195833,21.80833333,9.65
CLUB UNIÓN,2023-01-10,2023,1,10,11.24070833,1.38958333,25.225,235.506,1.45829167,84.47441667,1103.645833,17.87733333,681.1383333,4.65,0.825,130.4086667,21.54904167,7.95833333
CLUB UNIÓN,2023-01-09,2023,1,9,5.53943478,1.35021739,22.03043478,235.6762174,0.6,80.51630435,861.0075652,11.19713043,680.9953044,8.76086957,1.55217391,91.36582609,22.6033913,12.76521739
CLUB UNIÓN,2023-01-08,2023,1,8,9.01221739,1.27752174,19.89130435,231.4980435,0.00869565,78.546,981.3566957,14.19678261,681.0257391,10.26086957,1.22608696,115.3,23.14891304,16.0826087
CLUB UNIÓN,2023-01-07,2023,1,7,14.38875,1.24166667,19.7875,244.8541667,0.03333333,80.39583333,1236.239125,19.63270833,680.8958333,12.77083333,1.3125,94.65833333,22.84166667,20.525
CLUB UNIÓN,2023-01-06,2023,1,6,19.09783333,1.21666667,24.55454545,232.1333333,0,77.19166667,1324.524583,23.04675,680.575,13.0375,1.725,104.5708333,23.17083333,23.6
CLUB UNIÓN,2023-01-05,2023,1,5,17.237625,1.10416667,19.50434783,235.0375,0,76.12083333,1214.892167,22.58258333,680.4333333,9.06666667,1.11666667,129.5583333,22.90416667,17.36666667
CLUB UNIÓN,2023-01-04,2023,1,4,18.372125,1.2125,15.14166667,215.6791667,0,78.19583333,1117.2025,20.61491667,680.6666667,7.52916667,0.75833333,92.5,21.9625,13.35
CLUB UNIÓN,2023-01-03,2023,1,3,11.216125,1.39166667,15.80833333,226.5041667,0.83333333,80.57916667,965.6413333,18.49304167,681.0083333,6.44166667,1.7375,102.7708333,21.8875,10.72916667
CLUB UNIÓN,2023-01-02,2023,1,2,18.98754167,1.19166667,13.98333333,191.0416667,0,77.52083333,1203.84375,22.44391667,680.7708333,10.42083333,0.32916667,85.38333333,22.13333333,16.3
CLUB UNIÓN,2023-01-01,2023,1,1,4.67756522,1.29565217,27.43043478,233.8956522,0.70869565,79.47826087,714.952087,11.4623913,680.7956522,9.60869565,2.12173913,136.473913,22.46521739,12.93913043
CLUB UNIÓN,2022-12-31,2022,12,31,13.36265217,1.2826087,27.04090909,254.4304348,0,74.02608696,1084.61687,21.42208696,680.3304348,15.74347826,0.41304348,137.5478261,23.96086957,25.46521739
CLUB UNIÓN,2022-12-30,2022,12,30,20.53741667,1.14583333,27.19565217,256.4625,0,73.1,1298.49275,25.98454167,679.8166667,15.09166667,1.4375,154.5291667,23.83333333,23.55416667
CLUB UNIÓN,2022-12-29,2022,12,29,18.26895833,1.36666667,23.00416667,236.4416667,0.77916667,80.4,1276.072292,25.456125,680.725,10.23333333,0.95,130.7583333,22.6875,16.18333333
CLUB UNIÓN,2022-12-28,2022,12,28,8.26775,1.50833333,28.2125,233.9666667,0.05,74.89166667,823.939875,17.037,680.75,15.02083333,1.025,130.6083333,23.65,26.6
CLUB UNIÓN,2022-12-27,2022,12,27,14.102,1.35,28.0625,251.2791667,0.00833333,73.15833333,1017.252125,24.7305,680.4458333,15.45,2.20416667,160.7666667,23.69166667,28.37916667
CLUB UNIÓN,2022-12-26,2022,12,26,14.45222727,1.24090909,23.6,242.9181818,0,68.50454545,1022.166682,26.69818182,679.45,13.91818182,1.25,147.9,23.70454545,26.24545455
CLUB UNIÓN,2022-12-25,2022,12,25,7.37883333,1.27916667,30.24583333,239.7166667,0,67.99166667,784.3575417,17.6095,678.8958333,17.45833333,1.48333333,174.525,23.75416667,26.58333333
CLUB UNIÓN,2022-12-24,2022,12,24,13.178125,1.2875,28.36666667,245.4625,0,68.59583333,970.5784167,24.02408333,679.0791667,14.42083333,1.875,172.6375,24.43333333,28.65416667
CLUB UNIÓN,2022-12-23,2022,12,23,17.64825,1.37916667,24.98333333,243.1625,0,69.29583333,1213.837125,31.60891667,679.3,14.62083333,1.05555556,173.925,24.67083333,26.68333333
CLUB UNIÓN,2022-12-22,2022,12,22,17.992875,1.25416667,25.375,237.7833333,0,72.85833333,1184.650792,31.19483333,679.3208333,16.875,1.41666667,170.8208333,24.56666667,32.13333333
CLUB UNIÓN,2022-12-21,2022,12,21,15.640625,1.35833333,26.24166667,205.5375,0,69.2375,984.730125,28.68720833,679.5416667,13.5875,1.32105263,168.8041667,24.44583333,27.30833333
CLUB UNIÓN,2022-12-20,2022,12,20,14.83204167,1.2625,25.675,249.7625,0,72.59583333,969.2088333,27.83866667,679.8375,14.67916667,1.97083333,152.9708333,24.03333333,27.29166667
CLUB UNIÓN,2022-12-19,2022,12,19,17.80054167,1.275,19.72916667,219.9125,0,74.50833333,968.628125,25.66620833,679.8708333,13.62916667,0.64166667,150.8208333,23.56666667,25.025
CLUB UNIÓN,2022-12-18,2022,12,18,14.230125,1.21666667,21.07272727,225.3083333,0,77.03333333,795.2588333,19.58634783,678.9958333,14.35833333,0.7,115.2416667,23.17916667,24.20416667
CLUB UNIÓN,2022-12-17,2022,12,17,20.27025,1.26666667,24.70833333,255.1125,0,73.08333333,1061.673417,27.83683333,677.9041667,12.54166667,0.575,145.9666667,24.02916667,22.7875
CLUB UNIÓN,2022-12-16,2022,12,16,24.396625,1.15416667,22.49565217,241.0625,0,72.82916667,1236.708833,31.892125,678.4208333,13.075,1.5375,170.1666667,24.35833333,23.85416667
CLUB UNIÓN,2022-12-15,2022,12,15,20.052375,1.18333333,20.51304348,245.475,0,74.0125,929.40775,28.14133333,679.1791667,9.99583333,2.29565217,146.1916667,23.92916667,18.17916667
CLUB UNIÓN,2022-12-14,2022,12,14,24.407625,1.34166667,16.64285714,197.2291667,0,77.45833333,1014.205833,25.56529167,679.1875,11.05,1.32,132.7,23.22083333,18.49583333
CLUB UNIÓN,2022-12-13,2022,12,13,13.41057895,1.3875,19.95,238.1083333,1.35,82.54583333,805.0037143,21.58584211,679.2916667,9.64166667,1.75,120.0791667,22.72916667,15.69583333
CLUB UNIÓN,2022-12-12,2022,12,12,20.93920833,1.3375,18.45652174,241.3833333,0.625,79.04166667,1225.555083,25.615,679.5666667,11.64583333,1.30833333,133.6541667,23.0125,19.40416667
CLUB UNIÓN,2022-12-11,2022,12,11,18.246625,1.40833333,17.54166667,193.0625,0.01666667,87.05,1129.96025,22.55058333,683.9833333,13.04583333,0.91666667,114.2375,22.39583333,20.51666667
CLUB UNIÓN,2022-12-10,2022,12,10,15.0255,1.43333333,20.1375,227.9625,0.3375,84.4875,1137.394167,29.79383333,684.1833333,15.09583333,2.4,138.1375,22.55833333,25.34166667
CLUB UNIÓN,2022-12-09,2022,12,9,15.27241667,1.30416667,20.34583333,254.7458333,0,82.47916667,1068.954417,30.46804167,683.4875,12.46666667,1.3,108.2666667,22.18333333,21.24583333
CLUB UNIÓN,2022-12-08,2022,12,8,12.029,1.3375,24.75833333,251.0333333,0,79.77083333,821.11375,19.65066667,683.9791667,12.02916667,1.93333333,152.8916667,22.19166667,19.11666667
CLUB UNIÓN,2022-12-07,2022,12,7,16.52416667,1.52916667,19.6875,190.1125,0.075,78.54583333,895.2207083,22.90275,684.675,7.35,1.14583333,138.6916667,22.425,13.62916667
CLUB UNIÓN,2022-12-06,2022,12,6,16.95995833,1.44583333,16.30833333,210.4583333,0.10833333,83.3125,932.8121667,25.22216667,683.9416667,8.9625,1.5,134.2791667,22.625,17.60833333
CLUB UNIÓN,2022-12-05,2022,12,5,13.073375,1.40833333,18.4375,219.9458333,0.025,83.15,777.761875,19.48979167,683.375,7.61666667,0.65416667,130.2458333,22.43333333,14.6625
CLUB UNIÓN,2022-12-04,2022,12,4,14.50779167,1.25,21.4826087,259.125,0,77.59166667,748.2769167,18.23029167,679.0875,9.47083333,1.37083333,142.925,22.95833333,18
CLUB UNIÓN,2022-12-03,2022,12,3,16.61808333,1.3625,19.71666667,252.8541667,0,73.8,776.279875,22.84020833,679.4458333,7.375,1.27916667,149.175,22.74166667,13.70833333
CLUB UNIÓN,2022-12-02,2022,12,2,28.69154167,1.51666667,17.81304348,240.35,0,76.975,1167.63675,28.11429167,679.0166667,9.38333333,0.94583333,127.2541667,22.39166667,17.82916667
CLUB UNIÓN,2022-12-01,2022,12,1,27.25875,1.46666667,11.39166667,216.6375,0.04166667,79.49583333,1031.492083,24.01183333,678.9708333,6.4125,2.08695652,78.0125,21.84583333,12.83333333
CLUB UNIÓN,2022-11-30,2022,11,30,13.40822727,1.45,10.96190476,212.8708333,0.275,82.17083333,658.5706364,20.07245455,679.2541667,6.35416667,0.57142857,101.4958333,21.925,11.72916667
CLUB UNIÓN,2022-11-29,2022,11,29,9.619,1.62916667,17.58333333,222.8541667,0.05833333,81.22916667,605.6197917,22.58070588,679.2291667,5.58333333,1.44166667,99.29166667,22.1375,10.7625
CLUB UNIÓN,2022-11-28,2022,11,28,,1.575,20.24166667,254.9708333,0,80.66666667,597.3390833,,679.5791667,5.575,,125.4333333,22.29166667,10.625
CLUB UNIÓN,2022-11-27,2022,11,27,,1.24166667,19.47894737,214.0375,0.475,82.66666667,691.845625,,680.3,9.36666667,,87.7875,22.04583333,15.55416667
CLUB UNIÓN,2022-11-26,2022,11,26,,1.3625,13.45833333,254.8375,1.00833333,82.67083333,691.1980833,,680.6083333,8.90416667,,93.4875,22.47916667,16.33333333
CLUB UNIÓN,2022-11-25,2022,11,25,,1.51666667,14.25,242,0.00833333,78.72083333,878.5337391,,679.6833333,9.42083333,1.34,124.4583333,23.2,18.71666667
CLUB UNIÓN,2022-11-24,2022,11,24,,1.46666667,18.63529412,239.6708333,0,76.9625,577.3432917,,679.5708333,7.58333333,0.51666667,124.45,23.09166667,14.9875
CLUB UNIÓN,2022-11-23,2022,11,23,,1.45,17.12727273,238.7791667,0.14583333,77.68333333,541.5559583,,679.5666667,6.3625,0.82916667,138.3875,22.85,12.4
CLUB UNIÓN,2022-11-22,2022,11,22,,1.62916667,16.7625,281.1666667,0,78.87083333,382.3527778,,679.3916667,4.97083333,1.04583333,145.4666667,23.63333333,9.83333333
CLUB UNIÓN,2022-11-21,2022,11,21,,1.575,15.88181818,247.6333333,0.025,80.34166667,611.0726154,,679.0291667,5.75,1.21666667,124.9916667,23.12916667,11.19583333
CLUB UNIÓN,2022-11-20,2022,11,20,35.04322727,1.17826087,28.30909091,208.6130435,0.00869565,75.57826087,792.5801,45.28063636,678.4086957,8.68181818,0.80588235,165.8086957,24.2,15.24545455
CLUB UNIÓN,2022-11-19,2022,11,19,45.1822381,1.16666667,11.16666667,224.2041667,0.01666667,76.85416667,1024.247625,47.9952381,678.8291667,6.64166667,1.22083333,142.9166667,23.30833333,13.97916667
