Station,Date,Year,Month,Day,NO,VWind,O3,DWind,PLiquid,HAir10,CO,NO2,P,PM2.5,SO2,RGlobal,TAir10,PM10
CLUB UNIÓN,2023-08-26,2023,8,26,18.74929167,0.993875,24.5625,187.096,0,67.87066667,1210.572083,27.97045833,684.19025,9.8625,0.85833333,187.5699167,25.16820833,16.8875
CLUB UNIÓN,2023-08-25,2023,8,25,20.09308333,0.94629167,21.14583333,173.554875,0.40829167,77.43783333,1349.800958,30.63570833,685.0370833,9.49166667,0.74583333,138.9526667,24.079625,17.23333333
CLUB UNIÓN,2023-08-24,2023,8,24,13.21925,1.11575,25.71666667,160.9065833,0,77.43166667,979.2060833,23.23654167,684.9997083,7.22083333,1.2625,179.1887917,24.18770833,13.4875
CLUB UNIÓN,2023-08-23,2023,8,23,15.87504167,0.92129167,24.11666667,171.5345417,0.06666667,75.35679167,1038.498,26.114125,684.093,4.49583333,1.25416667,167.4310417,23.71883333,11.40833333
CLUB UNIÓN,2023-08-22,2023,8,22,12.95529167,1.25945833,28.41666667,106.223,1.72491667,82.56666667,1080.080542,27.81316667,683.29025,4.92916667,0.34583333,117.529875,22.4085,11.20416667
CLUB UNIÓN,2023-08-21,2023,8,21,4.99825,1.31516667,32.07083333,174.3893333,0.04166667,76.30729167,725.2167083,17.362375,682.4210833,7.375,1.45,171.199625,24.56354167,13.975
CLUB UNIÓN,2023-08-20,2023,8,20,4.2773913,1.19473913,35.79130435,139.3772609,0,77.97056522,731.4127391,17.60808696,682.6205652,8.91304348,2.22173913,93.09473913,24.29595652,14.79565217
CLUB UNIÓN,2023-08-19,2023,8,19,10.92125,1.34354167,30.02083333,112.18525,0,72.45308333,960.8327917,25.63066667,682.8475833,11.8375,1.54583333,180.4109583,25.029625,19.7625
CLUB UNIÓN,2023-08-18,2023,8,18,15.80575,1.17675,22.075,187.7485,0,74.19783333,1098.970292,29.718,683.7817917,8.50416667,0.60416667,129.2729167,24.499375,16.57083333
CLUB UNIÓN,2023-08-17,2023,8,17,17.98825,1.04333333,28.5,175.996125,0,73.32429167,1166.671125,31.62466667,684.2029167,7.7375,1.69166667,163.8292083,25.01145833,15.45
CLUB UNIÓN,2023-08-16,2023,8,16,17.17395833,1.06395833,11.21764706,120.532125,0.15833333,77.88679167,1122.375375,33.18245833,684.3479167,8.17083333,0.69166667,146.593875,23.77333333,15.95833333
CLUB UNIÓN,2023-08-15,2023,8,15,13.97733333,1.16154167,14.25294118,129.6420417,0,76.037375,1012.221333,28.41194444,684.133375,10.84166667,1.17142857,128.7914167,23.76920833,19.62916667
CLUB UNIÓN,2023-08-14,2023,8,14,17.86016667,0.831125,27.0625,185.2296667,0.00833333,72.67933333,1261.423,35.503,684.2875417,11.05,0.50833333,114.60925,24.30195833,18.87916667
CLUB UNIÓN,2023-08-13,2023,8,13,11.4843913,0.893,27.5826087,158.3952174,0.12173913,71.75230435,926.8214783,24.63878261,683.986,8.76086957,1.86521739,152.440913,24.53808696,14.99130435
CLUB UNIÓN,2023-08-12,2023,8,12,17.18875,0.95325,27.56666667,154.5561667,0.09166667,72.05733333,1132.058583,31.575125,684.2601667,9.77916667,1.73333333,151.65175,25.01679167,17.475
CLUB UNIÓN,2023-08-11,2023,8,11,16.28266667,0.8765,27.8125,198.37075,0,72.11145833,1184.048792,34.69033333,684.4517917,10.60833333,1.95,140.8523333,24.91570833,19.15416667
CLUB UNIÓN,2023-08-10,2023,8,10,14.243,1.07195833,26.14583333,172.2467917,0,72.07283333,1119.519583,34.64658333,685.1225,10.61666667,2.11666667,143.5830417,24.48758333,20.77083333
CLUB UNIÓN,2023-08-09,2023,8,9,14.16125,1.089875,26.525,180.903875,0,73.84129167,1041.3635,27.37791667,685.4046667,11.28333333,0.70833333,124.3562083,25.11133333,19.9
CLUB UNIÓN,2023-08-08,2023,8,8,15.75975,0.85879167,21.125,213.8340833,0.03333333,74.49179167,1024.506125,28.37770833,685.7015417,10.3375,0.5875,136.3785417,25.45704167,18.07083333
CLUB UNIÓN,2023-08-07,2023,8,7,6.33729167,0.814875,32.03333333,187.4047917,0.00833333,76.40616667,705.3992083,20.50370833,685.8265417,8.63333333,2.24166667,114.2497083,24.34816667,14.41666667
CLUB UNIÓN,2023-08-06,2023,8,6,11.98026087,1.08586957,34.59130435,101.6814348,0.06086957,71.40452174,917.3184348,26.01465217,684.5371304,12.98695652,1.65217391,150.5157826,25.74895652,19.73913043
CLUB UNIÓN,2023-08-05,2023,8,5,19.92625,0.85241667,26.35416667,158.9926667,0.00833333,68.816625,1134.709792,31.32129167,684.4876667,12.33333333,1.2375,174.2705833,25.86108333,21.74583333
CLUB UNIÓN,2023-08-04,2023,8,4,22.56483333,0.60620833,23.68333333,143.066375,0.20829167,73.7255,1338.204917,39.64458333,684.9176667,13.49166667,0.88333333,123.0977083,24.92375,23.1
CLUB UNIÓN,2023-08-03,2023,8,3,12.69554167,0.98458333,33.75416667,149.1290417,0,74.72016667,981.7386667,29.62208333,685.64275,10.28333333,1.72083333,125.1509167,24.39758333,18.93333333
CLUB UNIÓN,2023-08-02,2023,8,2,16.25554167,1.04791667,30.25,219.686625,0,75.46716667,1047.870375,27.90125,686.1944583,11.74583333,1.14782609,149.123875,24.88333333,20.075
CLUB UNIÓN,2023-08-01,2023,8,1,19.26768182,0.89104167,19.03043478,128.1830833,0.00833333,77.01891667,1053.352609,26.59552174,686.2284167,8.625,0.58571429,128.7226667,24.20970833,15.82083333
CLUB UNIÓN,2023-07-31,2023,7,31,19.09104167,1.01804167,22.1625,111.186625,0.03333333,78.68925,1008.153625,24.568,685.561875,5.6625,0.5125,132.73125,23.66383333,11.96666667
CLUB UNIÓN,2023-07-30,2023,7,30,12.09630435,0.79843478,31.12173913,156.3425217,0.20865217,74.21365217,840.2126957,24.334,684.6174783,9.23043478,0.56956522,147.3821739,25.53095652,15.09130435
CLUB UNIÓN,2023-07-29,2023,7,29,19.49195833,0.97883333,28.9625,87.586,0,71.35525,1006.557083,29.933375,684.789,8.16666667,1.20833333,177.0220417,25.53620833,15
CLUB UNIÓN,2023-07-28,2023,7,28,31.36154167,0.49975,18.60416667,152.1052083,0.18333333,75.7125,1343.25225,33.87945833,685.1573333,8.95,1.35,129.2187917,24.20791667,17.55416667
CLUB UNIÓN,2023-07-27,2023,7,27,16.28483333,0.75379167,26.09166667,139.8759167,0.33333333,75.74641667,938.3812917,27.58983333,684.7235833,6.59166667,0.61666667,130.630125,24.26516667,15.10416667
CLUB UNIÓN,2023-07-26,2023,7,26,10.236625,1.18441667,27.8375,146.7572917,0.11666667,80.40383333,744.4785,23.90770833,684.59975,8.92916667,1.12916667,145.379375,23.88075,15.55416667
CLUB UNIÓN,2023-07-25,2023,7,25,14.05720833,0.85595833,28.57083333,153.25275,0.091625,74.99175,918.6324583,29.22145833,684.6894167,11.42916667,1.30416667,133.3275833,24.742125,18.4875
CLUB UNIÓN,2023-07-24,2023,7,24,13.999125,0.73275,30.75,212.563375,0.2,72.021125,940.2646667,31.25308333,685.2040417,9.65833333,0.50833333,174.4419167,25.58483333,17.3625
CLUB UNIÓN,2023-07-23,2023,7,23,10.6355,0.47941667,30.8125,157.8419583,0.05,69.37991667,704.2815,24.608375,685.4246667,8.34166667,1.25,146.65175,25.49991667,14.25
CLUB UNIÓN,2023-07-22,2023,7,22,16.617375,0.70825,23.42083333,131.6021667,0,73.595875,901.3260417,28.65320833,684.530625,11.47916667,0.9875,108.0706667,24.82983333,20.30416667
CLUB UNIÓN,2023-07-21,2023,7,21,15.25141667,0.79233333,28.8875,162.0234167,0.04166667,70.10370833,977.6547917,31.84741667,683.8125417,11.76666667,0.42083333,158.424875,25.94758333,22.2
CLUB UNIÓN,2023-07-20,2023,7,20,9.674,0.78433333,34.53333333,144.2315833,0,70.16304167,702.0362917,25.61704167,684.2315417,11.60833333,0.55416667,158.1579167,26.24020833,20.12916667
CLUB UNIÓN,2023-07-19,2023,7,19,20.71166667,0.66395833,24.15833333,153.9897917,0,70.72095833,898.0915,29.02966667,685.39475,8.51666667,0.6173913,138.9434583,25.17354167,17.45
CLUB UNIÓN,2023-07-18,2023,7,18,20.58254545,0.94258333,20.51304348,181.63475,0,76.55229167,860.4542609,27.79168182,683.0286818,9.99583333,0.3125,0,24.79158333,18.9875
CLUB UNIÓN,2023-07-17,2023,7,17,19.24883333,1.35816667,23.19166667,171.937125,0.05,76.19670833,915.5917917,27.25579167,679.870625,8.70833333,0.79166667,,24.94504167,16.0875
CLUB UNIÓN,2023-07-16,2023,7,16,12.14986957,1.3473913,26.21304348,213.9462609,0,77.3013913,656.369087,22.02678261,679.3397391,11.35217391,1.0173913,,24.58191304,17.7
CLUB UNIÓN,2023-07-15,2023,7,15,15.8785,1.312375,30.53333333,218.456875,0,74.83925,779.9009167,26.932125,679.2311667,9.45416667,1.19166667,,24.67416667,16.90833333
CLUB UNIÓN,2023-07-14,2023,7,14,23.7406087,0.92365217,21.00434783,234.3453913,0.17391304,80.14678261,1252.631913,38.63221739,678.9332609,13.66956522,1.00869565,,23.63469565,24.75217391
CLUB UNIÓN,2023-07-13,2023,7,13,15.44170833,1.30620833,34.50833333,236.8952083,0,70.20575,681.492,27.01745833,678.2963333,7.77083333,2.00416667,,25.58095833,16.425
CLUB UNIÓN,2023-07-12,2023,7,12,19.774125,1.50025,24.25833333,130.50775,0,74.318625,842.518,30.14620833,679.3849167,7.6875,1.3125,,23.980375,16.15
CLUB UNIÓN,2023-07-11,2023,7,11,27.70283333,0.93695833,17.65416667,195.0655417,0.50829167,78.90195833,1162.695875,36.26941667,679.9936667,9.12083333,0.475,,23.21554167,18.55
CLUB UNIÓN,2023-07-10,2023,7,10,15.86195833,1.14725,25.325,175.3678333,0.00833333,75.258125,801.6483333,30.191125,679.6269583,8.00833333,0.78333333,,24.54570833,15.8375
CLUB UNIÓN,2023-07-09,2023,7,9,13.34813043,1.10452174,25.66521739,213.6692609,0,74.74347826,522.9948261,19.09191304,680.2851304,6.74782609,3.36956522,,24.706,11.85652174
CLUB UNIÓN,2023-07-08,2023,7,8,22.573375,0.99675,18.30833333,207.439375,0.15,81.09075,846.778,26.00591667,680.4847917,8.69583333,0.34583333,,23.26629167,16.04583333
CLUB UNIÓN,2023-07-07,2023,7,7,10.78795652,1.79,27.06086957,176.249087,0.8173913,79.96465217,506.8868696,17.43665217,679.9881304,7.29565217,0.74782609,,23.91791304,13.0826087
CLUB UNIÓN,2023-07-06,2023,7,6,14.496875,1.33529167,26.49583333,158.8148333,0.04166667,80.236375,695.5107917,23.98754167,679.8920833,9.825,0.57083333,,24.279375,18.74166667
CLUB UNIÓN,2023-07-05,2023,7,5,14.96566667,1.339,24.6875,187.0332917,0,77.18729167,667.195875,23.80966667,680.6212083,9.49166667,1.72608696,,24.40525,16.80833333
CLUB UNIÓN,2023-07-04,2023,7,4,10.6916087,1.48275,25.10909091,188.905125,0,79.20679167,684.2218696,28.19145833,680.914625,7.55,1.125,,24.25958333,13.59583333
CLUB UNIÓN,2023-07-03,2023,7,3,16.78345833,1.353625,,228.6720833,0,76.58558333,1003.321917,44.87725,680.6695,6.92916667,0.44166667,,24.16620833,12.69166667
CLUB UNIÓN,2023-07-02,2023,7,2,23.22963636,1.35240909,,155.5705909,0.20909091,80.10795455,1092.013045,46.50481818,680.0440909,6.90909091,3.46818182,,23.32036364,12.8
CLUB UNIÓN,2023-07-01,2023,7,1,19.28883333,1.3035,,160.4967083,0.25,80.571375,1244.778875,53.055875,679.5210417,9.71666667,0.58333333,,24.64975,16.35
CLUB UNIÓN,2023-06-30,2023,6,30,22.91145833,1.31425,,184.56175,0.025,75.44916667,1230.6595,52.16333333,679.4620417,7.42916667,0.63333333,,25.453125,14.97916667
CLUB UNIÓN,2023-06-29,2023,6,29,19.66914815,1.27896296,26.1,194.9222222,0.27403704,76.26140741,1124.192889,51.81744444,679.265963,7.77407407,0.75555556,,24.99985185,15.5962963
CLUB UNIÓN,2023-06-28,2023,6,28,16.341875,1.29525,,190.6544583,0.00833333,74.84741667,1063.316917,52.77383333,679.7075833,7.04583333,0.75,,24.55895833,13.5625
CLUB UNIÓN,2023-06-27,2023,6,27,17.31425,1.28575,,193.66325,0.00833333,78.88591667,917.85025,44.39416667,680.1725,7.92916667,0.54166667,,24.23279167,15.7375
CLUB UNIÓN,2023-06-26,2023,6,26,19.202125,1.0525,,208.5797917,0.11666667,83.50545833,1149.355125,55.93225,680.8823333,6.91666667,0.75,,22.87454167,13.45833333
CLUB UNIÓN,2023-06-25,2023,6,25,14.27030435,1.43134783,,196.1376957,0.50434783,81.66856522,917.1811739,39.78526087,680.1103913,7.8826087,0.64347826,,23.34013043,13.46086957
CLUB UNIÓN,2023-06-24,2023,6,24,15.59645833,1.53833333,,167.0422917,3.216625,84.31729167,1061.674333,52.56220833,680.0586667,5.69166667,0.3375,,23.022,10.32916667
CLUB UNIÓN,2023-06-23,2023,6,23,26.81408333,1.35641667,,216.5799167,0.00833333,78.31370833,1204.385667,47.020375,679.9934583,8.44166667,0.38333333,,23.9835,17.24583333
CLUB UNIÓN,2023-06-22,2023,6,22,26.10908333,1.37866667,,206.011375,0.616625,77.96954167,1276.950125,49.73204167,679.524625,10.35,0.65833333,,24.12679167,20.70416667
CLUB UNIÓN,2023-06-21,2023,6,21,23.91933333,1.335,,148.8356667,0,69.11745833,1233.635833,50.276125,678.5945833,10.89166667,0.75416667,,25.53458333,20.55833333
CLUB UNIÓN,2023-06-20,2023,6,20,18.204,1.04604167,8.525,212.4105,0,72.04875,1212.168565,39.04495,678.849625,9.92083333,0.92727273,,25.7845,20.44583333
CLUB UNIÓN,2023-06-19,2023,6,19,13.74233333,1.020875,26.37083333,181.2155833,0,72.97083333,889.0647917,20.93479167,679.554125,6.675,1.15833333,,25.4185,12.51666667
CLUB UNIÓN,2023-06-18,2023,6,18,19.93752174,1.19421739,20.91304348,168.3966522,0,76.73373913,996.2224348,20.66065217,680.1559565,6.30869565,0.90434783,,23.79373913,11.69565217
CLUB UNIÓN,2023-06-17,2023,6,17,32.134625,1.134875,16.225,151.0674167,0.20833333,79.38429167,1419.117125,30.48841667,680.3342917,8.95,0.60416667,,22.90654167,15.97083333
CLUB UNIÓN,2023-06-16,2023,6,16,23.37704167,1.18304167,21.39583333,232.90475,0.125,75.97904167,1346.024417,34.34804167,679.8493333,10.75,3.19583333,,24.30983333,21.08333333
CLUB UNIÓN,2023-06-15,2023,6,15,19.75383333,1.35508333,22.38333333,205.1244583,0,75.96495833,1136.746625,28.11408333,679.316375,7.18333333,0.8125,,24.43304167,15.22916667
CLUB UNIÓN,2023-06-14,2023,6,14,15.71570833,1.27120833,26.72083333,240.1037083,0,73.66029167,1062.776292,29.83379167,679.3262917,10.13333333,1.88333333,,24.83566667,18.69166667
CLUB UNIÓN,2023-06-13,2023,6,13,22.819875,1.31304167,22.88333333,145.4632917,0,69.52533333,1146.591583,33.61745833,679.1048333,8.1375,2.10416667,,25.37975,15.2375
CLUB UNIÓN,2023-06-12,2023,6,12,16.45641667,1.11066667,19.675,181.4939583,0,72.67029167,930.2380833,21.61754167,679.8275833,7.55416667,1.20833333,,24.10458333,13.75833333
CLUB UNIÓN,2023-06-11,2023,6,11,12.761,1.32413043,26.19565217,184.333087,0.20869565,79.14782609,833.2114783,19.88021739,680.8164348,7.21304348,2.00434783,,24.1136087,13.44347826
CLUB UNIÓN,2023-06-10,2023,6,10,27.468625,1.3575,17.45416667,180.2553333,0.05833333,80.530625,1187.967958,25.18608333,681.0194167,7.12083333,1.80416667,,23.31508333,14.4375
CLUB UNIÓN,2023-06-09,2023,6,9,23.049,1.28225,21.0625,149.23,0.04166667,85.06041667,1177.913,27.36608333,681.3074583,9.725,1.3,,23.15429167,18.34166667
CLUB UNIÓN,2023-06-08,2023,6,8,27.15645833,1.19658333,14.71666667,176.1867917,1.92491667,84.18275,1335.913,33.84679167,681.2672917,7.3375,0.7875,,22.65675,14.025
CLUB UNIÓN,2023-06-07,2023,6,7,23.70908333,1.30708333,25.1,173.2593333,0.00833333,77.98525,1174.227708,30.27008333,680.3130833,8.91666667,1.4125,,24.23883333,18.0625
CLUB UNIÓN,2023-06-06,2023,6,6,19.34365217,1.08841667,18.3375,219.265,0.01666667,79.57375,1123.165652,26.83743478,680.5665833,6.9125,0.52380952,,23.56145833,14.53333333
CLUB UNIÓN,2023-06-05,2023,6,5,18.58458333,1.41758333,21.12083333,163.2387917,0.175,82.43991667,1000.452167,25.09529167,680.9041667,6.92083333,1.125,,22.88854167,14.2625
CLUB UNIÓN,2023-06-04,2023,6,4,14.15513043,1.43934783,26.32173913,191.012913,0.52169565,82.0093913,764.3474783,21.35434783,680.0668696,7.64782609,1.26521739,,23.38952174,13.78695652
CLUB UNIÓN,2023-06-03,2023,6,3,14.647125,1.27758333,23.5875,218.8665833,0,72.49404167,1023.7055,26.80283333,679.0110833,8.975,0.97083333,,25.34829167,17.49166667
CLUB UNIÓN,2023-06-02,2023,6,2,15.324875,1.16,16.57916667,158.515375,0.00833333,78.001625,1380.193375,30.42325,680.0462917,9.6875,1.05,,23.741,20.25833333
CLUB UNIÓN,2023-06-01,2023,6,1,11.50029167,1.43420833,13.46666667,179.533625,0.00833333,82.77604167,945.0123333,21.92695833,680.909375,10.44583333,0.60833333,,22.603375,19.27083333
CLUB UNIÓN,2023-05-31,2023,5,31,15.72883333,1.42225,21.52916667,174.3223333,0,75.326,864.7119583,24.743375,680.196875,5.8125,0.82083333,,24.48916667,12.82083333
CLUB UNIÓN,2023-05-30,2023,5,30,32.89325,1.411375,16.95,187.7835417,0.075,78.43704167,855.3562917,23.55804167,680.4049583,5.5625,0.99166667,,23.69116667,12.7
CLUB UNIÓN,2023-05-29,2023,5,29,6.41075,1.50483333,22.6375,191.805375,0.05,76.40816667,797.0440833,21.79858333,680.0492917,6.07916667,1.14583333,,24.23225,12.825
CLUB UNIÓN,2023-05-28,2023,5,28,13.84052174,1.12982609,18.62608696,192.0291304,0.06086957,81.34030435,764.3749565,20.29330435,680.6492174,7.31304348,1.73478261,,23.19856522,13.28695652
CLUB UNIÓN,2023-05-27,2023,5,27,14.647125,1.47279167,21.34166667,164.4965,0.09166667,77.72883333,793.7679583,24.532,680.8897917,6.1,1.57916667,,23.60816667,12
CLUB UNIÓN,2023-05-26,2023,5,26,15.324875,1.63075,18.99583333,168.7510417,0.05833333,77.345125,884.6048333,25.82108333,680.4049583,6.89166667,1.37916667,,23.82845833,13.70833333
CLUB UNIÓN,2023-05-25,2023,5,25,11.50029167,1.45475,20.05833333,218.225375,0.125,78.769,701.1645417,23.06458333,679.0032083,7.22916667,1.17916667,,23.75995833,13.7125
CLUB UNIÓN,2023-05-24,2023,5,24,15.72883333,1.42208333,18.90833333,181.243375,0.00833333,78.33675,824.1410417,23.83975,679.117375,7.11666667,1.03478261,,23.964875,15.19583333
CLUB UNIÓN,2023-05-23,2023,5,23,18.65826087,1.35508333,23.37916667,189.4542083,0,80.01133333,883.10575,24.87921739,680.2172083,7.97916667,0.67777778,,23.81491667,15.7375
CLUB UNIÓN,2023-05-22,2023,5,22,6.41075,1.44095833,30.22916667,191.3200833,1.08333333,84.542375,455.8021667,16.01941667,679.9887083,4.4625,0.55,,22.64079167,8.32083333
CLUB UNIÓN,2023-05-21,2023,5,21,4.17173913,1.51652174,36.02173913,194.768,0,82.46969565,397.2332174,15.52465217,679.5097391,9.02608696,0.7173913,,23.88465217,13.58695652
CLUB UNIÓN,2023-05-20,2023,5,20,9.89941667,1.49754167,32.49166667,154.2645,0,77.46170833,696.6562083,25.05179167,679.1719167,11.25833333,0.475,,25.14670833,19.59583333
CLUB UNIÓN,2023-05-19,2023,5,19,10.300375,1.68191667,35.72916667,232.4185833,0.025,72.97333333,654.643,25.96279167,679.1767917,8.81666667,1.05,,25.87345833,16.4375
CLUB UNIÓN,2023-05-18,2023,5,18,8.52679167,1.65720833,32.09583333,118.8514167,0,68.19125,485.7215417,23.59229167,679.471375,5.92916667,1.0625,,26.185125,12.49583333
CLUB UNIÓN,2023-05-17,2023,5,17,10.91691667,1.760625,27.15833333,137.262125,0.06666667,79.48483333,501.0935833,17.79745833,680.5815833,7.88333333,0.5,,24.53525,13.89166667
CLUB UNIÓN,2023-05-16,2023,5,16,17.04741667,1.39416667,25.50416667,147.2432917,0.00833333,80.64883333,622.558875,20.694625,681.32375,7.69583333,0.95833333,,23.7945,15.25833333
CLUB UNIÓN,2023-05-15,2023,5,15,17.32358333,1.30341667,22.1625,162.2198333,0,80.9125,659.8995,21.32004167,681.706875,7.29583333,0.47916667,,23.79808333,13.6875
CLUB UNIÓN,2023-05-14,2023,5,14,11.41391304,1.34095652,32.23478261,167.6953478,0,78.16630435,471.9036087,19.36191304,680.33,8.07391304,0.76956522,,24.38847826,13.49565217
CLUB UNIÓN,2023-05-13,2023,5,13,15.58591667,1.52366667,34.05416667,164.0391667,0,74.51666667,610.482125,28.27920833,679.1455417,8.2875,1.25833333,,25.12725,15.54583333
CLUB UNIÓN,2023-05-12,2023,5,12,16.539375,1.4275,27.7125,145.9224167,0,76.11875,669.6958333,27.80170833,679.512375,10.51666667,0.78333333,,24.64720833,19.175
CLUB UNIÓN,2023-05-11,2023,5,11,10.86433333,1.32866667,31.32380952,143.8373333,0,73.51333333,506.0352917,26.19116667,679.7999167,7.94583333,1.12916667,,25.535,16.9
CLUB UNIÓN,2023-05-10,2023,5,10,17.92758333,1.407125,26.4125,148.2006667,0,77.517,754.7467917,25.37491667,680.2311667,9.65,0.97916667,,24.43816667,16.7375
CLUB UNIÓN,2023-05-09,2023,5,9,11.3059,1.23729167,31.20833333,181.2862083,0.05833333,73.339875,708.4480435,30.82075,679.4779583,20.47916667,0.625,,26.04045833,33.05
CLUB UNIÓN,2023-05-08,2023,5,8,6.926,1.4515,31.4125,126.2464583,0,72.67566667,662.2468333,30.402375,679.0140833,17.96666667,0.42083333,,25.51,28.525
CLUB UNIÓN,2023-05-07,2023,5,7,2.19165217,1.42891304,36.34782609,143.8518696,0,74.26908696,490.165,23.76369565,679.3033044,21.29130435,0.4826087,,25.37713043,31.15217391
CLUB UNIÓN,2023-05-06,2023,5,6,4.56375,1.412125,41.15833333,135.850875,0,70.76283333,543.9831667,29.8365,679.02625,19.35,0.95416667,,25.88625,29.53333333
CLUB UNIÓN,2023-05-05,2023,5,5,7.59004167,1.28358333,35.68333333,196.3847917,0,68.527625,620.738,32.56033333,678.5926667,16.09166667,1.42083333,,26.53808333,25.99583333
CLUB UNIÓN,2023-05-04,2023,5,4,10.82091667,1.30495833,37.25416667,232.0856667,0,66.04370833,641.638125,33.38429167,678.5120833,12.675,2.425,,26.301875,22.36666667
CLUB UNIÓN,2023-05-03,2023,5,3,10.73995833,1.253625,29.0125,209.7077917,0,65.59291667,675.2684583,33.733875,678.0537083,9.85,2.38333333,,25.77691667,18.59166667
CLUB UNIÓN,2023-05-02,2023,5,2,13.44866667,1.24879167,32.77692308,183.9524583,0,72.61070833,650.4688333,27.94558333,679.1676667,7.27916667,1.63333333,,25.064375,14.66666667
CLUB UNIÓN,2023-05-01,2023,5,1,2.078375,1.175375,,249.2272917,0.00833333,74.69925,343.2750417,15.46133333,680.0234583,5.85833333,1.4,,24.33366667,11.67916667
CLUB UNIÓN,2023-04-30,2023,4,30,18.418,1.28934783,,278.4148261,0.1826087,82.83395652,360.6363478,21.896,680.8073044,6.7,0.99130435,,23.23630435,11.90869565
CLUB UNIÓN,2023-04-29,2023,4,29,,1.294375,,237.119,0.29166667,77.08466667,552.1424167,,680.3425417,8.69166667,2.25416667,,24.1425,15.30416667
CLUB UNIÓN,2023-04-28,2023,4,28,14.67265217,1.48408333,11.26666667,245.3044167,0.09166667,78.37241667,630.9599167,27.02447826,680.244625,9.8125,1.26666667,,23.67241667,16.89583333
CLUB UNIÓN,2023-04-27,2023,4,27,10.35990909,1.51120833,24.3625,238.6584583,0.30829167,79.70620833,482.4977917,26.15677273,680.11425,8.49583333,1.50833333,,23.77979167,15.5875
CLUB UNIÓN,2023-04-26,2023,4,26,13.33125,1.426375,22.25,236.8094167,1.37495833,80.59775,524.9227917,24.26508333,680.2715,8.25833333,0.92083333,,23.318125,14.82916667
CLUB UNIÓN,2023-04-25,2023,4,25,1.88277778,1.37195833,28.62173913,268.3227917,0.01666667,76.126375,386.8497273,25.87188889,680.205125,15.05833333,,,24.75325,25.75833333
CLUB UNIÓN,2023-04-24,2023,4,24,,1.42695833,19.9375,254.8456667,0,80.25941667,409.3398333,,680.3815833,12.60833333,,,23.31941667,21.93333333
CLUB UNIÓN,2023-04-23,2023,4,23,,1.2926087,20.20869565,260.535913,0,76.21591304,569.1387,,679.7926522,9.76956522,1.5,,23.92634783,17.4826087
CLUB UNIÓN,2023-04-22,2023,4,22,21.71506667,1.16541667,12.2826087,250.8915833,0.29166667,84.98466667,615.4499167,28.9204,679.9167917,11.08333333,2.07916667,,21.8255,17.82083333
CLUB UNIÓN,2023-04-21,2023,4,21,18.74641667,1.34845833,15.37916667,208.71525,0,81.0735,629.7499167,30.28291667,680.0669583,13.125,1.69166667,,22.34079167,22.01666667
CLUB UNIÓN,2023-04-20,2023,4,20,24.59695833,1.27995833,14.40416667,230.129625,0.1,79.78954167,764.9294167,33.65270833,679.7184583,14.11666667,1.5375,,23.47225,23.675
CLUB UNIÓN,2023-04-19,2023,4,19,15.858875,1.37133333,23.99444444,239.4045417,0,76.43345833,545.0479583,30.81458333,679.017375,10.83333333,0.35833333,,24.03929167,19.33333333
CLUB UNIÓN,2023-04-18,2023,4,18,8.87483333,1.42833333,25.06666667,289.4121667,0,75.34575,383.58575,24.72008333,679.5908333,8.64166667,1.53333333,,24.04441667,14.875
CLUB UNIÓN,2023-04-17,2023,4,17,8.20104167,1.3535,23.78333333,242.4360833,0.375,82.94170833,400.2522083,25.592625,680.1169167,7.025,0.54583333,,22.61383333,11.625
CLUB UNIÓN,2023-04-16,2023,4,16,3.17534783,1.49769565,26.9826087,291.3531304,0.6956087,83.15765217,229.12,20.69995652,680.2737391,10.92608696,0.57826087,,23.01391304,14.6173913
CLUB UNIÓN,2023-04-15,2023,4,15,9.11858333,1.52745833,25.9,237.69225,1.566625,75.32841667,,29.91575,679.1940833,18.24583333,1.05416667,,24.97629167,27.3
CLUB UNIÓN,2023-04-14,2023,4,14,12.56857143,1.42304167,17.73181818,230.307125,0,72.90695833,,31.91195238,678.4222083,16.03333333,1.67083333,,25.1285,24.925
CLUB UNIÓN,2023-04-13,2023,4,13,20.39304167,1.10695833,14.0125,216.80675,0.49158333,75.89329167,2097.016071,46.72920833,678.244625,14.5375,0.3875,,24.01304167,24.86666667
CLUB UNIÓN,2023-04-12,2023,4,12,12.95283333,1.33579167,18.43333333,237.8331667,0.03333333,77.50133333,1489.6955,32.72616667,678.9496667,11.07083333,1.44583333,,24.027375,18.8125
CLUB UNIÓN,2023-04-11,2023,4,11,8.06866667,1.531875,18.6,232.45725,0,78.99579167,1349.519542,29.57833333,679.6007083,12.3875,0.69583333,,23.716,21.17916667
CLUB UNIÓN,2023-04-10,2023,4,10,10.21068421,1.35952632,16.08947368,194.3755833,0,75.00116667,1310.695947,28.41889474,679.6911579,11.92105263,0.6,,24.415,18.82105263
CLUB UNIÓN,2023-04-09,2023,4,9,7.97386957,1.23743478,24.61304348,233.0485652,0,73.79517391,1193.072826,20.94630435,679.7877826,11.25652174,1.1,,24.75908696,18.77826087
CLUB UNIÓN,2023-04-08,2023,4,8,6.20354167,1.381125,21.64166667,260.1204583,0,75.16233333,1113.356333,20.31991667,680.129125,9.40833333,0.61666667,,23.65675,15.42916667
