Station,Date,Year,Month,Day,P,VWind,O3,DWind,PLiquid,PM2.5,PM10,RGlobal,SO2 TR,HAir10,TAir10
HOSPITAL DEL NORTE,2023-06-10,2023,6,10,696.009,1.80670833,11.4125,212.6425833,0.01666667,6.49583333,18.17916667,,1.87916667,85.19325,23.523125
HOSPITAL DEL NORTE,2023-06-09,2023,6,9,696.28275,1.53541667,12.8625,208.425875,0.08333333,12.57916667,25.2875,,4.04166667,87.52266667,23.83079167
HOSPITAL DEL NORTE,2023-06-08,2023,6,8,696.2227917,1.80116667,11.29166667,213.8169583,0.725,8.14583333,19.46666667,,3.15,85.763,23.61825
HOSPITAL DEL NORTE,2023-06-07,2023,6,7,695.25575,1.78633333,16.4125,190.1217083,0.00833333,8.79583333,23.025,,1.9,81.716125,24.55979167
HOSPITAL DEL NORTE,2023-06-06,2023,6,6,695.5008333,1.49670833,12.01666667,177.643,0.01666667,8.625,26.19166667,,2.01666667,81.456875,24.209625
HOSPITAL DEL NORTE,2023-06-05,2023,6,5,695.903625,1.54958333,11.30416667,150.7694167,0.19166667,8.3375,21.17916667,,1.89583333,87.245,23.45316667
HOSPITAL DEL NORTE,2023-06-04,2023,6,4,695.0123913,1.72869565,14.84347826,196.415087,0.45217391,7.9,17.17391304,,3.3,84.96730435,24.07817391
HOSPITAL DEL NORTE,2023-06-03,2023,6,3,693.8809167,1.76645833,19.3625,221.3275417,0,10.8875,24.53333333,,,77.77295833,25.49095833
HOSPITAL DEL NORTE,2023-06-02,2023,6,2,694.9878333,1.3975,12.47083333,212.3859583,0.00833333,9.64166667,24.80833333,,,84.133875,24.06120833
HOSPITAL DEL NORTE,2023-06-01,2023,6,1,695.9204583,1.65479167,10.07916667,189.7425417,0.03333333,5.48333333,15.73333333,,2.44444444,87.03091667,22.958375
HOSPITAL DEL NORTE,2023-05-31,2023,5,31,695.130375,2.13816667,17.89583333,247.738125,0.01666667,5.5625,14.4125,,1.70833333,80.07191667,24.92
HOSPITAL DEL NORTE,2023-05-30,2023,5,30,695.3444583,2.04458333,15.34583333,225.4419167,0.05833333,5.12916667,13.90416667,,2.30833333,81.40520833,24.39158333
HOSPITAL DEL NORTE,2023-05-29,2023,5,29,694.9893333,1.893625,16.17083333,179.2927083,0,6.9625,17.68333333,,2.08333333,82.034,24.66329167
HOSPITAL DEL NORTE,2023-05-28,2023,5,28,695.605,1.3653913,10.66956522,146.3023913,0.09565217,6.96521739,17.66956522,,1.89130435,86.42443478,23.20326087
HOSPITAL DEL NORTE,2023-05-27,2023,5,27,695.8302917,2.11195833,19.46666667,176.2385833,0.48333333,5.6,13.55833333,,1.81666667,80.93025,24.17779167
HOSPITAL DEL NORTE,2023-05-26,2023,5,26,695.333125,1.98366667,20,194.408875,0.00833333,6.04583333,15.6375,,3.09166667,81.38008333,24.57170833
HOSPITAL DEL NORTE,2023-05-25,2023,5,25,693.9511667,1.85883333,15.4375,186.572375,0.00833333,7.70416667,19.89583333,,2.72083333,83.9,24.146125
HOSPITAL DEL NORTE,2023-05-24,2023,5,24,694.046625,1.68054167,16.00833333,182.5218333,0.00833333,7.89166667,19.27916667,,2.47916667,84.11595833,24.39875
HOSPITAL DEL NORTE,2023-05-23,2023,5,23,695.183125,1.813,15.19583333,158.5225417,0,8.89166667,21.62916667,,2.96666667,85.81045833,24.09795833
HOSPITAL DEL NORTE,2023-05-22,2023,5,22,694.9761667,1.653875,17.51666667,205.499,0.87491667,4.925,11.92083333,,2.07916667,90.05716667,23.055875
HOSPITAL DEL NORTE,2023-05-21,2023,5,21,694.4556087,1.71043478,19.07826087,221.9808261,0,8.00869565,15.03043478,,1.77826087,87.06456522,24.26130435
HOSPITAL DEL NORTE,2023-05-20,2023,5,20,694.0769167,1.81191667,17.29583333,189.014625,0,10.84583333,20.75416667,,3.3875,84.022,25.30775
HOSPITAL DEL NORTE,2023-05-19,2023,5,19,694.0458333,1.848875,24.65833333,179.5156667,0,8.15833333,18.7625,,2.55416667,76.98054167,26.09866667
HOSPITAL DEL NORTE,2023-05-18,2023,5,18,694.351,2.132375,25.95833333,172.2007917,0,6.86666667,17.15416667,,5.215,74.00091667,26.37404167
HOSPITAL DEL NORTE,2023-05-17,2023,5,17,695.5342083,1.905625,18.77916667,219.9035833,0.00833333,7.13333333,16.33333333,,4.25416667,83.37545833,25.102125
HOSPITAL DEL NORTE,2023-05-16,2023,5,16,696.320125,1.88333333,14.51666667,186.257375,0,7.8625,19.46666667,,1.7625,84.468625,24.17754167
HOSPITAL DEL NORTE,2023-05-15,2023,5,15,696.6820417,1.74866667,14.2875,207.2455833,0.05,6.92083333,17.39583333,,1.5875,85.02575,24.29754167
HOSPITAL DEL NORTE,2023-05-14,2023,5,14,695.2601739,1.84117391,19.86086957,221.4348261,0.23478261,11.85652174,20.92608696,,2.84782609,84.3606087,24.626
HOSPITAL DEL NORTE,2023-05-13,2023,5,13,694.0559583,2.12858333,27.47916667,198.3727917,0.791625,10.09166667,21.55,,1.975,80.213625,25.09633333
HOSPITAL DEL NORTE,2023-05-12,2023,5,12,694.40775,1.80070833,20.16666667,171.6569583,0.08333333,8.525,19.27083333,,1.08333333,80.07020833,25.01920833
HOSPITAL DEL NORTE,2023-05-11,2023,5,11,694.6917083,2.10970833,26.02916667,215.2648333,0.00833333,6.84166667,16.15,,1.80833333,75.12658333,26.06783333
HOSPITAL DEL NORTE,2023-05-10,2023,5,10,695.1623333,1.97895833,23.3125,171.5151667,0.33333333,8.69583333,16.56666667,,2.29166667,81.70045833,24.94483333
HOSPITAL DEL NORTE,2023-05-09,2023,5,9,694.3145833,1.9555,30.44166667,219.9912917,0,19.90833333,32.82916667,,2.79583333,75.28154167,26.68391667
HOSPITAL DEL NORTE,2023-05-08,2023,5,8,693.8784167,1.60995833,26.725,227.7475417,0,18.50833333,32.74166667,,3.42083333,77.46216667,25.78558333
HOSPITAL DEL NORTE,2023-05-07,2023,5,7,694.1873044,2.08956522,33.07391304,194.340913,0,20.13913043,31.49130435,,3.17826087,75.54113043,25.6833913
HOSPITAL DEL NORTE,2023-05-06,2023,5,6,693.8587083,2.38083333,43.95833333,185.919,0,18.8125,30.8375,,2.35416667,67.61145833,26.43225
HOSPITAL DEL NORTE,2023-05-05,2023,5,5,693.4412083,2.21179167,37.63333333,191.9785833,0,14.4,26.27916667,,1.4875,67.96954167,27.077375
HOSPITAL DEL NORTE,2023-05-04,2023,5,4,693.4285833,1.97766667,42.72916667,210.876,0,14.19583333,26.47916667,,3.80833333,67.42375,26.67625
HOSPITAL DEL NORTE,2023-05-03,2023,5,3,692.9792083,2.29770833,39.6125,185.2047083,0,8.41666667,16.74583333,,2.41818182,60.11354167,26.47775
HOSPITAL DEL NORTE,2023-05-02,2023,5,2,694.1315417,2.10133333,29.9625,224.49325,0,7.04166667,15.66666667,,0.30416667,70.156125,25.78766667
HOSPITAL DEL NORTE,2023-05-01,2023,5,1,695.059625,1.70708333,22.70833333,224.0092917,0,6.1625,14.55833333,,0.65416667,77.95516667,24.78975
HOSPITAL DEL NORTE,2023-04-30,2023,4,30,695.8808261,1.59317391,16.6826087,172.5483478,0.06086957,5.75652174,13.60869565,,0.3,85.20673913,24.16478261
HOSPITAL DEL NORTE,2023-04-29,2023,4,29,695.3780417,1.702875,21.96666667,189.2331667,0.30829167,9.45416667,20.34583333,,,81.91675,24.81541667
HOSPITAL DEL NORTE,2023-04-28,2023,4,28,695.2950833,1.90416667,18.1625,151.0285833,0.06666667,10.15416667,20.525,,,83.54475,24.24991667
HOSPITAL DEL NORTE,2023-04-27,2023,4,27,695.1611667,1.724,21.91666667,197.8902917,0.06666667,7.94583333,20.6375,,,80.88004167,24.42079167
HOSPITAL DEL NORTE,2023-04-26,2023,4,26,695.3217917,1.599125,21.91666667,200.5283333,1.28329167,7.46666667,16.4125,,,83.598375,24.098625
HOSPITAL DEL NORTE,2023-04-25,2023,4,25,695.2300417,1.846625,28.42916667,201.455125,0,12.8625,23.89166667,,,78.36470833,25.32366667
HOSPITAL DEL NORTE,2023-04-24,2023,4,24,695.4646667,1.84091667,20.59166667,192.696375,0,9.90833333,20.4,,,82.52995833,23.76258333
HOSPITAL DEL NORTE,2023-04-23,2023,4,23,694.854913,1.67495652,24.04782609,200.1271304,0,11.18695652,24.75652174,,,81.26613043,24.37647826
HOSPITAL DEL NORTE,2023-04-22,2023,4,22,695.030125,1.12083333,13.3,204.31325,0.84166667,9.5375,19.40416667,,,88.16004167,22.58645833
HOSPITAL DEL NORTE,2023-04-21,2023,4,21,695.178625,1.45158333,16.8,173.4452917,0,11.67083333,26.3875,,,85.31429167,22.80808333
HOSPITAL DEL NORTE,2023-04-20,2023,4,20,694.75925,1.770125,9.77222222,117.5613333,0.14166667,11.95833333,25.45,,2.48888889,83.796375,23.86191667
HOSPITAL DEL NORTE,2023-04-19,2023,4,19,694.0276667,1.806,22.85833333,178.122,0,8.89166667,19.20416667,,1.675,78.59566667,24.562125
HOSPITAL DEL NORTE,2023-04-18,2023,4,18,694.6348333,1.84783333,24.05416667,168.5992917,0,7.80833333,18.49166667,,1.72916667,79.89891667,24.683
HOSPITAL DEL NORTE,2023-04-17,2023,4,17,695.2193333,1.65304167,24.37916667,225.7998333,0.2,7.45833333,14.35,,1.6625,85.92495833,23.475375
HOSPITAL DEL NORTE,2023-04-16,2023,4,16,695.3586522,1.70678261,32.63478261,232.8773913,1.28691304,11.17826087,16.45652174,,1.31304348,86.86508696,23.73856522
HOSPITAL DEL NORTE,2023-04-15,2023,4,15,694.1759583,1.96158333,30.76666667,197.1121667,0.816625,16.07916667,27.14583333,,2.42083333,77.11066667,25.52508333
HOSPITAL DEL NORTE,2023-04-14,2023,4,14,693.3876667,1.77016667,28.46666667,220.2168333,0,16.49166667,33.23333333,,2.3875,76.26129167,25.62416667
HOSPITAL DEL NORTE,2023-04-13,2023,4,13,693.2254583,1.39608333,19.8375,156.5782917,0,14.80833333,33.73333333,,2.1375,78.84054167,24.26508333
HOSPITAL DEL NORTE,2023-04-12,2023,4,12,693.948125,1.65583333,21.9875,189.4848333,0.01666667,10.32916667,21.55833333,,2.325,80.419875,24.669125
HOSPITAL DEL NORTE,2023-04-11,2023,4,11,694.6287083,1.69666667,21.14583333,200.2910833,0.08333333,11.82083333,22,,1.55416667,82.22620833,24.51870833
HOSPITAL DEL NORTE,2023-04-10,2023,4,10,694.7158421,1.54305263,18.87894737,149.7010417,0,12.05263158,24.07894737,,2.26315789,78.96622222,24.58016667
HOSPITAL DEL NORTE,2023-04-09,2023,4,9,694.8424167,1.822625,27.39166667,197.8118333,0,9.85416667,17.94583333,,1.42083333,77.737875,25.21870833
HOSPITAL DEL NORTE,2023-04-08,2023,4,8,695.2182917,1.618,21.5625,242.4512917,0.00833333,9.62083333,19.275,,1.52916667,81.44329167,24.010875
HOSPITAL DEL NORTE,2023-04-07,2023,4,7,694.8370417,1.78945833,33.57916667,214.9280833,0.55,8.23333333,13.69583333,,1.18333333,84.98858333,23.11745833
HOSPITAL DEL NORTE,2023-04-06,2023,4,6,693.4958333,1.66583333,26.6125,184.9835833,0,14.80416667,23.4875,,1.95416667,77.43658333,24.43120833
HOSPITAL DEL NORTE,2023-04-05,2023,4,5,693.119875,1.65970833,24.27916667,176.9666667,0.00833333,14.46666667,25.89583333,,2.0125,75.32233333,24.95758333
HOSPITAL DEL NORTE,2023-04-04,2023,4,4,692.9643333,1.68370833,28.55,198.8348333,0.23329167,13.875,23.71666667,,2.73333333,75.51041667,25.53954167
HOSPITAL DEL NORTE,2023-04-03,2023,4,3,693.3599167,1.70104167,29.375,223.9260417,0,11.27916667,20.925,,1.34166667,74.97845833,25.54454167
HOSPITAL DEL NORTE,2023-04-02,2023,4,2,694.5132174,1.91852174,23.00434783,251.7187391,0,15.37391304,25.54347826,,1.95217391,77.67008696,24.78695652
HOSPITAL DEL NORTE,2023-04-01,2023,4,1,694.7853333,1.97179167,25.26666667,172.479375,0.06666667,18.19583333,28,,2.2375,75.50070833,24.77645833
HOSPITAL DEL NORTE,2023-03-31,2023,3,31,694.5298333,1.97475,27.25416667,183.0549167,0,19.64166667,31.49583333,,2.07083333,74.42295833,24.8755
HOSPITAL DEL NORTE,2023-03-30,2023,3,30,694.7535833,1.70733333,28.61666667,234.726875,0,21.19166667,31.79583333,,1.8625,77.49045833,24.53216667
HOSPITAL DEL NORTE,2023-03-29,2023,3,29,694.507625,1.950125,24.02916667,210.7477917,0.14166667,27.93333333,40.20833333,,2.51666667,75.491,24.62520833
HOSPITAL DEL NORTE,2023-03-28,2023,3,28,695.0624167,1.903375,35.40416667,161.3772917,0.93333333,16.8875,26.67083333,,2.44583333,82.424,23.90025
HOSPITAL DEL NORTE,2023-03-27,2023,3,27,695.9195417,2.12441667,35.5125,185.089,0,20.37083333,33.4875,,1.55,70.41995833,25.10754167
HOSPITAL DEL NORTE,2023-03-26,2023,3,26,694.6231667,1.90183333,34.5375,244.145625,0,28.45833333,41.70416667,,2.53333333,77.83883333,24.749875
HOSPITAL DEL NORTE,2023-03-25,2023,3,25,694.7853333,1.97179167,43.50833333,172.479375,0.06666667,27.31666667,40.2,,1.77083333,75.50070833,24.77645833
HOSPITAL DEL NORTE,2023-03-24,2023,3,24,694.5298333,1.97475,42.4625,183.0549167,0,35.09166667,47.4625,,1.93333333,74.42295833,24.8755
HOSPITAL DEL NORTE,2023-03-23,2023,3,23,694.7535833,1.70733333,37.81666667,234.726875,0,42.05416667,55.92083333,,2.67916667,77.49045833,24.53216667
HOSPITAL DEL NORTE,2023-03-22,2023,3,22,694.507625,1.950125,40.48333333,210.7477917,0.14166667,34.00416667,45.9875,,2.34583333,75.491,24.62520833
HOSPITAL DEL NORTE,2023-03-21,2023,3,21,695.0624167,1.903375,32.025,161.3772917,0.93333333,23.16666667,36.00833333,,2.35,82.424,23.90025
HOSPITAL DEL NORTE,2023-03-20,2023,3,20,695.9195417,2.12441667,36.625,185.089,0,15.94583333,24.17916667,,1.06666667,70.41995833,25.10754167
HOSPITAL DEL NORTE,2023-03-19,2023,3,19,695.85375,1.830625,30.51666667,187.79925,0.29166667,15.93333333,24.92916667,,1.39166667,78.14458333,24.30458333
HOSPITAL DEL NORTE,2023-03-18,2023,3,18,695.63575,1.824875,22.21666667,187.4864167,0,14.9875,29.70416667,,1.32916667,81.28158333,24.33583333
HOSPITAL DEL NORTE,2023-03-17,2023,3,17,695.6630417,1.64808333,19.39583333,190.81075,0.10833333,12.04166667,24.35,,,85.94841667,23.1235
HOSPITAL DEL NORTE,2023-03-16,2023,3,16,696.104125,1.66895833,18.325,167.7752083,0.075,11.64583333,24.54583333,,2.65294118,89.55633333,22.31025
HOSPITAL DEL NORTE,2023-03-15,2023,3,15,695.8120417,1.87333333,22.29583333,191.347875,0.15829167,10.075,22.1125,,1.49166667,84.30379167,23.25275
HOSPITAL DEL NORTE,2023-03-14,2023,3,14,696.1534167,1.55816667,18.85416667,206.2386667,0.03333333,11.28333333,24.32083333,,1.3125,86.38554167,23.27958333
HOSPITAL DEL NORTE,2023-03-13,2023,3,13,696.8919167,1.24125,11.89166667,197.6862083,0.06666667,11.3625,24.87083333,,1.70416667,92.58475,21.836875
HOSPITAL DEL NORTE,2023-03-12,2023,3,12,696.5740417,1.07329167,18.125,234.2815833,0.11666667,13.6875,21.79583333,,1.725,91.00979167,22.02425
HOSPITAL DEL NORTE,2023-03-11,2023,3,11,696.362,0.909375,13.25416667,183.324375,1.366625,16.12916667,26.90833333,,3.05833333,96.36508333,20.41441667
HOSPITAL DEL NORTE,2023-03-10,2023,3,10,695.685125,1.64133333,21.54166667,174.894125,0,12,27.47083333,,0.59166667,78.59383333,23.25229167
HOSPITAL DEL NORTE,2023-03-09,2023,3,9,696.378375,0.93795833,12.9875,164.2898333,1.09995833,11.13333333,22.875,,1.24583333,94.86658333,20.78516667
HOSPITAL DEL NORTE,2023-03-08,2023,3,8,695.3763333,1.58516667,20.86666667,223.8869167,0.291625,11.49583333,23.1125,,1.09583333,84.59804167,22.78645833
HOSPITAL DEL NORTE,2023-03-07,2023,3,7,694.554625,1.77770833,20.30416667,196.857,1.72495833,10.02083333,20.76666667,,1.70416667,84.92041667,23.43916667
HOSPITAL DEL NORTE,2023-03-06,2023,3,6,694.3744167,2.07454167,22.275,222.11875,0.04166667,11.74166667,21.2375,,1.31666667,80.73125,24.77570833
HOSPITAL DEL NORTE,2023-03-05,2023,3,5,694.2151739,1.76786957,25.62608696,251.912,0.00869565,21.2,29.73913043,116.2152273,0.6173913,81.62930435,24.96669565
HOSPITAL DEL NORTE,2023-03-04,2023,3,4,693.540125,1.24008333,26.75,176.8967917,0.01666667,30.38333333,44.41666667,67.52104167,0.83333333,80.6565,25.048625
HOSPITAL DEL NORTE,2023-03-03,2023,3,3,692.41925,1.700875,38.58333333,216.4045,0,22.20833333,34.525,150.5769583,1.15,69.94404167,26.82066667
HOSPITAL DEL NORTE,2023-03-02,2023,3,2,693.2175,1.88875,33.12083333,192.33325,0,24.3125,35.075,146.9618333,0.81666667,71.89766667,25.88904167
HOSPITAL DEL NORTE,2023-03-01,2023,3,1,694.832625,1.86833333,34.97916667,202.3202083,0.35833333,20.17083333,30.97083333,118.6246667,0.76666667,77.77745833,24.75266667
HOSPITAL DEL NORTE,2023-02-28,2023,2,28,694.6701667,1.93020833,37.13333333,229.0170833,1.566625,23.18571429,32.55714286,163.351875,1.47916667,72.87754167,25.993
HOSPITAL DEL NORTE,2023-02-27,2023,2,27,694.6960417,2.02845833,48.4125,224.848,0.00833333,,,166.195,0.79166667,67.91379167,26.01745833
HOSPITAL DEL NORTE,2023-02-26,2023,2,26,694.6354348,1.86652174,51.9173913,235.6653044,0,,,170.3301304,2.46086957,66.79643478,25.41808696
HOSPITAL DEL NORTE,2023-02-25,2023,2,25,694.9830833,2.60666667,57.05833333,206.43975,0,,,167.4456667,1.79166667,57.52058333,25.52008333
HOSPITAL DEL NORTE,2023-02-24,2023,2,24,695.663,1.83966667,41.9125,212.13725,0,,,160.361625,2.25833333,67.03004167,25.01583333
HOSPITAL DEL NORTE,2023-02-23,2023,2,23,696.1025,1.644625,36.3875,226.5257083,0,,,165.1714583,1.14545455,73.09358333,24.10220833
HOSPITAL DEL NORTE,2023-02-22,2023,2,22,696.4872083,1.28104167,20.92916667,204.244625,0,,,57.44341667,2.33333333,83.465375,22.22166667
HOSPITAL DEL NORTE,2023-02-21,2023,2,21,694.5861667,1.86116667,39.33333333,179.09225,0.08329167,,,110.2375,1.31666667,73.14366667,24.44541667
HOSPITAL DEL NORTE,2023-02-20,2023,2,20,694.04075,1.89216667,43.71666667,195.0345417,3.541625,,,164.993,1.475,65.59679167,25.68545833
HOSPITAL DEL NORTE,2023-02-19,2023,2,19,693.96,2.29969565,,197.5181304,0,,,174.5133478,,60.33047826,25.63517391
HOSPITAL DEL NORTE,2023-02-18,2023,2,18,694.1440833,2.118875,,192.076375,,,,158.2667083,,68.35154167,24.7575
HOSPITAL DEL NORTE,2023-02-17,2023,2,17,693.346875,1.75779167,,187.3139167,,,,132.2274583,,82.659,24.067125
HOSPITAL DEL NORTE,2023-02-16,2023,2,16,694.0189167,1.37329167,10.89285714,158.2199167,,10.15,27.36428571,72.41729167,1.16363636,82.96691667,23.54620833
HOSPITAL DEL NORTE,2023-02-15,2023,2,15,694.3209583,1.635625,19.475,220.3582083,,10.65,19.07916667,107.2404583,1.9,89.57729167,23.39041667
HOSPITAL DEL NORTE,2023-02-14,2023,2,14,693.9827273,1.65127273,20.85909091,184.1944546,,13.62272727,26.61818182,155.8768182,1.85,77.42786364,25.03213636
HOSPITAL DEL NORTE,2023-02-13,2023,2,13,693.4947917,1.65041667,19.11666667,211.75075,,12.2,19.0125,121.7273333,2.2,79.603875,24.51170833
HOSPITAL DEL NORTE,2023-02-12,2023,2,12,692.8345833,1.81658333,28.55,227.0040833,,15.22083333,26.1,144.092,2.85416667,72.23308333,25.27520833
HOSPITAL DEL NORTE,2023-02-11,2023,2,11,693.1750833,2.03054167,33.62083333,223.39625,,15.63333333,26.00416667,136.6046667,1.10416667,69.32508333,25.57625
HOSPITAL DEL NORTE,2023-02-10,2023,2,10,693.4475833,1.786875,35.5125,206.8542083,,23.49166667,39.21666667,130.387,2.25833333,69.97875,25.35891667
HOSPITAL DEL NORTE,2023-02-09,2023,2,9,694.1395833,1.66508333,28.40833333,220.0183333,,13.59166667,26.5125,114.238125,1.49166667,72.74791667,24.31208333
HOSPITAL DEL NORTE,2023-02-08,2023,2,8,693.7600417,1.733375,36.86666667,212.6285417,,14.8625,28.68333333,142.6817917,0.75,69.257,25.278125
HOSPITAL DEL NORTE,2023-02-07,2023,2,7,693.9668333,1.979125,29.84166667,172.2309167,,18.81666667,34.1,138.371375,2.52083333,71.19629167,24.813125
HOSPITAL DEL NORTE,2023-02-06,2023,2,6,694.3330833,1.78095833,39.81666667,196.8253333,,18.7375,32.11666667,112.376125,2.075,68.66479167,24.92104167
HOSPITAL DEL NORTE,2023-02-05,2023,2,5,694.9502083,1.91216667,44.87916667,180.0454167,,21.90416667,32.83333333,142.846125,0.89166667,68.852125,25.10566667
HOSPITAL DEL NORTE,2023-02-04,2023,2,4,695.7607083,1.9215,46.375,225.946375,,22.54583333,38.175,135.2775417,1.72083333,69.19279167,24.57879167
HOSPITAL DEL NORTE,2023-02-03,2023,2,3,694.84725,1.66716667,36.77083333,226.7985,,22.15,41.625,136.5221667,3.02916667,67.09083333,24.27358333
HOSPITAL DEL NORTE,2023-02-02,2023,2,2,694.603,1.97158333,45.49166667,206.00725,,20.39583333,34.42083333,161.8965833,1.2875,63.323625,24.172625
HOSPITAL DEL NORTE,2023-02-01,2023,2,1,694.7435833,1.85158333,39.84166667,183.0932083,,17.8375,35.41666667,163.7798333,2.85,64.127125,24.57691667
HOSPITAL DEL NORTE,2023-01-31,2023,1,31,694.71025,2.41170833,41.96666667,179.3429583,,13.08333333,24.57916667,154.4572917,0.99583333,61.98525,24.969875
HOSPITAL DEL NORTE,2023-01-30,2023,1,30,694.4418333,1.67954167,36.3,245.17925,,17.99166667,34.84583333,160.9315833,2.37083333,67.899,24.5105
HOSPITAL DEL NORTE,2023-01-29,2023,1,29,693.7740833,1.90633333,43.87083333,236.5543333,,14.75833333,25.87916667,163.5985,1.39166667,62.04345833,24.41875
HOSPITAL DEL NORTE,2023-01-28,2023,1,28,694.0150833,2.13,49.64166667,189.82,,14.14583333,25.29166667,163.1532917,2.0125,57.74591667,24.11108333
HOSPITAL DEL NORTE,2023-01-27,2023,1,27,694.1165,2.43170833,48.5875,185.1938333,,12.92083333,25.90833333,163.7880833,1.80833333,57.25125,24.481125
HOSPITAL DEL NORTE,2023-01-26,2023,1,26,693.9305,2.02683333,39.64166667,208.0071667,,10.70833333,22.54166667,165.9418333,1.525,56.33033333,24.11545833
HOSPITAL DEL NORTE,2023-01-25,2023,1,25,694.0505,1.82579167,32.79565217,209.80725,,12.34583333,24.8125,139.7940833,1.02916667,65.953625,24.47495833
HOSPITAL DEL NORTE,2023-01-24,2023,1,24,694.5284583,1.54066667,32.44090909,155.9040833,,15.45,28.58333333,103.627875,1.48333333,75.955625,23.971125
HOSPITAL DEL NORTE,2023-01-23,2023,1,23,694.7611667,1.72095833,36.35714286,220.3731667,,14.375,25.20416667,149.4103333,1.12916667,74.42408333,24.32291667
HOSPITAL DEL NORTE,2023-01-22,2023,1,22,694.0122083,1.97041667,29.84583333,190.4934583,,13.175,21.3125,109.8799583,1.54166667,74.96808333,23.4795
HOSPITAL DEL NORTE,2023-01-21,2023,1,21,694.331625,2.286375,37.1375,206.7715,,10.21666667,18.35416667,161.2109167,0.95416667,65.19833333,24.27529167
HOSPITAL DEL NORTE,2023-01-20,2023,1,20,695.2464167,2.46533333,27.05263158,166.0755833,,9.48333333,18.1625,152.6214167,1.59166667,69.43083333,23.99620833
HOSPITAL DEL NORTE,2023-01-19,2023,1,19,695.3719583,2.014,24.725,203.8180417,,11.28333333,23.275,141.0409167,2.75714286,78.37845833,23.72404167
HOSPITAL DEL NORTE,2023-01-18,2023,1,18,694.923375,1.90741667,23,185.030625,,9.73333333,19.6125,143.6977083,0.975,77.04804167,23.58745833
HOSPITAL DEL NORTE,2023-01-17,2023,1,17,694.4760417,1.77220833,25.81666667,175.1035,,10.0375,20.1375,160.6772917,1.7875,76.92375,24.38858333
HOSPITAL DEL NORTE,2023-01-16,2023,1,16,695.1645217,1.97286957,21.99565217,170.5312174,,8.16086957,18.18695652,159.275913,1.10869565,78.87504348,23.89291304
HOSPITAL DEL NORTE,2023-01-15,2023,1,15,695.584087,1.93621739,24.83043478,227.6452609,,8.45217391,15.8826087,143.126087,2.26956522,80.05343478,24.03626087
HOSPITAL DEL NORTE,2023-01-14,2023,1,14,695.4416667,1.73333333,22.72916667,203.6583333,,11.42083333,22.95416667,137.1166667,1.87916667,79.84583333,23.81666667
HOSPITAL DEL NORTE,2023-01-13,2023,1,13,695.0541667,1.70416667,19.59583333,180.1833333,,7.8875,18.1375,133.4583333,1.11666667,80.1625,24.00416667
HOSPITAL DEL NORTE,2023-01-12,2023,1,12,695.5782609,1.59565217,17.10434783,198.2869565,,7.01304348,19.58695652,122.4391304,2.05652174,81.90869565,23.32173913
HOSPITAL DEL NORTE,2023-01-11,2023,1,11,695.9875,1.5375,21.225,207.5125,,6.7125,16.74583333,113.9375,2.40416667,83.725,22.55
HOSPITAL DEL NORTE,2023-01-10,2023,1,10,696.2375,1.50833333,26.20416667,215.55,,4.1,11.37692308,140.9208333,1.54583333,87.29583333,22.44583333
HOSPITAL DEL NORTE,2023-01-09,2023,1,9,696.0304348,1.30434783,20.90869565,181.926087,,,,93.3826087,0.83043478,85.82173913,23.2
HOSPITAL DEL NORTE,2023-01-08,2023,1,8,696.1086957,1.4,24.65652174,233.3478261,,,,119.7782609,1.73913043,83.13913043,23.7173913
HOSPITAL DEL NORTE,2023-01-07,2023,1,7,695.9625,1.48333333,19.50416667,227.275,,,,98.3375,1.20416667,84.50833333,23.55
HOSPITAL DEL NORTE,2023-01-06,2023,1,6,695.6416667,1.4625,23.69583333,207.4666667,,,,125.7333333,2.55833333,81.15416667,23.675
HOSPITAL DEL NORTE,2023-01-05,2023,1,5,695.5208333,1.50833333,22.8125,221.4208333,,,,134.9541667,1.125,80.49166667,23.39166667
HOSPITAL DEL NORTE,2023-01-04,2023,1,4,695.7913044,1.48695652,19.72173913,230.5782609,,,,111.7521739,,82.56086957,22.61304348
HOSPITAL DEL NORTE,2023-01-03,2023,1,3,696.1458333,1.325,18.37916667,169.7166667,,,,106.0041667,,85.29166667,22.43333333
HOSPITAL DEL NORTE,2023-01-02,2023,1,2,695.8875,1.4875,19.21666667,209.475,,,,99.09166667,,81.94583333,22.46666667
HOSPITAL DEL NORTE,2023-01-01,2023,1,1,695.8869565,1.83478261,33.14347826,258.5304348,,,,159.973913,,83.23043478,23.1
HOSPITAL DEL NORTE,2022-12-31,2022,12,31,695.373913,1.86521739,30.86086957,212.4347826,,,,150.6478261,,75.43043478,24.4
HOSPITAL DEL NORTE,2022-12-30,2022,12,30,694.8416667,1.84583333,31.675,174.3666667,,,,158.75,,73.66666667,24.19583333
HOSPITAL DEL NORTE,2022-12-29,2022,12,29,695.8041667,1.75,28.1125,183.7125,,,,137.1958333,,83.91666667,23.3125
HOSPITAL DEL NORTE,2022-12-28,2022,12,28,695.8125,1.83333333,30.275,188.2291667,,,,141.2291667,,76.54583333,24.25
HOSPITAL DEL NORTE,2022-12-27,2022,12,27,695.4958333,1.77083333,37.59166667,238.0041667,,,,152.6208333,,74.02916667,24.14166667
HOSPITAL DEL NORTE,2022-12-26,2022,12,26,694.5041667,1.72083333,30.8,212.3208333,,,,151.0375,,67.51666667,24.1875
