Estacion,Fecha inicial,Año,Mes,Día,P,VViento,O3,DViento,PLiquida,PM2.5,PM10,RGlobal,SO2 TR,HAire10,TAire10
COLEGIO GAITÁN,2023-08-14,2023,8,14,684.01875,1.30783333,28.50833333,251.8345417,0.025,11.05,19.85416667,,3.4,79.75070833,24.12954167
COLEGIO GAITÁN,2023-08-13,2023,8,13,683.7373044,1.47565217,30.09130435,231.6836087,0.10430435,8.80869565,15.80434783,,2.34347826,77.85891304,24.69530435
COLEGIO GAITÁN,2023-08-12,2023,8,12,684.0055,1.64695833,34.17916667,213.7096667,0,9.3625,18.05833333,,3.20833333,75.1765,25.334375
COLEGIO GAITÁN,2023-08-11,2023,8,11,684.2020833,1.55854167,35.4375,216.485375,0,8.7875,18.03333333,,2.89166667,78.94275,24.796375
COLEGIO GAITÁN,2023-08-10,2023,8,10,684.856875,1.49491667,31.33333333,206.529375,0.00833333,11.675,25.14166667,,3.02083333,78.72054167,24.31458333
COLEGIO GAITÁN,2023-08-09,2023,8,9,685.1650417,1.67958333,26.05,186.2517917,0.025,11.92916667,21.70416667,,3.32083333,78.14079167,25.03645833
COLEGIO GAITÁN,2023-08-08,2023,8,8,685.458375,1.60341667,25.89166667,233.4443333,0.17495833,12.25,20.9,,3.50869565,81.36620833,25.57366667
COLEGIO GAITÁN,2023-08-07,2023,8,7,685.5725833,1.25925,35.425,262.53075,0,7.7125,13.59166667,,2.22916667,82.3685,24.175
COLEGIO GAITÁN,2023-08-06,2023,8,6,684.3197826,1.52152174,34.7,241.9371304,0.0173913,11.92173913,19.30869565,,2.47391304,76.36395652,25.93156522
COLEGIO GAITÁN,2023-08-05,2023,8,5,684.233125,1.476125,29.1625,215.07925,0.025,15.45,26.46666667,,1.85833333,75.662125,25.826875
COLEGIO GAITÁN,2023-08-04,2023,8,4,684.63775,1.209875,32.02083333,224.7703333,0.06666667,17.28333333,31.25416667,,2.11666667,79.99245833,25.099125
COLEGIO GAITÁN,2023-08-03,2023,8,3,685.364,1.56495833,36.3875,234.9812083,0.00833333,9.54583333,17.49166667,,2.275,82.061875,24.24758333
COLEGIO GAITÁN,2023-08-02,2023,8,2,685.917,1.41370833,30.10833333,250.9169167,0.00833333,13.54583333,22.55833333,,2.6,82.20370833,24.91295833
COLEGIO GAITÁN,2023-08-01,2023,8,1,685.9332917,1.2715,22.13043478,241.3225,0.025,9.4625,20.075,,2.85,83.52545833,24.29504167
COLEGIO GAITÁN,2023-07-31,2023,7,31,685.2766667,1.65825,21.32916667,169.8199583,0.09166667,6.17916667,16.55833333,,2.33333333,85.04441667,23.58258333
COLEGIO GAITÁN,2023-07-30,2023,7,30,685.1592174,1.26134783,29.7,233.23,0.02608696,10.45652174,16.90434783,,1.93478261,76.92273913,25.45991304
COLEGIO GAITÁN,2023-07-29,2023,7,29,684.3070417,1.321125,29.37083333,250.4796667,0.00833333,9.17083333,17.30833333,,1.95833333,79.85120833,24.85091667
COLEGIO GAITÁN,2023-07-28,2023,7,28,683.6366667,1.41608333,17.94166667,240.069375,0.01666667,10.12916667,21.925,,2.4375,76.027875,25.94158333
COLEGIO GAITÁN,2023-07-27,2023,7,27,684.014625,1.29016667,20.65,214.5214583,0,5.92083333,13.66666667,,2.0875,76.66383333,26.205125
COLEGIO GAITÁN,2023-07-26,2023,7,26,685.1063333,1.31145833,27.8625,235.4754167,0,7.79166667,15.45833333,,3.0875,80.32870833,25.109875
COLEGIO GAITÁN,2023-07-25,2023,7,25,685.2535417,1.38883333,26.00454545,227.291375,0,11.48333333,18.98333333,,2.935,83.68170833,24.64475
COLEGIO GAITÁN,2023-07-24,2023,7,24,684.2429167,1.45704167,32.53333333,268.1768333,0.025,10.08333333,18.175,,1.91666667,83.21016667,24.662875
COLEGIO GAITÁN,2023-07-23,2023,7,23,685.1029565,1.19530435,32.78695652,233.110087,0.02608696,9.53043478,16.61304348,,2.09130435,76.92295652,25.5353913
COLEGIO GAITÁN,2023-07-22,2023,7,22,684.3070417,1.321125,23.1,250.4796667,0.00833333,10.7875,21.73333333,,2.44583333,79.85120833,24.85091667
COLEGIO GAITÁN,2023-07-21,2023,7,21,683.6366667,1.41608333,31.6375,240.069375,0.01666667,11.975,22.34583333,,2.2,76.027875,25.94158333
COLEGIO GAITÁN,2023-07-20,2023,7,20,684.014625,1.29016667,33.15833333,214.5214583,0,12.15833333,22.30833333,,2.22083333,76.66383333,26.205125
COLEGIO GAITÁN,2023-07-19,2023,7,19,685.1063333,1.31145833,25.6875,235.4754167,0,10.8875,23.54166667,,2.075,80.32870833,25.109875
COLEGIO GAITÁN,2023-07-18,2023,7,18,685.2535417,1.38883333,19.85,227.291375,0,10.21666667,19.96666667,,2.55,83.68170833,24.64475
COLEGIO GAITÁN,2023-07-17,2023,7,17,684.2429167,1.45704167,21.09166667,268.1768333,0.025,8.66666667,17.39583333,,2.825,83.21016667,24.662875
COLEGIO GAITÁN,2023-07-16,2023,7,16,683.7201304,1.28304348,20.31304348,240.2288696,0,14.42608696,22.39565217,,2.24782609,85.12773913,24.26591304
COLEGIO GAITÁN,2023-07-15,2023,7,15,683.6106667,1.45629167,28.36666667,256.823375,0,9.74166667,17.4,,3.31666667,82.19966667,24.588625
COLEGIO GAITÁN,2023-07-14,2023,7,14,683.3070435,0.96743478,21.33478261,243.0321739,0.14782609,13.76521739,25.62608696,,2.51304348,87.80321739,23.53886957
COLEGIO GAITÁN,2023-07-13,2023,7,13,682.6694583,1.392375,33.49166667,252.1878333,0,9.35416667,19.6375,,2.8,76.045625,25.4455
COLEGIO GAITÁN,2023-07-12,2023,7,12,683.769625,1.45129167,26.34545455,189.3665833,0.00833333,13.3875,26.1125,,2.96666667,82.96770833,24.03625
COLEGIO GAITÁN,2023-07-11,2023,7,11,684.38925,1.26395833,20.75909091,209.1792917,0.19995833,11.5875,25.34166667,,4.27777778,85.58979167,23.50916667
COLEGIO GAITÁN,2023-07-10,2023,7,10,684.0107083,1.119625,23.54166667,219.22475,0.00833333,8.67083333,17.47916667,,2.875,82.535,24.45775
COLEGIO GAITÁN,2023-07-09,2023,7,9,684.6806087,1.24369565,22.68695652,241.0070435,0,8.23478261,14.65652174,,1.9173913,82.95165217,24.72295652
COLEGIO GAITÁN,2023-07-08,2023,7,8,684.8810417,1.10045833,13.01666667,192.5957083,0.14166667,8.025,15.6125,,2.12083333,86.46041667,23.18325
COLEGIO GAITÁN,2023-07-07,2023,7,7,684.4096957,1.77352174,19.35217391,210.176913,0.13043478,6.99130435,12.94347826,,1.97826087,86.95178261,23.80852174
COLEGIO GAITÁN,2023-07-06,2023,7,6,684.2900833,1.21029167,23.475,257.9734583,0,8.1,15.8875,,2.25,86.09920833,24.17641667
COLEGIO GAITÁN,2023-07-05,2023,7,5,685.0285,1.31925,20.21304348,267.386,0,11.24166667,19.20833333,,3.2125,84.60875,24.3295
COLEGIO GAITÁN,2023-07-04,2023,7,4,685.3301667,1.408625,17.79583333,241.5177083,0,8.7375,15.71666667,,2.225,85.908625,24.10166667
COLEGIO GAITÁN,2023-07-03,2023,7,3,685.0813333,1.32275,19.53043478,262.1310833,0,6.53333333,12.91666667,,2.2,84.46141667,23.90066667
COLEGIO GAITÁN,2023-07-02,2023,7,2,684.457,1.35022727,20.14545455,245.8696818,0.12727273,3.97727273,9.60909091,,2.70909091,85.51572727,23.20422727
COLEGIO GAITÁN,2023-07-01,2023,7,1,683.9032083,1.38616667,22.21666667,258.0425417,0.391625,7.425,15.00416667,,2.41666667,85.59741667,24.73033333
COLEGIO GAITÁN,2023-06-30,2023,6,30,683.8435417,1.41616667,20.4125,210.9854167,0.01666667,6.24583333,13.30416667,,2.6,80.17058333,25.46595833
COLEGIO GAITÁN,2023-06-29,2023,6,29,683.6554815,1.43388889,19.62222222,235.2139259,0.42218519,9.92962963,18.43333333,,2.32592593,81.97422222,24.90366667
COLEGIO GAITÁN,2023-06-28,2023,6,28,684.1005,1.51670833,26.67916667,245.323875,0,7.30416667,15.23333333,,3.19583333,79.77370833,24.5515
COLEGIO GAITÁN,2023-06-27,2023,6,27,684.5722083,1.36066667,38.7,244.964875,0.00833333,8.41666667,16.06666667,,2.80416667,86.51745833,24.06729167
COLEGIO GAITÁN,2023-06-26,2023,6,26,685.2954583,1.154,,237.2885,0.05833333,7.14166667,14.3,,3.13333333,90.1725,22.85629167
COLEGIO GAITÁN,2023-06-25,2023,6,25,684.5258696,1.27465217,19.95,229.523913,0.4,6.93043478,12.56521739,,2.57826087,88.41604348,23.28104348
COLEGIO GAITÁN,2023-06-24,2023,6,24,684.4559167,1.67379167,23.09583333,230.5485,2.29995833,6.61666667,11.85,,2.71666667,90.30154167,23.05995833
COLEGIO GAITÁN,2023-06-23,2023,6,23,684.4008333,1.43754167,19.55,236.9885417,0,9.92916667,17.68333333,,2.91666667,86.45591667,23.82329167
COLEGIO GAITÁN,2023-06-22,2023,6,22,683.9197917,1.40133333,20.21666667,182.7022917,1.13329167,10.325,20.35,,3.2125,85.16716667,23.874625
COLEGIO GAITÁN,2023-06-21,2023,6,21,682.9697917,1.31216667,26.67916667,254.44075,0,11.67083333,24.2,,1.94166667,75.32945833,25.4715
COLEGIO GAITÁN,2023-06-20,2023,6,20,682.9518571,1.36007143,38.7,263.1277143,0,13.53571429,23.82857143,,1.8,76.58557143,26.54914286
COLEGIO GAITÁN,2023-06-19,2023,6,19,685.535,1.0115,,197.8545,0.075,,,,,95.558375,20.985625
COLEGIO GAITÁN,2023-06-18,2023,6,18,685.673,1.557,,139.628,0,,,,,89.113,22.261
COLEGIO GAITÁN,2023-06-16,2023,6,16,684.1257222,1.26011111,21.90555556,248.3415,0.08888889,10.27777778,21.06666667,,2.31666667,82.46044444,24.59205556
COLEGIO GAITÁN,2023-06-15,2023,6,15,683.718625,1.36216667,21,231.4915833,0.01666667,6.7875,15.3375,,1.65833333,82.60995833,24.25366667
COLEGIO GAITÁN,2023-06-14,2023,6,14,683.7183333,1.35379167,27.40416667,233.7675833,0.05,12.40416667,21.67083333,,2.26666667,80.07358333,24.68495833
COLEGIO GAITÁN,2023-06-13,2023,6,13,683.5050417,1.355375,25.775,216.7997917,0.00833333,10.17916667,18.34166667,,4,76.12416667,25.35591667
COLEGIO GAITÁN,2023-06-12,2023,6,12,684.2285,1.37795833,20.92083333,217.4375833,0,7.675,13.81666667,,2.45833333,78.80841667,24.19279167
COLEGIO GAITÁN,2023-06-11,2023,6,11,685.2034546,1.49059091,21.44545455,243.9271364,0.01818182,9.68181818,16.90454545,,2.98181818,86.49509091,24.1745
COLEGIO GAITÁN,2023-06-10,2023,6,10,685.4355833,1.42458333,14.95,249.0647917,0,6.99166667,15.3375,,2.84583333,87.15829167,23.35354167
COLEGIO GAITÁN,2023-06-09,2023,6,9,685.7153333,1.221625,14.86956522,219.9204583,0.05,11.60833333,20.6125,,2.78333333,90.395,23.072375
COLEGIO GAITÁN,2023-06-08,2023,6,8,685.6616667,1.41679167,14.7625,215.3925833,1.70829167,7.8875,17.05833333,,2.48333333,89.28466667,22.902375
COLEGIO GAITÁN,2023-06-07,2023,6,7,684.7146667,1.336125,22.50416667,222.94675,0,8.79166667,19.99166667,,2.41666667,84.60125,24.101
COLEGIO GAITÁN,2023-06-06,2023,6,6,684.9640833,1.16304167,16.0875,202.6160417,0.00833333,8.27083333,18.575,,2.525,86.343625,23.63091667
COLEGIO GAITÁN,2023-06-05,2023,6,5,685.3223333,1.39229167,15.5875,251.563,0.13333333,7.54166667,16.59166667,,2.4,89.63495833,22.99275
COLEGIO GAITÁN,2023-06-04,2023,6,4,684.520125,1.57495833,18.6,208.203125,0.391625,7.09166667,14.03333333,,2.26666667,87.8055,23.48154167
COLEGIO GAITÁN,2023-06-03,2023,6,3,683.39925,1.486375,23.69583333,227.6468333,0.00833333,10.33333333,20.46666667,,2.12083333,79.686125,25.136125
COLEGIO GAITÁN,2023-06-02,2023,6,2,684.452,1.181625,14.64166667,228.0314583,0,7.62083333,18.0125,,2.625,86.961375,23.37045833
COLEGIO GAITÁN,2023-06-01,2023,6,1,685.324125,1.32825,12.60833333,244.4053333,0.01666667,5.23333333,13.3375,,2.88333333,89.70291667,22.42783333
COLEGIO GAITÁN,2023-05-31,2023,5,31,684.612,1.53445833,19.79166667,225.2590833,0.00833333,5.7875,13.9,,2.69583333,82.935625,24.47691667
COLEGIO GAITÁN,2023-05-30,2023,5,30,684.81125,1.56866667,18.42083333,222.1749583,0.1,4.60416667,12.0375,,2.61,84.49258333,23.71641667
COLEGIO GAITÁN,2023-05-29,2023,5,29,684.4651667,1.55195833,19.05217391,228.45025,0,6.56666667,14.2375,,1.64583333,84.20941667,24.152625
COLEGIO GAITÁN,2023-05-28,2023,5,28,685.0433044,1.28043478,14.64347826,196.3572174,0.83478261,6.32608696,12.76956522,,2.65652174,87.08626087,23.00234783
COLEGIO GAITÁN,2023-05-27,2023,5,27,685.2895,1.80991667,21.27083333,212.5822917,0.90829167,6.59166667,13.17083333,,3.32083333,83.711125,23.52725
COLEGIO GAITÁN,2023-05-26,2023,5,26,684.7967917,1.74925,22.8125,208.2000417,0.191625,5.8125,14.2375,,2.7,83.15266667,23.91791667
COLEGIO GAITÁN,2023-05-25,2023,5,25,683.4109583,1.42554167,18.92083333,212.780375,0,6.75833333,14.52916667,,2.1625,85.41741667,23.693375
COLEGIO GAITÁN,2023-05-24,2023,5,24,683.5209583,1.289625,21.67083333,260.9992917,0.00833333,6.46666667,14.5125,,2.425,86.735875,23.651875
COLEGIO GAITÁN,2023-05-23,2023,5,23,684.629,1.29316667,19.07826087,254.191375,0,7.5875,15.60833333,,2.53333333,87.31141667,23.67133333
COLEGIO GAITÁN,2023-05-22,2023,5,22,684.3997083,1.55116667,22.025,231.835,1.07495833,3.74583333,8.04166667,,1.87916667,91.29445833,22.57079167
COLEGIO GAITÁN,2023-05-21,2023,5,21,683.9213478,1.51556522,22.15217391,264.2053044,0.03478261,6.9,12.0173913,,1.99565217,89.60956522,23.57104348
COLEGIO GAITÁN,2023-05-20,2023,5,20,683.5744167,1.391375,24.35416667,263.729375,0,8.48333333,16.32916667,,2.675,83.848,24.940875
COLEGIO GAITÁN,2023-05-19,2023,5,19,683.57325,1.64225,30.5,245.46275,0,8.6125,17.8125,,2.70833333,78.444375,25.580375
COLEGIO GAITÁN,2023-05-18,2023,5,18,683.8717083,1.64054167,30.0625,222.7037083,0,6.52916667,14.7,,2.44583333,74.68058333,25.985375
COLEGIO GAITÁN,2023-05-17,2023,5,17,684.9969583,1.564625,20.2125,284.7087083,0,7.52916667,15.29583333,,2.825,85.016,24.5795
COLEGIO GAITÁN,2023-05-16,2023,5,16,685.75625,1.35579167,16.82916667,270.989125,0.00833333,8.16666667,18.5,,3.15714286,88.69208333,23.55320833
COLEGIO GAITÁN,2023-05-15,2023,5,15,686.121,1.34070833,16.7125,248.0125833,0.05,7.08333333,16.29583333,,2.00416667,88.03579167,23.59541667
COLEGIO GAITÁN,2023-05-14,2023,5,14,684.7364348,1.4136087,21.46521739,221.895,0.23478261,10.40869565,16.70869565,,2.54347826,86.716,24.25943478
COLEGIO GAITÁN,2023-05-13,2023,5,13,683.5514167,1.8365,28.14166667,200.8446667,0.466625,11.8125,21.80416667,,3.17083333,80.98054167,24.84929167
COLEGIO GAITÁN,2023-05-12,2023,5,12,683.8956667,1.555,21.8,203.2530833,0.09166667,9.275,19.8375,,3.00416667,82.22808333,24.55491667
COLEGIO GAITÁN,2023-05-11,2023,5,11,684.2017917,1.52854167,29.74166667,258.4790417,0.00833333,8.06666667,16.5125,,3.075,79.59029167,25.35170833
COLEGIO GAITÁN,2023-05-10,2023,5,10,684.63,1.55970833,23.49166667,217.5241667,0.01666667,9.45416667,18.65,,3.32083333,83.22054167,24.3595
COLEGIO GAITÁN,2023-05-09,2023,5,9,683.8634583,1.38670833,32.28333333,255.9249583,0,19.72916667,32.49166667,,3.49583333,79.51270833,25.94966667
COLEGIO GAITÁN,2023-05-08,2023,5,8,683.4062083,1.304375,32.85,239.9446667,0,20.56666667,34.45833333,,3.1125,80.16020833,25.297125
COLEGIO GAITÁN,2023-05-07,2023,5,7,683.6968261,1.38782609,32.54347826,256.8723044,0,21.12608696,32.14782609,,3.23043478,81.65169565,25.03804348
COLEGIO GAITÁN,2023-05-06,2023,5,6,683.4092917,1.330875,41.08333333,261.4622917,0,19.9375,31.29166667,,2.8625,76.48208333,25.59729167
COLEGIO GAITÁN,2023-05-05,2023,5,5,682.9670417,1.46054167,40.55,231.3787917,0,16.98333333,28.51666667,,3.00833333,73.77654167,26.27095833
COLEGIO GAITÁN,2023-05-04,2023,5,4,682.88375,1.48395833,42.75416667,258.8705,0.00833333,17.15,30.6125,,2.64166667,72.19791667,26.039125
COLEGIO GAITÁN,2023-05-03,2023,5,3,682.423875,1.41625,34.97916667,272.3436667,0,11.14583333,21.6875,,2.9125,71.873125,25.47283333
COLEGIO GAITÁN,2023-05-02,2023,5,2,683.54425,1.36416667,27.5,280.8085417,0,10.2625,19.55833333,,3.065,79.879125,24.872625
COLEGIO GAITÁN,2023-05-01,2023,5,1,684.4139583,1.40095833,25.4625,243.448,0.00833333,8.68333333,15.19166667,,2.19583333,83.31883333,24.238875
COLEGIO GAITÁN,2023-04-30,2023,4,30,685.194087,1.46878261,20.20869565,213.576,0.07826087,5.72608696,11.30869565,,1.16086957,89.38173913,23.28869565
COLEGIO GAITÁN,2023-04-29,2023,4,29,684.7244583,1.4675,26.52916667,229.54675,0.175,9.4,16.6875,,1.92916667,85.10779167,24.16795833
COLEGIO GAITÁN,2023-04-28,2023,4,28,684.6119583,1.67754167,23.0125,217.9729167,0.025,11.05416667,19.6375,,2.47916667,84.98425,23.66625
COLEGIO GAITÁN,2023-04-27,2023,4,27,684.4867083,1.46558333,28.59166667,242.5145,0.04166667,7.15,14.58333333,,1.8875,83.894375,23.70941667
COLEGIO GAITÁN,2023-04-26,2023,4,26,684.641,1.58316667,26.64583333,216.1327917,0.63329167,7.7625,15.875,,1.84166667,85.32870833,23.46270833
COLEGIO GAITÁN,2023-04-25,2023,4,25,684.584,1.4305,32.4625,295.168375,0,13.54166667,23.28333333,,2.4,83.72795833,24.36808333
COLEGIO GAITÁN,2023-04-24,2023,4,24,684.7745,1.45104167,28.26666667,251.7247917,0,10.025,18.20833333,,1.625,86.80275,23.04233333
COLEGIO GAITÁN,2023-04-23,2023,4,23,684.1814783,1.43052174,27.34347826,227.7166087,0,9.76521739,18.77826087,,2.13913043,84.03134783,23.66347826
COLEGIO GAITÁN,2023-04-22,2023,4,22,684.3042917,1.142875,19.32916667,223.0842083,0.69995833,9.15833333,16.0375,,2.32916667,90.87616667,21.82204167
COLEGIO GAITÁN,2023-04-21,2023,4,21,684.4594583,1.41175,22.05,227.466125,0,12.49166667,24.00416667,,1.49166667,88.739625,22.17254167
COLEGIO GAITÁN,2023-04-20,2023,4,20,684.08525,1.42204167,22.19166667,205.15875,0.05833333,13.79166667,25.97916667,,2.14166667,85.63670833,23.43183333
COLEGIO GAITÁN,2023-04-19,2023,4,19,683.3820417,1.447625,29.0375,243.8843333,0,10.175,20.375,,1.9375,82.78316667,23.87004167
COLEGIO GAITÁN,2023-04-18,2023,4,18,683.975125,1.50795833,34.45833333,244.8605833,0.00833333,7.00416667,13.04166667,,2.25833333,82.44183333,23.96304167
COLEGIO GAITÁN,2023-04-17,2023,4,17,684.514125,1.4965,35.07083333,231.8336667,0.2,5.61666667,10.29166667,,1.87083333,88.70320833,22.55675
COLEGIO GAITÁN,2023-04-16,2023,4,16,684.6643478,1.67378261,39.50434783,245.1696522,1.81730435,10.38695652,14.63913043,,1.88695652,90.2726087,22.80656522
COLEGIO GAITÁN,2023-04-15,2023,4,15,683.5715833,1.728,39.30416667,229.6409167,0.51666667,17.12916667,26.1,,2.1875,82.30441667,24.68995833
COLEGIO GAITÁN,2023-04-14,2023,4,14,682.791375,1.56833333,34.27916667,239.267375,0,15.525,28.02916667,,2.4,80.157875,24.80358333
COLEGIO GAITÁN,2023-04-13,2023,4,13,682.60825,1.22241667,24.62083333,219.688875,0,15.58333333,29.8875,,2.05416667,83.82416667,23.72995833
COLEGIO GAITÁN,2023-04-12,2023,4,12,683.3170417,1.544375,29.90833333,251.039125,0,10.43333333,19.25,,2.05416667,82.83408333,24.12375
COLEGIO GAITÁN,2023-04-11,2023,4,11,683.9742917,1.57845833,31.1875,236.4893333,0.14166667,11.22916667,20.175,,1.9875,84.94745833,23.61066667
COLEGIO GAITÁN,2023-04-10,2023,4,10,684.0599474,1.44384211,26.13684211,154.7810833,0,11.6,19.73157895,,1.81578947,80.97827778,24.01088889
COLEGIO GAITÁN,2023-04-09,2023,4,9,683.7992917,1.42291667,36.45416667,217.2476667,0.00833333,11.45,17.2625,,1.6875,82.239,23.64933333
COLEGIO GAITÁN,2023-04-08,2023,4,8,684.1955417,1.56954167,32.09166667,269.0394167,0,10.94583333,17.9625,,2.00833333,81.52270833,24.312875
COLEGIO GAITÁN,2023-04-07,2023,4,7,684.5764167,1.346125,27.02916667,244.7313333,0,8.6625,14.57916667,,1.5625,84.998,23.207125
COLEGIO GAITÁN,2023-04-06,2023,4,6,683.9955417,1.672125,40.0625,218.0474167,1.05829167,8.125,12.20416667,,1.39583333,86.96583333,22.33995833
COLEGIO GAITÁN,2023-04-05,2023,4,5,682.7695417,1.2715,28.725,213.24575,0.00833333,14.9125,22.8875,,1.6625,80.66383333,23.80133333
COLEGIO GAITÁN,2023-04-04,2023,4,4,682.4322083,1.46245833,36.89583333,234.881375,0,13.32916667,22.83333333,,1.96153846,77.05508333,25.06979167
COLEGIO GAITÁN,2023-04-03,2023,4,3,682.7640833,1.453,41.22083333,250.7138333,0,9.725,15.73333333,,1.9125,78.59783333,24.75454167
COLEGIO GAITÁN,2023-04-02,2023,4,2,683.7196957,1.46286957,37.58695652,230.1423478,0.00869565,11.37391304,17.18695652,,1.68695652,82.7423913,23.50526087
COLEGIO GAITÁN,2023-04-01,2023,4,1,684.15125,1.43866667,36.52916667,223.2684167,0.13329167,18.36666667,25.55,,2.1375,85.04833333,23.45558333
COLEGIO GAITÁN,2023-03-31,2023,3,31,683.9119167,1.554625,36.24583333,217.6127083,0.00833333,20.70416667,33.20833333,,1.9375,81.23995833,24.60483333
COLEGIO GAITÁN,2023-03-30,2023,3,30,683.6922917,1.44879167,34.65833333,247.13975,0,22.62916667,34.24166667,,1.95416667,81.46275,23.97579167
COLEGIO GAITÁN,2023-03-29,2023,3,29,683.6255,1.28758333,34.7625,219.120375,0,28.13333333,38.95833333,,2.24166667,83.67954167,23.373125
COLEGIO GAITÁN,2023-03-28,2023,3,28,683.8727083,1.66170833,45.78333333,215.73475,0.01666667,16.22083333,24.87083333,,1.67083333,80.85470833,23.33075
COLEGIO GAITÁN,2023-03-27,2023,3,27,683.9632917,1.67220833,46.54166667,229.6967083,0,17.95416667,28.5875,,2.06666667,78.567625,24.10108333
COLEGIO GAITÁN,2023-03-26,2023,3,26,683.8985833,1.4605,46.24166667,256.7106667,0,26.84166667,36.35833333,,1.55833333,79.47304167,24.241
COLEGIO GAITÁN,2023-03-25,2023,3,25,684.1175417,1.59754167,60.38333333,271.0960833,0,26.25,34.925,,1.6,77.75258333,24.24079167
COLEGIO GAITÁN,2023-03-24,2023,3,24,683.8733333,1.456125,50.57083333,264.69175,0,36.85833333,48.44166667,,2.33333333,79.24133333,24.15716667
COLEGIO GAITÁN,2023-03-23,2023,3,23,684.08325,1.36591667,48.72916667,270.1145833,0,41.7875,53.59583333,,2.08333333,81.07883333,23.86975
COLEGIO GAITÁN,2023-03-22,2023,3,22,683.8424167,1.61054167,49.87083333,219.34875,0.08333333,32.77083333,41.97083333,,2.13333333,80.30020833,23.827125
COLEGIO GAITÁN,2023-03-21,2023,3,21,684.371625,1.46095833,44.20833333,210.9033333,2.575,22.3625,31.19166667,,1.91666667,85.13191667,23.31795833
COLEGIO GAITÁN,2023-03-20,2023,3,20,685.23575,1.577875,42.03333333,225.5074583,0,17.00416667,24.70416667,,1.58333333,75.32704167,24.39316667
COLEGIO GAITÁN,2023-03-19,2023,3,19,685.1514583,1.47579167,38.13333333,229.215125,1.29158333,16.45416667,23.6125,,1.92083333,83.92525,23.42670833
COLEGIO GAITÁN,2023-03-18,2023,3,18,684.924875,1.65204167,32.17916667,217.681,0,13.85833333,24.21666667,,1.48333333,84.22675,23.54570833
COLEGIO GAITÁN,2023-03-17,2023,3,17,684.9092083,1.45033333,27.39583333,248.4205833,0.20829167,10.82916667,19.75,,1.33333333,88.80441667,22.28804167
COLEGIO GAITÁN,2023-03-16,2023,3,16,685.3296667,1.536625,25.4375,238.817375,0.25,9.79166667,18.43333333,,1.98333333,91.53641667,21.53975
COLEGIO GAITÁN,2023-03-15,2023,3,15,685.0775833,1.48095833,26.8125,190.5195833,0.19995833,11.17916667,22.12916667,,1.375,89.07791667,22.388875
COLEGIO GAITÁN,2023-03-14,2023,3,14,685.4187917,1.42354167,24.3875,242.7224583,0.025,14.7625,24.27083333,,1.63333333,89.30420833,22.60616667
COLEGIO GAITÁN,2023-03-13,2023,3,13,686.1090417,1.25770833,15.32916667,237.4164167,0.29166667,18.17916667,32.59166667,,1.90416667,95.7665,20.96629167
COLEGIO GAITÁN,2023-03-12,2023,3,12,685.793625,0.974375,24.45833333,233.7310833,0.175,13.3,20.6,,2.02916667,93.48833333,21.16608333
COLEGIO GAITÁN,2023-03-11,2023,3,11,685.5469583,0.87558333,22.95416667,198.4270833,1.51658333,,,,2.22916667,97.81429167,19.75770833
COLEGIO GAITÁN,2023-03-10,2023,3,10,684.94575,1.459875,25.975,222.8905417,0.01666667,,,,2.07916667,82.28175,22.628375
COLEGIO GAITÁN,2023-03-09,2023,3,9,685.564625,1.1455,21.825,178.313375,1.14166667,,,,1.41666667,95.97570833,20.1335
COLEGIO GAITÁN,2023-03-08,2023,3,8,684.6325417,1.37508333,25.825,238.0848333,0.21666667,,,,1.78333333,87.29066667,22.06566667
COLEGIO GAITÁN,2023-03-07,2023,3,7,683.854125,1.50616667,25.87083333,195.105875,1.39166667,,,,2.07916667,86.07533333,22.92270833
COLEGIO GAITÁN,2023-03-06,2023,3,6,683.7030833,1.5855,28.89166667,216.2546667,0.03333333,,,,1.7875,82.99308333,24.181875
COLEGIO GAITÁN,2023-03-05,2023,3,5,683.5617826,1.46295652,32.64782609,213.4455217,0,,,98.81881818,1.1173913,84.67326087,24.18773913
COLEGIO GAITÁN,2023-03-04,2023,3,4,682.9227917,1.26145833,35.07083333,242.1482083,0.15833333,,,70.95491667,0.85416667,86.84066667,23.91370833
COLEGIO GAITÁN,2023-03-03,2023,3,3,681.855125,1.61829167,50.6125,277.0040417,0,17.1125,27.5375,142.4412083,0.8875,74.36458333,25.8025
COLEGIO GAITÁN,2023-03-02,2023,3,2,682.624,1.37770833,40.175,250.9490417,0,31.57916667,45.625,130.727625,1.17083333,77.3535,25.09466667
COLEGIO GAITÁN,2023-03-01,2023,3,1,684.18525,1.65454167,42.7875,214.0340417,0.53329167,23.41666667,34.075,126.3128333,1.15,80.36641667,24.071625
COLEGIO GAITÁN,2023-02-28,2023,2,28,684.0410833,1.77025,47.4375,219.5187083,0.00833333,24.84166667,38.52083333,154.003625,1.07916667,74.08170833,25.46991667
COLEGIO GAITÁN,2023-02-27,2023,2,27,684.0755417,1.968375,57.32916667,247.95075,0.00833333,22.22083333,35.97916667,171.9300833,0.85833333,70.806125,25.009125
COLEGIO GAITÁN,2023-02-26,2023,2,26,683.9889565,1.58043478,56.66086957,269.4696087,0,32.22173913,45.58695652,176.4538261,2.40434783,70.54543478,24.63434783
